AtNum,OxSt,Group,Rsd(0),DCount,RMin,RMax,RAverage,NRMin,NRMax
74,5,E06(Cr),1.502576414,6,1.87892,2.07787,1.95821,1.250465522,1.382871434
75,5,E07(Mn),1.5190171,6,1.8879,2.05617,1.96264,1.242843152,1.353618731
25,2,E07(Mn),1.449223348,6,2.10347,2.25188,2.18231,1.451446392,1.553852968
30,2,E12(Zn),1.533859586,6,1.97579,2.30928,2.12836,1.288116603,1.505535462
30,2,E12(Zn),1.533859586,5,1.93402,2.13732,2.03822,1.260884645,1.393426112
13,3,E13(Al),1.582394161,4,1.68476,1.83556,1.75947,1.064690481,1.159989113
25,2,E07(Mn),1.449223348,6,2.08853,2.23021,2.16549,1.441137422,1.538900131
25,2,E07(Mn),1.449223348,6,2.06332,2.55471,2.22507,1.423741898,1.762813167
25,2,E07(Mn),1.449223348,6,2.1136,2.26919,2.17994,1.458436343,1.565797296
25,2,E07(Mn),1.449223348,6,2.06601,2.37436,2.2006,1.425598065,1.638367201
25,2,E07(Mn),1.449223348,6,2.10085,2.29028,2.18267,1.449638528,1.580349919
3,1,E01(Li),1.718003824,4,1.93482,2.08766,1.98691,1.126202383,1.215166096
3,1,E01(Li),1.718003824,4,1.94587,2.17528,2.01097,1.132634266,1.266167147
3,1,E01(Li),1.718003824,4,1.92934,2.1576,1.9953,1.123012635,1.255876134
3,1,E01(Li),1.718003824,4,1.93523,2.10131,1.9912,1.126441032,1.223111364
3,1,E01(Li),1.718003824,4,1.93237,2.00155,1.96144,1.124776309,1.165043973
3,1,E01(Li),1.718003824,4,1.92683,1.99664,1.9686,1.121551637,1.162186005
3,1,E01(Li),1.718003824,4,1.95037,2.07971,1.99596,1.135253585,1.210538633
3,1,E01(Li),1.718003824,3,1.85016,1.92247,1.88579,1.076924262,1.119013808
3,1,E01(Li),1.718003824,4,1.88715,2.12274,1.99736,1.098455064,1.235585143
3,1,E01(Li),1.718003824,3,1.81822,1.97174,1.87141,1.058332918,1.14769244
3,1,E01(Li),1.718003824,3,1.8276,1.9627,1.87374,1.063792743,1.142430519
3,1,E01(Li),1.718003824,4,1.89543,2.10641,1.98691,1.103274611,1.226079926
19,1,E01(Li),2.5925384,5,2.74873,2.83546,2.78527,1.060246591,1.09370029
19,1,E01(Li),2.5925384,6,2.69358,3.0504,2.7982,1.038974003,1.176607452
19,1,E01(Li),2.5925384,6,2.60793,3.13858,2.75937,1.005936884,1.210620448
11,1,E01(Li),2.084456,6,2.31875,2.55212,2.43786,1.11240055,1.224357818
11,1,E01(Li),2.084456,6,2.31114,2.64534,2.4627,1.108749717,1.269079319
11,1,E01(Li),2.084456,6,2.32081,2.61992,2.45952,1.113388817,1.25688429
11,1,E01(Li),2.084456,5,2.30307,2.59036,2.41279,1.104878203,1.242703132
11,1,E01(Li),2.084456,5,2.25938,2.66253,2.38852,1.083918298,1.277326075
25,2,E07(Mn),1.449223348,6,2.14946,2.21247,2.17445,1.483180631,1.526659092
25,2,E07(Mn),1.449223348,6,2.076,2.41054,2.19126,1.432491412,1.663332297
25,2,E07(Mn),1.449223348,6,2.10299,2.24197,2.15941,1.451115181,1.547014822
25,2,E07(Mn),1.449223348,6,2.06088,2.36907,2.20722,1.422058238,1.63471697
11,1,E01(Li),2.084456,6,2.26024,2.79975,2.45426,1.084330876,1.3431562
11,1,E01(Li),2.084456,6,2.32973,2.86497,2.44876,1.117668111,1.374444939
93,5,E17(An),1.689564571,7,1.82191,2.50545,2.29364,1.078331086,1.482896861
56,2,E02(Be),2.473489875,10,2.81509,2.8645,2.84164,1.138104517,1.158080342
11,1,E01(Li),2.084456,6,2.31338,2.63416,2.43213,1.109824338,1.263715809
30,2,E12(Zn),1.533859586,5,1.96742,2.05662,2.02728,1.28265978,1.340813735
26,3,E08(Fe),1.396533658,6,2.06658,2.24676,2.13009,1.479792477,1.608811924
26,3,E08(Fe),1.396533658,6,1.99918,2.2152,2.09266,1.431530124,1.586213113
19,1,E01(Li),2.5925384,7,2.76374,2.84483,2.82074,1.066036283,1.097314508
83,3,E15(Sb),2.033455875,8,2.38755,2.48154,2.4408,1.174134157,1.220355962
3,1,E01(Li),1.718003824,3,1.82901,1.90708,1.8707,1.064613463,1.110055737
12,2,E02(Be),1.768518556,6,2.02534,2.08917,2.06512,1.145218405,1.181310761
55,1,E01(Li),2.9998288,11,3.09136,3.77566,3.35409,1.030512141,1.258625159
11,1,E01(Li),2.084456,6,2.35436,2.45171,2.4006,1.129484144,1.176186976
55,1,E01(Li),2.9998288,8,3.14671,3.66026,3.27321,1.048963194,1.220156297
29,2,E11(Cu),1.418656375,4,1.89506,1.9111,1.90136,1.335813262,1.347119735
29,2,E11(Cu),1.418656375,4,1.89113,1.90281,1.89697,1.333043035,1.341276178
29,2,E11(Cu),1.418656375,4,1.9023,1.9161,1.9092,1.340916683,1.350644197
30,2,E12(Zn),1.533859586,4,1.91019,1.94155,1.921,1.245348673,1.26579383
30,2,E12(Zn),1.533859586,6,2.08962,2.10957,2.09856,1.36232809,1.375334495
30,2,E12(Zn),1.533859586,4,1.91375,1.98061,1.9555,1.247669615,1.291259003
30,2,E12(Zn),1.533859586,4,1.93194,2.02672,1.96487,1.259528589,1.321320425
30,2,E12(Zn),1.533859586,4,1.93718,1.95947,1.94637,1.262944808,1.277476777
30,2,E12(Zn),1.533859586,4,1.93303,1.9544,1.94173,1.260239214,1.274171389
30,2,E12(Zn),1.533859586,4,1.93792,1.96909,1.9475,1.263427251,1.283748537
58,4,E16(Ln),2.015454154,8,2.28914,2.34455,2.31986,1.135793635,1.163286198
58,4,E16(Ln),2.015454154,8,2.29286,2.34041,2.31897,1.137639373,1.16123207
66,3,E16(Ln),1.960576625,9,2.3171,2.63102,2.43454,1.181846183,1.341962342
73,5,E05(V),1.633735845,6,1.81198,2.11671,1.96036,1.109102188,1.29562561
75,7,E07(Mn),1.5190171,4,1.66458,1.73075,1.70043,1.095827032,1.139388095
57,3,E16(Ln),2.072325611,10,2.42976,2.78755,2.59689,1.17247984,1.345131279
57,3,E16(Ln),2.072325611,9,2.46995,2.67644,2.55598,1.19187351,1.291515187
57,3,E16(Ln),2.072325611,10,2.4943,2.75875,2.60345,1.203623594,1.331233849
57,3,E16(Ln),2.072325611,10,2.52362,2.74764,2.61586,1.21777195,1.325872723
27,2,E09(Co),1.386164625,6,2.08297,2.1122,2.10204,1.502685873,1.523772835
64,3,E16(Ln),1.9916513,9,2.33043,2.73218,2.45097,1.170099404,1.371816442
29,2,E11(Cu),1.418656375,4,1.8799,2.06454,1.96192,1.325127094,1.455278414
29,2,E11(Cu),1.418656375,5,2.03044,2.07245,2.05994,1.431241586,1.460854113
27,2,E09(Co),1.386164625,6,2.03244,2.17928,2.09202,1.466232772,1.572165355
27,2,E09(Co),1.386164625,6,2.0584,2.12221,2.09881,1.484960706,1.530994199
48,2,E12(Zn),1.7269335,6,2.17875,2.3767,2.26706,1.261629356,1.3762545
29,2,E11(Cu),1.418656375,5,1.91664,2.39898,2.03383,1.351024839,1.691022606
48,2,E12(Zn),1.7269335,7,2.2504,2.61528,2.37953,1.303119084,1.514406895
11,1,E01(Li),2.084456,6,2.35849,2.61631,2.45425,1.131465476,1.255152423
29,2,E11(Cu),1.418656375,4,1.93785,1.9384,1.93812,1.365975605,1.366363296
74,6,E06(Cr),1.502576414,6,1.69097,2.25142,1.94151,1.12538037,1.498373047
74,6,E06(Cr),1.502576414,6,1.88721,1.91262,1.89531,1.255982713,1.272893666
30,2,E12(Zn),1.533859586,4,1.92988,1.9564,1.94314,1.258185571,1.27547529
30,2,E12(Zn),1.533859586,6,2.0313,2.23224,2.10774,1.324306357,1.455309221
30,2,E12(Zn),1.533859586,5,1.91907,2.24989,2.02626,1.25113799,1.466816142
3,1,E01(Li),1.718003824,4,1.91136,1.95215,1.93747,1.112547,1.136289671
11,1,E01(Li),2.084456,6,2.35749,2.49504,2.41936,1.130985734,1.196974175
11,1,E01(Li),2.084456,6,2.38108,2.4419,2.41891,1.142302836,1.171480712
23,4,E05(V),1.490642156,5,1.6191,2.00361,1.88679,1.086176178,1.34412541
42,6,E06(Cr),1.549971,6,1.88977,1.91819,1.90345,1.219229263,1.23756509
60,3,E16(Ln),2.0151476,9,2.32358,2.6617,2.51087,1.153056977,1.320846175
49,3,E13(Al),1.841500846,8,2.17663,2.47871,2.30746,1.181986967,1.346027076
30,2,E12(Zn),1.533859586,4,1.92774,1.94842,1.93808,1.256790398,1.270272727
30,2,E12(Zn),1.533859586,6,1.92047,2.23103,2.11402,1.25205072,1.454520362
30,2,E12(Zn),1.533859586,6,1.96031,2.21956,2.127,1.278024415,1.447042493
27,2,E09(Co),1.386164625,6,2.02151,2.1464,2.08332,1.458347705,1.548445229
27,2,E09(Co),1.386164625,6,2.02894,2.16345,2.08812,1.463707819,1.560745355
27,2,E09(Co),1.386164625,6,2.02734,2.1572,2.08922,1.462553555,1.556236511
27,2,E09(Co),1.386164625,6,2.02435,2.14582,2.0843,1.460396524,1.548026808
20,2,E02(Be),2.20137125,8,2.29386,2.61265,2.46322,1.042014154,1.186828437
29,2,E11(Cu),1.418656375,4,1.96398,1.97552,1.96975,1.384394442,1.392528899
20,2,E02(Be),2.20137125,7,2.28177,2.62828,2.42381,1.036522122,1.193928557
29,2,E11(Cu),1.418656375,4,1.95428,1.97313,1.9637,1.377556986,1.390844206
12,2,E02(Be),1.768518556,6,2.02567,2.08839,2.05703,1.145405002,1.180869713
12,2,E02(Be),1.768518556,6,2.08506,2.08506,2.08506,1.178986782,1.178986782
59,2,E16(Ln),2.021333833,9,2.72284,3.03165,2.80336,1.347051118,1.499826476
60,2,E16(Ln),2.0151476,9,2.72439,3.03565,2.80477,1.351955559,1.506415709
62,2,E16(Ln),1.993293929,9,2.719,3.03949,2.80302,1.364073788,1.524857903
55,1,E01(Li),2.9998288,9,3.0044,3.7094,3.23204,1.00152382,1.236537232
55,1,E01(Li),2.9998288,8,2.98033,3.45456,3.18783,0.993500029,1.151585717
92,6,E17(An),1.723427388,8,1.76399,2.51598,2.30269,1.023536014,1.459870034
92,6,E17(An),1.723427388,8,1.74707,2.5199,2.29209,1.013718368,1.462144572
59,3,E16(Ln),2.021333833,10,2.40508,2.86304,2.58147,1.189847991,1.416411259
29,2,E11(Cu),1.418656375,4,1.90582,1.95053,1.92817,1.343397904,1.37491364
13,3,E13(Al),1.582394161,4,1.71381,1.80357,1.75818,1.083048738,1.139772911
13,3,E13(Al),1.582394161,6,1.84966,1.92637,1.89504,1.168899662,1.217376838
48,2,E12(Zn),1.7269335,6,2.21196,2.36599,2.29971,1.280859975,1.370052755
48,2,E12(Zn),1.7269335,6,2.18868,2.41227,2.30235,1.267379433,1.396851703
48,2,E12(Zn),1.7269335,6,2.24997,2.40123,2.3145,1.302870087,1.390458868
48,2,E12(Zn),1.7269335,6,2.22186,2.39749,2.29803,1.28659268,1.38829318
48,2,E12(Zn),1.7269335,6,2.20687,2.53187,2.31444,1.277912554,1.466107409
12,2,E02(Be),1.768518556,6,2.01676,2.11169,2.06855,1.140366887,1.194044582
12,2,E02(Be),1.768518556,6,2.03911,2.16307,2.07931,1.153004583,1.223097147
12,2,E02(Be),1.768518556,6,2.04213,2.10504,2.08022,1.154712227,1.190284373
29,2,E11(Cu),1.418656375,5,1.91719,2.25748,2.01422,1.351412529,1.591280341
29,2,E11(Cu),1.418656375,5,1.9176,2.25823,2.01608,1.351701535,1.59180901
29,2,E11(Cu),1.418656375,5,1.91851,2.23687,2.01071,1.352342987,1.57675251
11,1,E01(Li),2.084456,5,2.31626,2.42432,2.37315,1.111205993,1.163046857
20,2,E02(Be),2.20137125,7,2.32281,2.54194,2.40787,1.055165048,1.154707549
25,2,E07(Mn),1.449223348,6,2.09094,2.26591,2.17733,1.442800382,1.563534015
25,2,E07(Mn),1.449223348,6,2.09111,2.26789,2.17816,1.442917686,1.564900264
28,2,E10(Ni),1.382822278,6,2.00198,2.09377,2.05055,1.447749311,1.514128051
28,2,E10(Ni),1.382822278,6,1.99272,2.09973,2.04329,1.441052861,1.518438077
28,2,E10(Ni),1.382822278,6,2.00627,2.10184,2.04671,1.450851662,1.519963942
28,2,E10(Ni),1.382822278,6,1.99941,2.09749,2.04267,1.445890793,1.516818201
28,2,E10(Ni),1.382822278,6,2.00351,2.10598,2.04842,1.448855744,1.522957819
56,2,E02(Be),2.473489875,9,2.71188,2.91666,2.80529,1.096378048,1.179167956
27,2,E09(Co),1.386164625,6,2.04054,2.24605,2.12629,1.472076233,1.620334237
81,1,E13(Al),1.8992843,3,2.46311,2.5059,2.48702,1.296862192,1.319391731
81,1,E13(Al),1.8992843,3,2.48971,2.48971,2.48971,1.310867467,1.310867467
22,4,E04(Ti),1.614949407,5,1.80713,2.00094,1.88999,1.119000999,1.23901095
22,4,E04(Ti),1.614949407,6,1.80066,2.21455,1.97206,1.114994681,1.371281348
27,2,E09(Co),1.386164625,6,2.03853,2.13734,2.08766,1.470626189,1.541909209
62,3,E16(Ln),1.993293929,9,2.35656,2.76048,2.48126,1.182244107,1.384883564
66,3,E16(Ln),1.960576625,9,2.30248,2.59044,2.42192,1.174389193,1.32126435
66,3,E16(Ln),1.960576625,9,2.31953,2.58643,2.43096,1.183085614,1.319219033
39,3,E03(Sc),1.990691143,8,2.27877,2.46211,2.36437,1.144712985,1.236811651
67,3,E16(Ln),1.9568805,8,2.2742,2.45874,2.36496,1.162155788,1.256458941
68,3,E16(Ln),1.940805375,8,2.26349,2.45066,2.3535,1.166263258,1.262702604
69,3,E16(Ln),1.9306594,8,2.25342,2.45404,2.3453,1.167176354,1.271089038
25,2,E07(Mn),1.449223348,6,2.13957,2.29138,2.17884,1.476356286,1.581108946
25,2,E07(Mn),1.449223348,6,2.13349,2.27595,2.17546,1.472160936,1.570461864
3,1,E01(Li),1.718003824,4,1.92381,2.07342,1.97854,1.119793783,1.206877407
3,1,E01(Li),1.718003824,4,1.92786,2.08355,1.97997,1.12215117,1.212773785
3,1,E01(Li),1.718003824,4,1.91545,1.98594,1.94452,1.11492767,1.155957846
3,1,E01(Li),1.718003824,4,1.89048,1.95594,1.93076,1.10039336,1.13849572
3,1,E01(Li),1.718003824,4,1.89812,2.03509,1.96268,1.104840382,1.18456663
29,2,E11(Cu),1.418656375,5,1.93884,2.22122,2.0107,1.366673448,1.565720945
29,2,E11(Cu),1.418656375,5,1.93823,2.2076,2.01104,1.366243464,1.556120311
29,2,E11(Cu),1.418656375,5,1.93231,2.19644,2.00817,1.362070501,1.548253713
57,3,E16(Ln),2.072325611,9,2.42143,2.72792,2.55976,1.168460201,1.316356843
3,1,E01(Li),1.718003824,4,1.85443,2.02576,1.94629,1.079409705,1.179135909
30,2,E12(Zn),1.533859586,4,1.90097,2.03996,1.9703,1.239337692,1.329952245
3,1,E01(Li),1.718003824,4,1.86578,2.0178,1.94745,1.086016209,1.174502625
30,2,E12(Zn),1.533859586,4,1.9007,2.04313,1.96944,1.239161666,1.332018927
82,2,E14(Ge),1.931246917,4,2.31928,2.37478,2.35233,1.2009236,1.22966151
12,2,E02(Be),1.768518556,6,2.02729,2.12813,2.07682,1.146321023,1.203340498
42,6,E06(Cr),1.549971,6,1.7033,2.21437,1.96399,1.098923786,1.428652536
11,1,E01(Li),2.084456,8,2.36639,2.85347,2.64778,1.135255434,1.368927912
11,1,E01(Li),2.084456,9,2.33957,3.3511,2.6923,1.122388767,1.607661663
24,3,E06(Cr),1.431257333,6,1.89099,2.09603,1.99211,1.321208951,1.464467606
12,2,E02(Be),1.768518556,6,2.01376,2.0959,2.06862,1.138670552,1.185116206
60,3,E16(Ln),2.0151476,9,2.37889,2.56458,2.48737,1.180504098,1.272651194
39,3,E03(Sc),1.990691143,8,2.30324,2.38312,2.34723,1.157005198,1.197131965
27,2,E09(Co),1.386164625,6,2.05044,2.11615,2.07793,1.479218242,1.526622424
27,2,E09(Co),1.386164625,6,2.05879,2.10013,2.08342,1.485242058,1.515065355
27,2,E09(Co),1.386164625,6,2.03408,2.21232,2.09758,1.467415892,1.596000908
27,2,E09(Co),1.386164625,6,2.03563,2.21648,2.10277,1.468534086,1.599001994
27,2,E09(Co),1.386164625,6,2.06141,2.15471,2.08776,1.487132165,1.554440188
27,2,E09(Co),1.386164625,6,2.04811,2.10515,2.07762,1.477537345,1.518686859
66,3,E16(Ln),1.960576625,6,2.20586,2.31153,2.24632,1.125107773,1.179005182
60,3,E16(Ln),2.0151476,6,2.20301,2.58155,2.38155,1.093225131,1.281072414
70,3,E16(Ln),2.155746778,6,2.1081,2.43459,2.26405,0.977897785,1.129348783
70,3,E16(Ln),2.155746778,6,2.09073,2.36025,2.22837,0.969840253,1.094864213
70,3,E16(Ln),2.155746778,6,2.09025,2.33448,2.22366,0.969617592,1.082910119
66,3,E16(Ln),1.960576625,5,2.08866,2.37254,2.20237,1.065329441,1.210123578
66,3,E16(Ln),1.960576625,4,2.0776,2.39275,2.16582,1.059688244,1.22043177
38,2,E02(Be),2.382765154,8,2.54019,2.9325,2.64607,1.066068133,1.230712979
48,2,E12(Zn),1.7269335,4,2.0526,2.29923,2.18043,1.188580799,1.331394637
48,2,E12(Zn),1.7269335,4,2.05465,2.25455,2.16632,1.189767875,1.305522187
25,2,E07(Mn),1.449223348,6,2.12952,2.37054,2.2042,1.469421538,1.635731306
27,2,E09(Co),1.386164625,6,2.04012,2.23853,2.11346,1.471773239,1.614909196
56,2,E02(Be),2.473489875,10,2.78843,3.22407,2.89087,1.127326224,1.303449847
20,2,E02(Be),2.20137125,8,2.38979,2.49326,2.43062,1.085591538,1.132594059
25,2,E07(Mn),1.449223348,6,2.17689,2.2079,2.18848,1.502108011,1.523505679
74,6,E06(Cr),1.502576414,5,1.66238,1.95367,1.84071,1.106353051,1.300213408
29,2,E11(Cu),1.418656375,5,1.95467,2.13386,1.99702,1.377831894,1.504141551
3,1,E01(Li),1.718003824,4,1.88165,1.98262,1.92854,1.095253674,1.154025371
3,1,E01(Li),1.718003824,4,1.89406,1.9822,1.93095,1.102477174,1.153780901
30,2,E12(Zn),1.533859586,4,1.94973,1.98954,1.96532,1.271126782,1.297080918
27,2,E09(Co),1.386164625,6,2.01906,2.17242,2.08625,1.456580238,1.567216448
64,3,E16(Ln),1.9916513,10,2.34995,2.95795,2.54075,1.179900317,1.485174639
3,1,E01(Li),1.718003824,6,2.09608,2.19005,2.12937,1.220067133,1.274764334
3,1,E01(Li),1.718003824,6,2.0747,2.22766,2.13991,1.207622458,1.29665602
3,1,E01(Li),1.718003824,4,1.87608,1.93037,1.8975,1.092011539,1.123612168
3,1,E01(Li),1.718003824,4,1.89394,1.92926,1.90744,1.102407325,1.122966069
3,1,E01(Li),1.718003824,4,1.88521,1.99605,1.95297,1.097325847,1.161842583
3,1,E01(Li),1.718003824,4,1.93162,1.98227,1.95362,1.124339756,1.153821646
68,3,E16(Ln),1.940805375,9,2.36495,2.45497,2.40855,1.218540525,1.264923331
70,3,E16(Ln),2.155746778,9,2.34465,2.44749,2.39141,1.087627742,1.135332788
60,3,E16(Ln),2.0151476,9,2.4477,2.54954,2.49461,1.21465048,1.265187721
62,3,E16(Ln),1.993293929,9,2.42344,2.51524,2.46928,1.215796609,1.261851032
63,3,E16(Ln),2.258751857,9,2.41282,2.48783,2.45558,1.068209415,1.101418021
64,3,E16(Ln),1.9916513,9,2.40505,2.48607,2.4497,1.207565802,1.248245614
65,3,E16(Ln),1.9714,9,2.39878,2.47665,2.43784,1.216790098,1.256289946
66,3,E16(Ln),1.960576625,9,2.38508,2.46636,2.42549,1.216519655,1.257976846
67,3,E16(Ln),1.9568805,9,2.37343,2.46361,2.41808,1.212864046,1.258947595
4,2,E02(Be),1.246801438,4,1.61671,1.63747,1.62672,1.296686025,1.313336631
4,2,E02(Be),1.246801438,4,1.57527,1.66731,1.62289,1.263448976,1.337269873
4,2,E02(Be),1.246801438,4,1.56379,1.64917,1.61578,1.254241416,1.322720644
4,2,E02(Be),1.246801438,4,1.58823,1.64494,1.62467,1.273843575,1.319327962
4,2,E02(Be),1.246801438,4,1.58281,1.67129,1.62705,1.269496451,1.340462041
4,2,E02(Be),1.246801438,4,1.58851,1.65494,1.62172,1.274068149,1.327348486
82,2,E14(Ge),1.931246917,6,2.36462,2.65602,2.53131,1.22440066,1.375287633
82,2,E14(Ge),1.931246917,7,2.32317,2.84224,2.63699,1.202937843,1.471712382
19,1,E01(Li),2.5925384,8,2.86529,2.88141,2.87335,1.105206388,1.111424232
19,1,E01(Li),2.5925384,8,2.78946,2.88586,2.83766,1.075957062,1.113140696
20,2,E02(Be),2.20137125,8,2.40401,2.52128,2.46265,1.092051148,1.145322489
40,4,E04(Ti),1.769465933,8,2.17537,2.23441,2.20489,1.229393547,1.262759547
55,1,E01(Li),2.9998288,12,3.06817,3.58855,3.30559,1.0227817,1.196251599
55,1,E01(Li),2.9998288,10,3.00627,3.77729,3.30188,1.002147189,1.259168523
55,1,E01(Li),2.9998288,9,3.02387,3.33795,3.1482,1.008014191,1.112713499
55,1,E01(Li),2.9998288,9,3.06527,3.4533,3.1883,1.021814978,1.151165693
55,1,E01(Li),2.9998288,9,2.97685,3.39581,3.19485,0.992339963,1.132001266
41,5,E05(V),1.626774444,5,1.80651,2.1173,1.91092,1.110485849,1.301532617
3,1,E01(Li),1.718003824,4,1.93161,1.97566,1.94707,1.124333935,1.149974158
3,1,E01(Li),1.718003824,4,1.88769,2.05407,1.94034,1.098769382,1.195614336
81,1,E13(Al),1.8992843,8,2.65632,3.55118,3.11917,1.398589985,1.869746409
81,1,E13(Al),1.8992843,5,2.6582,3.10611,2.84212,1.399579831,1.63541077
81,1,E13(Al),1.8992843,6,2.60838,2.97437,2.83355,1.373348898,1.5660478
81,1,E13(Al),1.8992843,6,2.64378,3.06731,2.77757,1.391987498,1.614982022
19,1,E01(Li),2.5925384,8,2.65169,2.82949,2.74963,1.022816094,1.091397528
29,2,E11(Cu),1.418656375,5,1.93175,2.1928,2.00849,1.361675762,1.545687905
56,2,E02(Be),2.473489875,8,2.65476,2.87375,2.79167,1.07328517,1.161819997
56,2,E02(Be),2.473489875,10,2.75452,3.01316,2.90512,1.113616849,1.218181659
56,2,E02(Be),2.473489875,8,2.66319,2.87283,2.79378,1.07669331,1.161448053
56,2,E02(Be),2.473489875,10,2.7596,3.01269,2.91133,1.115670627,1.217991644
23,4,E05(V),1.490642156,5,1.61705,1.99491,1.8885,1.084800932,1.338289
56,2,E02(Be),2.473489875,9,2.72163,2.88232,2.80995,1.100319847,1.165284738
3,1,E01(Li),1.718003824,4,1.87587,2.02938,1.95922,1.091889304,1.181243006
63,3,E16(Ln),2.258751857,6,2.27978,2.29391,2.28684,1.009309629,1.015565297
3,1,E01(Li),1.718003824,4,1.87323,2.02098,1.95418,1.090352637,1.17635361
62,3,E16(Ln),1.993293929,6,2.29358,2.31744,2.30551,1.150648164,1.162618301
47,1,E11(Cu),1.60216663,4,2.22202,2.50238,2.35963,1.386884459,1.5618725
48,2,E12(Zn),1.7269335,7,2.24668,2.47822,2.35597,1.300964976,1.435040782
11,1,E01(Li),2.084456,4,2.20069,2.35497,2.27783,1.055762271,1.129776786
11,1,E01(Li),2.084456,4,2.20069,2.35497,2.27783,1.055762271,1.129776786
46,2,E10(Ni),1.523024444,4,1.96503,1.99994,1.99066,1.290215667,1.313137164
46,2,E10(Ni),1.523024444,4,1.95903,2.01188,1.99761,1.286276138,1.320976828
46,2,E10(Ni),1.523024444,4,1.94942,2.02383,1.99398,1.279966324,1.328823058
46,2,E10(Ni),1.523024444,4,1.96128,2.02051,1.98236,1.287753461,1.326643185
49,3,E13(Al),1.841500846,6,2.12319,2.18061,2.15407,1.15296716,1.184148248
11,1,E01(Li),2.084456,6,2.3124,2.66627,2.42177,1.109354191,1.279120308
11,1,E01(Li),2.084456,6,2.31117,2.96769,2.51878,1.108764109,1.423723984
23,4,E05(V),1.490642156,5,1.62214,2.01614,1.887,1.088215567,1.352531184
3,1,E01(Li),1.718003824,6,2.02415,2.27006,2.13252,1.178198775,1.321335825
3,1,E01(Li),1.718003824,5,1.9993,2.13058,2.0742,1.163734313,1.240148579
3,1,E01(Li),1.718003824,4,1.94539,2.00064,1.96667,1.132354872,1.164514288
24,3,E06(Cr),1.431257333,6,1.96895,1.98713,1.97889,1.375678541,1.388380659
19,1,E01(Li),2.5925384,7,2.69842,3.09352,2.83624,1.040840899,1.193239799
28,2,E10(Ni),1.382822278,6,2.04633,2.09359,2.07133,1.479821401,1.513997882
19,1,E01(Li),2.5925384,8,2.08724,3.69629,2.90901,0.805095115,1.425741659
19,1,E01(Li),2.5925384,10,2.65825,3.5424,3.02619,1.025346433,1.366382847
30,2,E12(Zn),1.533859586,6,1.81492,2.47575,2.18365,1.183237381,1.614065604
30,2,E12(Zn),1.533859586,6,1.82598,2.20642,2.05927,1.19044795,1.438475868
44,3,E08(Fe),1.480379133,6,1.74566,2.28773,1.9643,1.179197923,1.545367635
44,3,E08(Fe),1.480379133,6,1.9298,2.29244,2.07374,1.303584978,1.548549252
19,1,E01(Li),2.5925384,8,2.088,3.65654,2.90273,0.805388263,1.410409196
19,1,E01(Li),2.5925384,10,2.66378,3.51242,3.01527,1.027479477,1.354818891
29,2,E11(Cu),1.418656375,6,1.90156,2.31146,2.15401,1.340395062,1.629330429
29,2,E11(Cu),1.418656375,6,1.82655,2.20433,2.05299,1.287521088,1.553815313
44,3,E08(Fe),1.480379133,6,1.77746,2.06248,1.94722,1.200678907,1.393210667
44,3,E08(Fe),1.480379133,6,1.93996,2.26807,2.06986,1.310448085,1.532087253
19,1,E01(Li),2.5925384,8,2.41836,3.64607,2.91005,0.932815499,1.406370683
19,1,E01(Li),2.5925384,10,2.75461,3.54927,3.04687,1.062514638,1.36903276
27,2,E09(Co),1.386164625,6,2.05348,2.27353,2.16095,1.481411344,1.640158722
27,2,E09(Co),1.386164625,6,1.86419,2.17459,2.06942,1.344854692,1.568781919
44,3,E08(Fe),1.480379133,6,1.65837,2.2484,1.979,1.120233299,1.518800116
44,3,E08(Fe),1.480379133,6,2.00144,2.18285,2.09979,1.351977987,1.474520919
19,1,E01(Li),2.5925384,8,2.40679,3.63967,2.90535,0.928352691,1.40390206
19,1,E01(Li),2.5925384,10,2.7398,3.54185,3.04221,1.05680209,1.3661707
26,2,E08(Fe),1.396533658,6,2.07636,2.21352,2.15878,1.48679553,1.585010134
26,2,E08(Fe),1.396533658,6,1.85641,2.18016,2.06637,1.329298431,1.561122418
44,3,E08(Fe),1.480379133,6,1.91802,2.00733,1.95957,1.295627557,1.355956697
44,3,E08(Fe),1.480379133,6,1.98685,2.26989,2.09113,1.342122403,1.533316668
19,1,E01(Li),2.5925384,7,2.40153,3.33003,2.80671,0.926323791,1.284466992
19,1,E01(Li),2.5925384,10,2.73145,3.42854,3.03078,1.053581309,1.3224645
25,2,E07(Mn),1.449223348,6,2.0945,2.21884,2.16573,1.44525687,1.53105455
25,2,E07(Mn),1.449223348,6,2.18578,2.19691,2.18971,1.508242331,1.515922306
44,3,E08(Fe),1.480379133,6,1.93082,1.98872,1.96527,1.304273991,1.343385593
44,3,E08(Fe),1.480379133,6,1.96187,1.98938,1.97232,1.325248347,1.343831425
29,2,E11(Cu),1.418656375,4,1.91776,1.96352,1.94064,1.351814318,1.384070191
64,3,E16(Ln),1.9916513,9,2.32918,2.55059,2.45131,1.169471785,1.280640843
29,2,E11(Cu),1.418656375,4,1.91759,1.96413,1.94086,1.351694486,1.384500175
63,3,E16(Ln),2.258751857,9,2.32745,2.54848,2.45016,1.030414205,1.128269133
12,2,E02(Be),1.768518556,6,2.09141,2.15095,2.11124,1.182577357,1.216243954
12,2,E02(Be),1.768518556,6,2.05206,2.1502,2.09105,1.160327096,1.21581987
