AtNum,OxSt,Group,Rsd(0),DCount,RMin,RMax,RAverage,NRMin,NRMax
29,2,E11(Cu),1.418656375,6,1.97173,2.3303,2.10582,1.389857357,1.6426106
56,2,E02(Be),2.473489875,10,2.81718,2.93189,2.85963,1.138949477,1.185325248
25,2,E07(Mn),1.449223348,6,2.13404,2.20318,2.17159,1.472540449,1.520248762
26,2,E08(Fe),1.396533658,6,2.0911,2.14458,2.12284,1.497350235,1.535645051
22,4,E04(Ti),1.614949407,4,1.78276,1.79805,1.79005,1.103910743,1.113378532
11,1,E01(Li),2.084456,6,2.28733,2.52175,2.41222,1.097327072,1.209788069
57,3,E16(Ln),2.072325611,10,2.47753,2.73857,2.59116,1.195531236,1.321495997
27,2,E09(Co),1.386164625,6,2.03043,2.14669,2.09652,1.464782727,1.548654439
27,2,E09(Co),1.386164625,6,2.03495,2.15149,2.09682,1.468043523,1.552117231
27,2,E09(Co),1.386164625,6,2.02165,2.16468,2.1007,1.458448703,1.561632696
27,2,E09(Co),1.386164625,6,2.02408,2.19417,2.10102,1.460201742,1.582907225
4,2,E02(Be),1.246801438,4,1.61301,1.62347,1.61769,1.293718431,1.302107899
4,2,E02(Be),1.246801438,4,1.60645,1.62487,1.61634,1.288456968,1.303230772
58,4,E16(Ln),2.015454154,8,2.31175,2.35993,2.33465,1.14701195,1.170917232
27,2,E09(Co),1.386164625,6,2.00205,2.20471,2.0776,1.444308969,1.590510939
27,2,E09(Co),1.386164625,6,2.02073,2.35277,2.10971,1.457785002,1.697323649
24,3,E06(Cr),1.431257333,6,1.9391,1.96264,1.95358,1.354822753,1.37126983
24,3,E06(Cr),1.431257333,6,1.94232,1.96192,1.95257,1.357072523,1.370766776
24,3,E06(Cr),1.431257333,6,1.94136,1.96488,1.95674,1.356401784,1.372834887
24,3,E06(Cr),1.431257333,6,1.94373,1.97049,1.96064,1.358057671,1.376754518
24,3,E06(Cr),1.431257333,6,1.948,1.97063,1.96082,1.361041061,1.376852334
24,3,E06(Cr),1.431257333,6,1.95643,1.97019,1.96376,1.366930987,1.376544912
24,3,E06(Cr),1.431257333,6,1.94586,1.97034,1.96413,1.359545872,1.376649715
24,3,E06(Cr),1.431257333,6,1.95613,1.96723,1.96231,1.366721382,1.3744768
24,3,E06(Cr),1.431257333,6,1.94983,1.9752,1.96295,1.362319657,1.380045331
29,2,E11(Cu),1.418656375,4,1.91703,1.91874,1.91789,1.351299747,1.352505112
29,2,E11(Cu),1.418656375,4,1.91891,1.92044,1.91968,1.352624944,1.353703429
29,2,E11(Cu),1.418656375,4,1.92137,1.92343,1.9224,1.354358979,1.355811057
29,2,E11(Cu),1.418656375,4,1.9222,1.92601,1.9241,1.35494404,1.35762968
29,2,E11(Cu),1.418656375,5,1.95158,2.19692,2.01287,1.375653777,1.548592061
29,2,E11(Cu),1.418656375,5,1.949,2.18495,2.01125,1.373835154,1.5401545
31,3,E13(Al),1.65323285,6,1.94515,1.96861,1.95785,1.176573524,1.190763902
49,3,E13(Al),1.841500846,6,2.10754,2.14616,2.1276,1.144468657,1.165440681
25,3,E07(Mn),1.449223348,6,1.85925,1.8934,1.87222,1.282928544,1.30649289
25,3,E07(Mn),1.449223348,6,1.9307,2.01997,1.98069,1.332230814,1.393829325
25,3,E07(Mn),1.449223348,6,1.93113,2.11217,1.9935,1.332527524,1.457449608
25,3,E07(Mn),1.449223348,6,1.90195,2.11166,2.00151,1.312392602,1.457097695
25,3,E07(Mn),1.449223348,6,1.9147,2.08955,1.99628,1.321190418,1.441841248
25,3,E07(Mn),1.449223348,6,1.89443,2.0458,1.9864,1.307203616,1.411652664
25,3,E07(Mn),1.449223348,6,1.92572,2.03495,1.99508,1.32879449,1.404165896
25,3,E07(Mn),1.449223348,6,1.96379,2.04611,1.99281,1.355063733,1.411866572
25,3,E07(Mn),1.449223348,6,1.95757,2.02775,1.99484,1.350771779,1.399197717
25,3,E07(Mn),1.449223348,6,1.91332,2.05262,1.99208,1.320238183,1.416358633
25,3,E07(Mn),1.449223348,6,1.96131,2.01696,1.99217,1.353352472,1.39175235
25,3,E07(Mn),1.449223348,6,1.95287,2.04013,1.99802,1.347528663,1.407740224
25,3,E07(Mn),1.449223348,6,1.90522,2.05945,1.9952,1.314648983,1.421071502
42,3,E06(Cr),1.549971,6,2.05959,2.08107,2.07213,1.328792603,1.342650927
42,3,E06(Cr),1.549971,6,2.06528,2.07909,2.0723,1.33246364,1.341373484
42,3,E06(Cr),1.549971,6,2.06499,2.07651,2.07151,1.332276539,1.339708936
46,2,E10(Ni),1.523024444,4,1.98154,1.98355,1.98254,1.30105594,1.302375682
46,2,E10(Ni),1.523024444,4,1.98008,1.98906,1.98457,1.300097321,1.305993484
44,3,E08(Fe),1.480379133,6,1.98998,2.00741,1.99829,1.344236726,1.356010737
44,3,E08(Fe),1.480379133,6,1.98662,2.0126,1.99938,1.341967038,1.359516596
23,4,E05(V),1.490642156,5,1.58457,1.97018,1.8918,1.063011665,1.321698834
23,4,E05(V),1.490642156,5,1.59429,1.97739,1.8968,1.069532344,1.326535676
23,4,E05(V),1.490642156,5,1.59955,1.97849,1.89938,1.073061025,1.327273613
23,4,E05(V),1.490642156,5,1.58564,1.97243,1.89145,1.063729476,1.323208251
23,4,E05(V),1.490642156,5,1.59889,1.98301,1.90186,1.072618263,1.330305863
23,4,E05(V),1.490642156,5,1.60007,1.98505,1.90362,1.073409868,1.331674401
23,4,E05(V),1.490642156,5,1.59948,1.98236,1.90202,1.073014065,1.329869809
23,4,E05(V),1.490642156,5,1.60131,1.98664,1.90496,1.074241724,1.332741055
23,4,E05(V),1.490642156,5,1.59764,1.98,1.89979,1.071779698,1.328286599
23,4,E05(V),1.490642156,5,1.6002,1.98476,1.90316,1.073497079,1.331479854
23,4,E05(V),1.490642156,5,1.59748,1.97895,1.89857,1.071672362,1.327582205
23,4,E05(V),1.490642156,5,1.60009,1.98451,1.90298,1.073423285,1.331312141
23,4,E05(V),1.490642156,5,1.59505,1.97674,1.8966,1.070042192,1.326099622
23,4,E05(V),1.490642156,5,1.59926,1.98191,1.90105,1.072866478,1.329567926
30,2,E12(Zn),1.533859586,5,2.02111,2.05109,2.03631,1.317662984,1.33720845
40,4,E04(Ti),1.769465933,8,2.17593,2.20087,2.18853,1.229710027,1.243804675
40,4,E04(Ti),1.769465933,8,2.17684,2.20761,2.19047,1.230224306,1.247613734
64,3,E16(Ln),1.9916513,9,2.37045,2.56869,2.44834,1.190193283,1.289728779
64,3,E16(Ln),1.9916513,9,2.36517,2.55759,2.44474,1.187542217,1.284155515
48,2,E12(Zn),1.7269335,7,2.27148,2.50138,2.35577,1.315325691,1.448451837
3,1,E01(Li),1.718003824,3,1.86941,1.87447,1.87165,1.088129127,1.091074405
3,1,E01(Li),1.718003824,3,1.86893,1.88534,1.87959,1.087849733,1.097401516
3,1,E01(Li),1.718003824,3,1.85747,1.90476,1.88306,1.0811792,1.108705332
3,1,E01(Li),1.718003824,3,1.83954,1.93436,1.89216,1.070742669,1.12593463
3,1,E01(Li),1.718003824,3,1.86359,1.94269,1.90024,1.084741474,1.130783281
3,1,E01(Li),1.718003824,3,1.85723,1.9205,1.89467,1.081039503,1.117867128
3,1,E01(Li),1.718003824,3,1.87169,1.89257,1.88292,1.089456248,1.101609888
3,1,E01(Li),1.718003824,3,1.86328,1.90157,1.88216,1.084561032,1.106848526
3,1,E01(Li),1.718003824,3,1.8669,1.89582,1.87862,1.086668129,1.103501619
3,1,E01(Li),1.718003824,4,1.93121,1.9845,1.9493,1.124101107,1.155119664
3,1,E01(Li),1.718003824,4,1.92936,1.98129,1.96057,1.123024276,1.153251217
3,1,E01(Li),1.718003824,4,1.92469,1.98178,1.95673,1.120306005,1.153536432
11,1,E01(Li),2.084456,6,2.39384,2.42308,2.40776,1.148424337,1.162451978
42,2,E06(Cr),1.549971,4,2.10523,2.13577,2.11751,1.358238315,1.37794191
28,2,E10(Ni),1.382822278,6,1.99637,2.14045,2.05401,1.443692391,1.5478851
28,2,E10(Ni),1.382822278,6,2.00005,2.13081,2.05274,1.446353615,1.54091385
28,2,E10(Ni),1.382822278,6,1.98502,2.13705,2.05213,1.435484539,1.545426361
65,3,E16(Ln),1.9714,9,2.3472,2.53409,2.4484,1.190625951,1.2854266
27,2,E09(Co),1.386164625,6,2.04607,2.20375,2.09868,1.476065659,1.589818381
27,2,E09(Co),1.386164625,6,2.0185,2.1345,2.09287,1.456176246,1.53986039
42,6,E06(Cr),1.549971,6,1.68411,2.18716,1.92461,1.08654291,1.411097369
42,6,E06(Cr),1.549971,6,1.68356,2.18147,1.91813,1.086188064,1.407426332
42,6,E06(Cr),1.549971,6,1.69647,2.26391,1.96962,1.094517252,1.460614424
28,2,E10(Ni),1.382822278,4,1.83633,1.84516,1.84074,1.327958068,1.334343559
28,2,E10(Ni),1.382822278,6,1.95202,2.25294,2.0553,1.411620301,1.629233226
28,2,E10(Ni),1.382822278,6,1.97213,2.11473,2.027,1.426163023,1.529285458
30,2,E12(Zn),1.533859586,4,1.91371,1.97125,1.94135,1.247643537,1.28515675
30,2,E12(Zn),1.533859586,5,1.98058,2.08789,2.0219,1.291239444,1.361200216
29,2,E11(Cu),1.418656375,4,1.88474,1.93394,1.91068,1.328538773,1.363219476
29,2,E11(Cu),1.418656375,4,1.88806,1.93236,1.90641,1.330879016,1.362105746
48,2,E12(Zn),1.7269335,7,2.23023,2.54824,2.37547,1.291439421,1.47558664
28,2,E10(Ni),1.382822278,6,2.05628,2.06765,2.06175,1.48701683,1.495239145
26,2,E08(Fe),1.396533658,6,1.93901,2.02761,1.98294,1.388444875,1.451887671
26,2,E08(Fe),1.396533658,6,1.94263,2.0359,1.99094,1.391037008,1.457823798
56,2,E02(Be),2.473489875,11,2.83964,2.94802,2.88713,1.148029765,1.191846399
92,6,E17(An),1.723427388,6,1.7898,2.28165,2.11876,1.038511986,1.3239026
19,1,E01(Li),2.5925384,8,2.71878,3.1659,2.92425,1.048694206,1.221158383
19,1,E01(Li),2.5925384,5,2.66937,2.92361,2.79676,1.029635665,1.127701715
92,6,E17(An),1.723427388,6,1.79323,2.28334,2.1209,1.040502206,1.324883204
27,2,E09(Co),1.386164625,5,1.96106,2.0786,2.02475,1.414738166,1.49953329
27,2,E09(Co),1.386164625,5,1.9678,2.10398,2.03292,1.419600504,1.517842803
27,2,E09(Co),1.386164625,5,1.96845,2.08456,2.03228,1.420069424,1.503832923
56,2,E02(Be),2.473489875,9,2.68566,2.96302,2.78175,1.08577764,1.197910705
29,2,E11(Cu),1.418656375,5,1.94431,2.19891,2.01319,1.370529209,1.549994797
12,2,E02(Be),1.768518556,6,2.03931,2.0956,2.07241,1.153117672,1.184946572
50,4,E14(Ge),1.888581655,6,1.98571,2.09087,2.045,1.051429254,1.107111252
12,2,E02(Be),1.768518556,6,2.04536,2.0988,2.07635,1.156538615,1.186755996
32,4,E14(Ge),1.748195115,6,1.81979,1.94436,1.88577,1.040953601,1.112209949
27,2,E09(Co),1.386164625,6,2.05967,2.11731,2.09247,1.485876903,1.527459266
32,4,E14(Ge),1.748195115,6,1.81391,1.94716,1.88268,1.037590132,1.113811601
28,2,E10(Ni),1.382822278,6,2.03036,2.07438,2.05635,1.468272556,1.500106003
50,4,E14(Ge),1.888581655,6,1.9845,2.09185,2.0464,1.050788561,1.10763016
27,2,E09(Co),1.386164625,6,2.05275,2.16484,2.09629,1.480884711,1.561748122
48,2,E12(Zn),1.7269335,6,2.20624,2.44439,2.30407,1.277547746,1.415451145
48,2,E12(Zn),1.7269335,5,2.18431,2.30537,2.23555,1.264848936,1.334950072
60,3,E16(Ln),2.0151476,9,2.38817,2.61133,2.50934,1.18510922,1.295850488
64,3,E16(Ln),1.9916513,9,2.36216,2.58713,2.46303,1.186030908,1.298987428
48,2,E12(Zn),1.7269335,6,2.24779,2.30019,2.2704,1.301607734,1.331950535
48,2,E12(Zn),1.7269335,6,2.24248,2.32594,2.28879,1.29853292,1.346861359
63,3,E16(Ln),2.258751857,8,2.2958,2.6987,2.41948,1.016402042,1.194774889
62,3,E16(Ln),1.993293929,8,2.33898,2.70967,2.43512,1.173424534,1.359393094
57,3,E16(Ln),2.072325611,8,2.42174,2.74515,2.51719,1.168609791,1.324671174
58,3,E16(Ln),2.015454154,8,2.39022,2.74096,2.49588,1.185946103,1.359971396
64,3,E16(Ln),1.9916513,8,2.30819,2.71069,2.40243,1.158932791,1.361026401
60,3,E16(Ln),2.0151476,8,2.35381,2.73771,2.45516,1.16805836,1.358565497
27,2,E09(Co),1.386164625,6,2.06613,2.13116,2.09189,1.490537244,1.537450864
27,2,E09(Co),1.386164625,6,2.08304,2.11823,2.10246,1.502736372,1.528122967
27,2,E09(Co),1.386164625,6,2.04158,2.13918,2.10291,1.472826505,1.543236612
27,2,E09(Co),1.386164625,6,2.07268,2.1281,2.09952,1.495262513,1.535243334
27,2,E09(Co),1.386164625,6,2.07437,2.12746,2.09955,1.496481704,1.534781628
12,2,E02(Be),1.768518556,6,1.9963,2.09238,2.05665,1.128797882,1.183125839
26,3,E08(Fe),1.396533658,6,1.97959,1.99637,1.98566,1.417502535,1.429517999
26,3,E08(Fe),1.396533658,6,1.97593,2.00952,1.99476,1.414881761,1.43893417
26,3,E08(Fe),1.396533658,6,1.97859,2.00155,1.99424,1.416786477,1.433227183
26,3,E08(Fe),1.396533658,6,1.98063,2.00585,1.99465,1.418247236,1.436306235
50,2,E14(Ge),1.888581655,4,2.0816,2.3895,2.23969,1.102202806,1.265235206
50,2,E14(Ge),1.888581655,4,2.12173,2.42234,2.26552,1.123451556,1.282623917
50,2,E14(Ge),1.888581655,4,2.1113,2.40558,2.25248,1.117928893,1.273749532
50,2,E14(Ge),1.888581655,4,2.03798,2.62631,2.24923,1.079106108,1.390625601
50,2,E14(Ge),1.888581655,4,2.09469,2.31663,2.21964,1.109133934,1.226650695
50,2,E14(Ge),1.888581655,4,2.06107,2.44046,2.21772,1.091332214,1.292218419
50,2,E14(Ge),1.888581655,4,2.06482,2.38618,2.21109,1.093317832,1.263477273
50,2,E14(Ge),1.888581655,4,2.04757,2.57705,2.23843,1.084183993,1.364542535
50,2,E14(Ge),1.888581655,3,2.06718,2.20628,2.11655,1.094567447,1.168220603
50,2,E14(Ge),1.888581655,3,2.07144,2.1916,2.11454,1.096823108,1.160447574
50,2,E14(Ge),1.888581655,3,2.0747,2.19582,2.11755,1.098549271,1.162682055
50,2,E14(Ge),1.888581655,4,2.09863,2.37233,2.23004,1.111220155,1.256143727
50,2,E14(Ge),1.888581655,4,2.08607,2.36038,2.21973,1.104569662,1.249816228
50,2,E14(Ge),1.888581655,3,2.06728,2.19878,2.11741,1.094620396,1.164249369
50,2,E14(Ge),1.888581655,4,2.06355,2.67974,2.26481,1.092645369,1.418916674
50,2,E14(Ge),1.888581655,4,2.07791,2.45201,2.24491,1.100248959,1.298334119
50,2,E14(Ge),1.888581655,4,2.06492,2.61768,2.25102,1.093370781,1.386056035
50,2,E14(Ge),1.888581655,4,2.08965,2.40992,2.23785,1.106465264,1.276047553
50,2,E14(Ge),1.888581655,4,2.07168,2.69806,2.26691,1.096950187,1.428617075
50,2,E14(Ge),1.888581655,3,2.07676,2.25226,2.13599,1.099640036,1.192566916
30,2,E12(Zn),1.533859586,4,1.95955,2.00232,1.97681,1.277528933,1.305412841
29,2,E11(Cu),1.418656375,4,1.90545,1.96843,1.94766,1.343137093,1.387531212
29,2,E11(Cu),1.418656375,5,1.91963,2.2884,2.03218,1.353132467,1.613075612
48,2,E12(Zn),1.7269335,6,2.23399,2.36862,2.29623,1.293616691,1.371575686
25,2,E07(Mn),1.449223348,6,2.12432,2.22484,2.1691,1.465833409,1.535194698
25,2,E07(Mn),1.449223348,6,2.12427,2.22942,2.17259,1.465798908,1.538355012
30,2,E12(Zn),1.533859586,6,2.03246,2.15317,2.09021,1.325062619,1.403759522
29,2,E11(Cu),1.418656375,5,1.93303,2.32287,2.03614,1.362578024,1.63737325
29,2,E11(Cu),1.418656375,5,1.93495,2.244,2.01585,1.363931417,1.581778392
29,2,E11(Cu),1.418656375,5,1.9583,2.2059,2.01864,1.380390653,1.554921994
29,2,E11(Cu),1.418656375,6,1.92898,2.54309,2.13762,1.35972321,1.79260464
29,2,E11(Cu),1.418656375,6,1.94492,2.42573,2.11135,1.370959194,1.709878476
29,2,E11(Cu),1.418656375,4,1.90037,1.90452,1.90244,1.33955624,1.342481543
29,2,E11(Cu),1.418656375,4,1.90114,1.91583,1.90849,1.340099007,1.350453876
29,2,E11(Cu),1.418656375,4,1.91361,1.91817,1.91589,1.348889015,1.352103324
29,2,E11(Cu),1.418656375,4,1.90569,1.92015,1.91292,1.343306268,1.353499011
29,2,E11(Cu),1.418656375,4,1.91043,1.9146,1.91251,1.346647457,1.349586858
58,3,E16(Ln),2.015454154,9,2.38978,2.7598,2.54503,1.18572779,1.369319165
58,3,E16(Ln),2.015454154,9,2.38689,2.75743,2.54342,1.18429387,1.368143252
3,1,E01(Li),1.718003824,4,1.96522,2.02945,1.99461,1.143897338,1.18128375
82,2,E14(Ge),1.931246917,8,2.39799,2.97486,2.71171,1.241679652,1.540383042
82,2,E14(Ge),1.931246917,9,2.47236,3.20197,2.75124,1.280188452,1.657980641
26,2,E08(Fe),1.396533658,6,2.0822,2.14227,2.1027,1.490977313,1.533990956
11,1,E01(Li),2.084456,6,2.25947,2.97487,2.47211,1.083961475,1.427168527
30,2,E12(Zn),1.533859586,5,1.94472,2.31421,2.0447,1.267860512,1.508749576
25,2,E07(Mn),1.449223348,6,1.9768,2.25856,2.15325,1.364040955,1.558462333
25,2,E07(Mn),1.449223348,6,2.12967,2.2201,2.18489,1.469525041,1.531923981
20,2,E02(Be),2.20137125,6,2.19562,2.51783,2.38576,0.997387424,1.143755284
20,2,E02(Be),2.20137125,6,2.19207,2.51282,2.39067,0.995774793,1.14147943
38,2,E02(Be),2.382765154,6,2.32209,2.644,2.51507,0.974535823,1.109635163
38,2,E02(Be),2.382765154,6,2.31812,2.6482,2.51521,0.972869691,1.111397821
38,2,E02(Be),2.382765154,6,2.51635,2.61675,2.55391,1.056062951,1.09819887
38,2,E02(Be),2.382765154,6,2.40765,2.68369,2.53389,1.010443684,1.126292281
56,2,E02(Be),2.473489875,7,2.65742,2.88509,2.7415,1.074360573,1.166404613
56,2,E02(Be),2.473489875,6,2.43208,3.18337,2.66367,0.983258523,1.286995363
56,2,E02(Be),2.473489875,7,2.63206,2.85922,2.73475,1.064107853,1.155945706
56,2,E02(Be),2.473489875,7,2.61264,2.82992,2.7236,1.056256598,1.144100095
56,2,E02(Be),2.473489875,7,2.62409,2.89059,2.7464,1.060885685,1.168628192
56,2,E02(Be),2.473489875,6,2.6445,2.76113,2.69763,1.069137184,1.116289186
56,2,E02(Be),2.473489875,6,2.53956,2.83719,2.67603,1.026711298,1.147039262
12,2,E02(Be),1.768518556,7,2.37894,2.62533,2.48161,1.345159762,1.484479759
68,3,E16(Ln),1.940805375,9,2.31633,2.52893,2.40379,1.193489069,1.303031222
48,2,E12(Zn),1.7269335,6,2.22094,2.37019,2.2793,1.286059944,1.372484812
48,2,E12(Zn),1.7269335,8,2.20083,2.60154,2.42771,1.274415025,1.506450596
19,1,E01(Li),2.5925384,10,2.76779,3.30422,2.96536,1.067598459,1.274511498
19,1,E01(Li),2.5925384,8,2.64253,3.09627,2.85864,1.019282877,1.194300536
19,1,E01(Li),2.5925384,12,2.68572,3.65472,3.05667,1.035942226,1.409707181
42,6,E06(Cr),1.549971,7,1.70794,2.29393,1.96306,1.101917391,1.479982529
42,6,E06(Cr),1.549971,7,1.69374,2.30594,1.96592,1.092755929,1.487731061
22,4,E04(Ti),1.614949407,6,1.7689,2.19127,1.97814,1.095328431,1.356866036
22,4,E04(Ti),1.614949407,6,1.76777,2.0888,1.96946,1.094628718,1.293415131
22,4,E04(Ti),1.614949407,6,1.7456,2.11958,1.97249,1.080900734,1.312474552
27,2,E09(Co),1.386164625,6,2.04231,2.18023,2.10266,1.473353138,1.572850699
27,2,E09(Co),1.386164625,4,1.92374,1.96494,1.94385,1.387814957,1.417537257
27,2,E09(Co),1.386164625,5,1.9636,2.37205,2.06118,1.416570561,1.711232531
50,2,E14(Ge),1.888581655,4,2.06753,2.43305,2.30764,1.094752771,1.288294839
50,2,E14(Ge),1.888581655,4,2.11638,2.53442,2.3254,1.120618743,1.34197004
24,4,E06(Cr),1.431257333,4,1.74641,1.7863,1.76767,1.220192875,1.248063474
24,2,E06(Cr),1.431257333,3,1.8474,1.98929,1.90732,1.290753212,1.389889822
25,2,E07(Mn),1.449223348,4,2.07609,2.13911,2.1076,1.432553514,1.476038875
30,2,E12(Zn),1.533859586,4,1.95468,2.00225,1.97847,1.274353935,1.305367204
22,4,E04(Ti),1.614949407,6,1.75489,2.41335,2.0798,1.086653236,1.494381179
27,2,E09(Co),1.386164625,6,2.06939,2.14266,2.0944,1.492889057,1.545747137
28,2,E10(Ni),1.382822278,6,2.04427,2.07913,2.06653,1.478331694,1.503541007
29,2,E11(Cu),1.418656375,4,1.98924,2.01137,2.00056,1.402200022,1.417799289
64,3,E16(Ln),1.9916513,9,2.29838,2.59389,2.44519,1.15400723,1.302381597
13,3,E13(Al),1.582394161,6,1.87163,1.88951,1.88129,1.182783687,1.194083021
13,3,E13(Al),1.582394161,6,1.8729,1.91993,1.88641,1.183586268,1.213307055
13,3,E13(Al),1.582394161,6,1.86738,1.8849,1.87972,1.180097883,1.191169714
13,3,E13(Al),1.582394161,6,1.87895,1.89477,1.88377,1.187409589,1.197407098
13,3,E13(Al),1.582394161,6,1.87276,1.89017,1.8843,1.183497795,1.19450011
13,3,E13(Al),1.582394161,6,1.87737,1.88867,1.88262,1.186411102,1.193552179
13,3,E13(Al),1.582394161,6,1.87354,1.89089,1.88348,1.183990719,1.194955117
13,3,E13(Al),1.582394161,6,1.87121,1.88621,1.88115,1.182518266,1.191997573
13,3,E13(Al),1.582394161,6,1.8702,1.88445,1.87971,1.181879993,1.190885334
13,3,E13(Al),1.582394161,6,1.87174,1.8864,1.88114,1.182853202,1.192117644
13,3,E13(Al),1.582394161,6,1.8721,1.88671,1.88084,1.183080705,1.19231355
13,3,E13(Al),1.582394161,6,1.8703,1.89243,1.88453,1.181943188,1.195928326
13,3,E13(Al),1.582394161,6,1.87564,1.89048,1.88411,1.185317821,1.194696016
13,3,E13(Al),1.582394161,6,1.87354,1.89087,1.8844,1.183990719,1.194942478
13,3,E13(Al),1.582394161,6,1.87633,1.89163,1.88475,1.18575387,1.195422763
59,3,E16(Ln),2.021333833,9,2.36659,2.63248,2.51679,1.170806109,1.302347963
59,3,E16(Ln),2.021333833,8,2.36753,2.65082,2.45689,1.171271148,1.31142118
20,2,E02(Be),2.20137125,8,2.38023,2.4886,2.4493,1.08124879,1.130477197
25,2,E07(Mn),1.449223348,6,2.12994,2.2596,2.20243,1.469711348,1.559179959
25,2,E07(Mn),1.449223348,6,2.10434,2.3413,2.2173,1.452046714,1.615554982
25,2,E07(Mn),1.449223348,6,2.13068,2.28518,2.20833,1.470221966,1.576830792
25,2,E07(Mn),1.449223348,6,2.12643,2.27147,2.18325,1.467289361,1.567370553
25,2,E07(Mn),1.449223348,6,2.12345,2.30445,2.18976,1.465233087,1.59012757
25,2,E07(Mn),1.449223348,6,2.10063,2.24544,2.17187,1.449486722,1.549409208
62,3,E16(Ln),1.993293929,8,2.29689,2.5207,2.41627,1.152308732,1.264590216
62,3,E16(Ln),1.993293929,9,2.30879,2.80532,2.48272,1.15827875,1.407378992
23,3,E05(V),1.490642156,4,1.82044,2.08957,1.90413,1.221245483,1.401791833
24,5,E06(Cr),1.431257333,4,1.64942,1.7736,1.73586,1.152427283,1.239190157
24,4,E06(Cr),1.431257333,4,1.74056,1.7958,1.77482,1.216105559,1.254700995
25,2,E07(Mn),1.449223348,6,2.10469,2.36323,2.23389,1.452288223,1.630687225
27,2,E09(Co),1.386164625,6,2.06572,2.15451,2.12396,1.490241464,1.554295905
29,2,E11(Cu),1.418656375,5,1.94183,2.21322,2.00722,1.368781076,1.560081806
22,4,E04(Ti),1.614949407,5,1.7586,1.96168,1.8938,1.088950522,1.214700591
22,4,E04(Ti),1.614949407,6,1.78931,2.0139,1.95121,1.107966597,1.24703597
22,4,E04(Ti),1.614949407,6,1.7846,2.11146,1.95892,1.105050097,1.307446531
22,4,E04(Ti),1.614949407,6,1.78427,2.09836,1.95644,1.104845757,1.299334821
22,4,E04(Ti),1.614949407,5,1.74563,1.98366,1.89587,1.080919311,1.228310925
22,4,E04(Ti),1.614949407,5,1.76795,1.96935,1.89855,1.094740177,1.219449966
3,1,E01(Li),1.718003824,4,1.89139,2.02694,1.95584,1.100923045,1.179822753
11,1,E01(Li),2.084456,6,2.37494,2.54931,2.47453,1.139357223,1.223009745
30,2,E12(Zn),1.533859586,6,2.02311,2.27889,2.12984,1.318966885,1.485722696
68,3,E16(Ln),1.940805375,8,2.23501,2.49733,2.36125,1.151588938,1.286749322
60,3,E16(Ln),2.0151476,8,2.34872,2.59081,2.45461,1.16553249,1.285667611
70,3,E16(Ln),2.155746778,6,2.16009,2.24398,2.20771,1.002014718,1.040929307
70,3,E16(Ln),2.155746778,7,2.17916,2.36438,2.2723,1.010860841,1.096780023
70,3,E16(Ln),2.155746778,8,2.19305,2.5138,2.33508,1.017304083,1.166092431
60,3,E16(Ln),2.0151476,8,2.34199,2.56126,2.47853,1.162192784,1.271003672
60,3,E16(Ln),2.0151476,8,2.36228,2.63434,2.45618,1.172261526,1.307269006
60,3,E16(Ln),2.0151476,8,2.3539,2.63725,2.45545,1.168103021,1.308713069
60,3,E16(Ln),2.0151476,8,2.33796,2.55348,2.47407,1.160192931,1.267142913
66,3,E16(Ln),1.960576625,8,2.26688,2.46397,2.40086,1.156231269,1.256757817
66,3,E16(Ln),1.960576625,8,2.27596,2.58209,2.38355,1.16086256,1.317005399
66,3,E16(Ln),1.960576625,8,2.25966,2.45529,2.39304,1.152548679,1.252330548
66,3,E16(Ln),1.960576625,8,2.27579,2.57711,2.37795,1.160775851,1.31446533
39,3,E03(Sc),1.990691143,8,2.24326,2.43409,2.37827,1.126874959,1.222736138
39,3,E03(Sc),1.990691143,8,2.25456,2.57227,2.36449,1.132551379,1.292149216
25,2,E07(Mn),1.449223348,6,2.15537,2.21749,2.17746,1.487258678,1.530123016
25,2,E07(Mn),1.449223348,6,2.14534,2.25237,2.1999,1.480337729,1.55419108
25,2,E07(Mn),1.449223348,6,2.14323,2.24129,2.19525,1.478881777,1.546545606
25,2,E07(Mn),1.449223348,6,2.14629,2.21815,2.17409,1.480993253,1.530578432
25,2,E07(Mn),1.449223348,6,2.14276,2.23926,2.1972,1.478557465,1.545144855
25,2,E07(Mn),1.449223348,6,2.14236,2.21909,2.17367,1.478281456,1.531227056
20,2,E02(Be),2.20137125,7,2.29923,2.57779,2.4163,1.044453542,1.170992853
28,2,E10(Ni),1.382822278,6,2.02165,2.07629,2.04697,1.461973843,1.501487236
28,2,E10(Ni),1.382822278,6,2.02496,2.06844,2.04527,1.464367499,1.49581044
28,2,E10(Ni),1.382822278,6,2.02531,2.06962,2.04581,1.464620604,1.496663767
28,2,E10(Ni),1.382822278,6,2.02349,2.07315,2.04657,1.463304455,1.499216518
28,2,E10(Ni),1.382822278,6,2.02266,2.0714,2.04587,1.462704234,1.49795099
28,2,E10(Ni),1.382822278,6,2.02074,2.0736,2.04626,1.461315769,1.499541939
28,2,E10(Ni),1.382822278,6,2.02074,2.07717,2.0481,1.461315769,1.502123616
55,1,E01(Li),2.9998288,10,3.09791,3.79043,3.34629,1.032695599,1.263548773
55,1,E01(Li),2.9998288,9,3.00836,3.42406,3.17338,1.002843896,1.14141847
