RefCode;AtNum;Group;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen
SOWLEY;40;E4;4;24;8;7,8;1,275425;8,69067;24,02665;0,0827604;17,63997;0,100339;1
SOWLIC;40;E4;4;24;8;7,81;1,269483;8,56978;23,78;0,08223813;17,52963;0,075309;1
TEWMIU;40;E4;4;48;8;7,19;1,239009;7,96732;22,69487;0,08235547;16,15432;0,03143;1
TIJDEY;38;E2;2;2;6;6,56;1,574164;16,33948;35,77843;0,08378212;17,27456;0,013293;0,788262
TIJDEY;41;E5;5;2;6;5,47;1,214148;7,49728;22,83859;0,08353412;9,87449;0,00999;0,985207
TIJDEY;41;E5;5;2;6;5,55;1,221789;7,63972;23,24735;0,08356348;10,10555;0,023422;0,995174
TIJTAK;23;E5;5;2;7;4,4;1,188575;7,03346;22,08058;0,08551587;10,41552;0,069234;1
TIJTAK;55;E1;1;4;10;7,61;1,857914;26,86366;49,77037;0,08302666;57,81548;0,064636;0,950806
TIJTAK;55;E1;1;2;9;7,45;1,86167;27,02694;49,76724;0,08086799;62,38342;0,059829;0,952527
TIKPUB;23;E5;3;8;6;6;1,239889;7,9843;23,89549;0,08346931;10,53336;0,023361;0,990271
TIKSOY;23;E5;3;8;6;5,92;1,248725;8,15622;24,26514;0,0835663;10,75086;0,018476;0,993313
TIKSUE;23;E5;3;8;6;5,92;1,248431;8,15046;24,20629;0,08349893;10,80521;0,041637;0,992773
TIKTAL;23;E5;3;8;6;5,97;1,263471;8,4486;24,84653;0,08365055;11,12241;0,043381;0,994276
TIKTAL01;23;E5;3;8;6;5,91;1,256839;8,31625;24,57056;0,08347129;10,97095;0,015083;0,992299
TIKTIT;23;E5;3;8;6;5,65;1,264816;8,47561;24,85922;0,08353131;11,14667;0,009332;0,98634
TIKTOZ;23;E5;3;8;6;5,86;1,25654;8,31031;24,52798;0,08364063;10,95865;0,050858;0,988551
TIKTUF;23;E5;3;8;6;5,95;1,254714;8,27413;24,5172;0,08365898;10,9131;0,045442;0,996462
TIKVAN;23;E5;4;8;6;5,5;1,216137;7,53419;23,10654;0,08381691;9,9458;0,048262;1
TILDIC01;65;Ln;3;8;9;7,5;1,398038;11,44578;28,23344;0,08010635;28,20762;0,011346;0,980501
TIPVUM;92;An;4;2;8;6,87;1,388701;11,21798;28,43359;0,08126771;23,83666;0,057274;1
TIPVUM;92;An;4;2;8;6,69;1,386647;11,16828;28,37386;0,08180085;23,21012;0,090688;1
TIPVUM;92;An;4;2;8;6,81;1,386202;11,15754;28,35544;0,08175811;23,28235;0,088133;1
TIPVUM;92;An;4;2;8;6,93;1,396263;11,40225;28,8194;0,08217733;23,71343;0,10384;1
TIPVUM;92;An;4;2;9;7,16;1,387819;11,19661;27,82368;0,08018643;29,08974;0,07359;1
TIPVUM;92;An;4;2;9;7,63;1,387035;11,17767;27,66379;0,07982539;29,1062;0,050423;1
TIQFIL;92;An;4;8;8;6,74;1,386038;11,15358;28,34961;0,08187081;23,19222;0,09351;0,999381
TIQFIL;92;An;4;4;8;6,88;1,391855;11,29459;28,55641;0,08127959;23,97666;0,060245;0,999564
TIQFIL;92;An;4;4;9;7,85;1,381579;11,04627;27,42303;0,07977744;28,75386;0,040762;0,997414
TIQFIL;92;An;4;8;8;7,04;1,3848;11,12372;27,79659;0,08032538;23,78205;0,062224;0,999491
TIZLEW;30;E12;2;18;5;5,22;1,320896;9,65372;27,33833;0,08631912;6,16351;0,064799;0,924453
TIZPAW;44;E8;2;8;5;5,64;1,325787;9,76135;27,37074;0,08377015;6,63935;0,021953;0,848945
TIZTEE;45;E9;2;2;5;5,58;1,325305;9,7507;27,31416;0,08430894;6,50519;0,011454;0,857738
TIZTII;45;E9;2;4;5;5,53;1,32374;9,7162;27,10644;0,08430725;6,38793;0,029386;0,844787
TIZWAD;45;E9;2;4;5;5,57;1,322505;9,68904;27,2555;0,08410348;6,48613;0,010207;0,866079
TOCXUH;30;E12;2;8;4;4,78;1,357728;10,48399;29,55689;0,08819615;3,56132;0,060804;0,998321
TOCXUH;30;E12;2;4;6;5,77;1,309887;9,41435;26,34069;0,08349239;12,64069;0;0,96789
TODLEG;29;E11;2;8;5;5;1,351607;10,34285;29,01679;0,09156946;6,14286;0,162977;0,99933
TODLEG;29;E11;2;8;5;4,77;1,392713;11,31551;30,57752;0,09863549;6,3256;0,266761;0,987617
TODYUJ;12;E2;2;18;6;5,42;1,286083;8,91038;25,88498;0,08411317;11,56807;0,050383;0,999779
TOJHOS;82;E14;2;2;10;7,46;1,577247;16,43568;35,35506;0,0820795;34,62792;0,149099;0,999734
TOJHOS;82;E14;2;2;8;7,28;1,545187;15,45368;34,57672;0,0808222;32,00663;0,013367;0,97275
TOJHOS;92;An;6;4;7;4,6;1,298144;9,16342;25,73466;0,08389715;15,91936;0,024418;1
TOKTIZ;27;E9;2;2;4;4,24;1,419994;11,99357;34,43591;0,09720805;3,49569;0,09814;0,927472
TOKTOF;27;E9;2;8;6;5,62;1,298275;9,16619;26,03282;0,08360753;12,16975;0,028084;0,981169
TOKTUL;27;E9;2;1;6;5,72;1,286692;8,92302;25,79599;0,08359055;11,88282;0;0,998193
TOKVAT;28;E10;2;4;4;4,46;1,550295;15,60744;39,70869;0,12815797;0;0;0,885831
TOKVEX;28;E10;2;8;6;5,7;1,276261;8,70777;25,18497;0,08344044;11,57592;0,023119;0,98553
TOKVIB;29;E11;2;4;4;4,51;1,569723;16,20158;40,29489;0,12266993;0;0;0,873281
TOKVOH;30;E12;2;2;4;4,23;1,4228;12,0648;34,65932;0,0974047;3,53781;0,098087;0,931226
TOLCIJ;27;E9;2;2;6;5,71;1,28733;8,93631;25,87419;0,0837378;11,88558;0;1
TOLMUF;30;E12;2;2;5;5,21;1,341351;10,10918;28,55206;0,09099638;6,27342;0,123003;0,908554
TOMBAB;30;E12;2;6;5;5,02;1,296829;9,13559;26,51515;0,08680356;5,71046;0,091542;0,936977
TOMBAB;30;E12;2;6;5;4,99;1,339236;10,06144;28,62825;0,08685554;6,53453;0,002017;0,936977
TOMBAB;30;E12;2;8;4;4,36;1,408678;11,7091;34,01321;0,09475113;3,707;0,04842;0,994349
TOMBAB;30;E12;2;8;6;5,83;1,346035;10,21545;28,2865;0,08389212;13,39578;0,042391;0,998725
TOPPAS;22;E4;4;4;7;6,53;1,202077;7,27588;21,9192;0,08274324;12,07106;0,042826;0,99387
UDOREM03;11;E1;1;4;6;6,43;1,499264;14,11637;33,83106;0,08369529;18,36027;0,098551;0,9275
UDOREM04;11;E1;1;4;6;6,43;1,499666;14,12773;33,87037;0,08369532;18,3428;0,097509;0,931864
UFAMIA;30;E12;2;18;5;5,61;1,321839;9,67441;27,22707;0,08596579;6,2606;0,083528;0,880353
UFAMUM;30;E12;2;2;6;4,72;1,326066;9,76752;27,9352;0,08642645;11,15363;0,026416;0,985714
UFAMUM;30;E12;2;2;6;5,78;1,290869;9,01023;25,34748;0,08306182;12,02402;0,045296;0,927111
UFOFUT;30;E12;2;16;4;4,9;1,32863;9,82429;27,91924;0,08804885;3,67877;0,06213;0,854682
UFORAL;40;E4;4;24;8;7,03;1,252881;8,23792;23,11312;0,08158097;17,08517;0,055365;0,989367
UFORAL;40;E4;4;12;8;7,24;1,232509;7,84258;22,43407;0,08214284;16,40178;0,058038;1
UFORIT;40;E4;4;24;8;7,07;1,263687;8,45293;23,54372;0,08131774;17,82905;0,043483;1
UFORIT;40;E4;4;12;8;7,12;1,277065;8,72423;24,06729;0,08185088;18,18668;0,069874;1
UNIRUF16;3;E1;1;4;4;4,73;1,312868;9,47877;26,74431;0,08925743;3,23553;0,070928;0,825788
UNIRUF16;3;E1;1;4;4;4,69;1,339577;10,06911;27,79834;0,08964192;3,39909;0,070068;0,845864
VEZLAQ01;29;E11;2;4;5;4,98;1,346757;10,23191;28,10147;0,08975971;6,19324;0,134706;0,957117
VEZLAQ01;29;E11;2;4;6;5,49;1,30182;9,24147;25,95074;0,08481966;12,53308;0,003742;0,898711
VEZLAQ01;29;E11;2;4;5;5,3;1,356754;10,46146;28,18548;0,08922535;6,87973;0,021323;0,923693
VIKRIT;40;E4;4;24;8;6,85;1,280757;8,80012;24,14334;0,08163425;18,59762;0,07086;0,994441
VIKRIT;40;E4;4;24;8;6,57;1,295307;9,10346;24,76073;0,08116593;19,38104;0,057152;1
VIKROZ;40;E4;4;24;8;6,31;1,291081;9,01466;24,57413;0,08097729;19,32032;0,043174;1
VIKROZ;40;E4;4;24;8;6,91;1,289341;8,97826;24,44509;0,08145357;18,99453;0,062492;0,990033
VIKRUF;40;E4;4;24;8;6,91;1,275475;8,69169;23,77082;0,08096336;18,47298;0,057907;0,974091
VIKRUF;40;E4;4;24;8;6,73;1,282279;8,83155;24,24963;0,08113805;18,80867;0,056954;1
VIKSEQ;40;E4;4;24;8;7,03;1,285537;8,89902;24,19534;0,08141951;18,79972;0,080293;0,981379
VIKSEQ;40;E4;4;24;8;6,64;1,274897;8,67989;23,98113;0,0811059;18,48433;0,050183;1
VIKSIU;40;E4;4;24;8;6,97;1,284887;8,88553;24,31199;0,0817993;18,71459;0,080718;0,996448
VIKSIU;40;E4;4;24;8;6,61;1,281045;8,80607;24,21017;0,08122592;18,78515;0,065847;1
VILGEF;19;E1;1;4;7;6,77;1,693162;20,33218;40,86155;0,08163265;29,87469;0,10539;0,794562
VILGEF;30;E12;2;2;6;6,16;1,291715;9,02795;25,57309;0,0831718;12,01295;0;0,948811
VINTEU;57;Ln;3;18;10;8,14;1,46746;13,23693;30,65798;0,07981464;37,84968;0,037353;0,983687
VINTEU;57;Ln;3;9;10;7,95;1,491395;13,89526;31,98446;0,08009295;36,48524;0;1
VINTIY;64;Ln;3;2;9;7,55;1,405677;11,63444;28,5296;0,08014054;28,88597;0,035387;0,992579
VINTIY;64;Ln;3;2;9;7,61;1,401644;11,53458;28,10583;0,07991806;29,15039;0,020712;0,927071
VIPCUV;63;Ln;3;16;7;6,07;1,417207;11,92308;30,32732;0,08252631;20,23157;0,027793;0,998099
VIXQEB;20;E2;2;4;8;7,01;1,449247;12,75015;30,58259;0,08096471;26,91164;0,012681;0,947635
VIYHUJ;11;E1;1;2;7;5,81;1,516791;14,61724;34,62431;0,08497443;22,41777;0,115908;0,927319
VIYHUJ;37;E1;1;2;7;6,73;1,70979;20,93714;41,43322;0,08088727;32,14941;0,105951;0,692413
VIYHUJ;37;E1;1;2;7;6,99;1,809704;24,82625;47,45106;0,08308521;36,23814;0,128818;0,872753
VIYJEV;11;E1;1;4;6;4,42;1,553735;15,71156;36,25415;0,08588399;15,5697;0,080453;0,852266
VIYJEV;37;E1;1;4;7;8,14;1,706759;20,82596;40,67144;0,08006139;36,90218;0,061767;0,601366
VIYJEV;37;E1;1;4;8;7,66;1,757271;22,73029;43,18487;0,08029023;42,50936;0,050566;0,749927
VOFJIM01;27;E9;2;2;6;6,33;1,269877;8,57776;24,28582;0,08251014;11,75312;0,036261;0,869833
VOFYEX;11;E1;1;4;6;6,02;1,496992;14,0523;34,40405;0,08501673;16,77738;0,013172;0,945118
VOFYEX;11;E1;1;4;6;5,96;1,47596;13,46828;33,27899;0,08457017;15,70501;0,016919;0,930992
VOFYEX;11;E1;1;4;5;5,35;1,526492;14,89951;35,42821;0,09009823;9,11055;0,146617;0,897736
VOFYEX;11;E1;1;4;5;5,31;1,516648;14,61313;35,5308;0,09182105;9,19301;0,128263;0,934445
VOFYEX;11;E1;1;4;6;5,66;1,491931;13,91025;33,78278;0,08338749;17,70164;0,045401;0,941721
VOFYEX;11;E1;1;4;6;5,6;1,536505;15,19463;36,78511;0,08446875;19,2269;0,056824;0,987574
VOFYEX;11;E1;1;4;6;5,91;1,502144;14,19787;34,08437;0,08378415;17,56094;0,067448;0,932491
VOFYEX;11;E1;1;4;5;5,14;1,565398;16,06804;37,25557;0,08660067;11,32221;0,094826;0,911432
VOFYEX;11;E1;1;4;6;6,59;1,508825;14,38815;33,35475;0,08376484;18,03074;0,067509;0,791343
VOFYEX;11;E1;1;4;5;5,23;1,62432;17,95162;39,99791;0,09242662;9,47629;0,228425;0,892682
VOFYEX;11;E1;1;4;6;5,69;1,538836;15,26391;35,85597;0,08347701;18,70795;0,053997;0,966256
VOFYEX;11;E1;1;4;6;5,89;1,525795;14,87911;35,58748;0,08388441;19,34534;0,096708;0,969153
VOFYEX;11;E1;1;4;6;5,38;1,539423;15,28139;36,36768;0,08420203;19,31352;0,053817;0,953601
VOFYEX;11;E1;1;4;6;5,8;1,566998;16,11735;38,28284;0,08542964;19,42966;0,031824;0,976337
VOFYEX;29;E11;2;4;4;4,77;1,486388;13,75577;34,17611;0,10322235;0,99322;0,159804;0,858157
VOFYEX;29;E11;2;4;4;4,9;1,472749;13,38058;32,98078;0,10007083;0,89957;0,153325;0,893591
VOFYEX;29;E11;2;4;4;5,02;1,474667;13,43293;33,39088;0,10287759;1,25393;0,146909;0,838637
VOFYEX;29;E11;2;4;4;4,96;1,453218;12,85527;32,631;0,10457341;1,20056;0,300968;0,860222
VOPMIZ;72;E4;4;24;8;7,94;1,274208;8,66582;24,17081;0,08428215;16,83662;0,043418;1
VORSED;90;An;4;2;9;8,35;1,409578;11,73156;28,60938;0,08003225;29,83884;0,033488;0,995175
WIFVAL;40;E4;4;6;8;7,71;1,266373;8,50694;23,69161;0,08253424;17,29761;0,07864;1
WIJCAW;27;E9;2;4;6;5,71;1,290634;9,00529;25,20256;0,08272518;12,18999;0;0,887861
WIJRIT;29;E11;2;18;5;5,42;1,298824;9,17781;26,55412;0,08550884;6,04861;0,009265;0,90767
WIKGAB;90;An;4;4;9;7,13;1,400276;11,50083;28,46568;0,08039337;29,25939;0,016494;0,99983
WIKGAB;90;An;4;4;8;6,99;1,404001;11,59286;28,59744;0,08049812;24,67631;0,03876;1
WIKHAC;30;E12;2;6;4;4,03;1,446034;12,66554;37,36375;0,10207387;3,78909;0,099043;0,980229
WIKHAC;30;E12;2;2;4;4,29;1,412558;11,80612;34,17648;0,09683522;3,69715;0,018796;0,967818
WILROB;27;E9;2;4;6;5,97;1,289479;8,98113;25,84467;0,08343975;11,92625;0;0,989984
WILROB;27;E9;2;8;6;6,13;1,300315;9,20945;25,85062;0,08299892;12,37489;0,017997;0,931875
WINYOK;49;E13;3;8;7;6,12;1,425131;12,12419;30,56509;0,08280678;19,9498;0,048503;0,95268
WINYOK;49;E13;3;4;5;6,13;1,426272;12,15333;29,86615;0,08284386;9,04273;0,014155;0,848471
WITHOZ;11;E1;1;8;7;6,61;1,476993;13,49658;31,68159;0,08281749;22,44576;0,060441;0,774226
WITHOZ;11;E1;1;8;6;5,31;1,529661;14,99251;35,72211;0,08954009;16,35877;0,199045;0,900503
WITHOZ;11;E1;1;8;3;4,94;1,542879;15,38451;34,63594;0,08422392;0;0,166042;0,308285
WITHOZ;19;E1;1;8;6;6,23;1,665807;19,36256;41,11117;0,08358726;24,18207;0,074154;0,838207
WITHOZ;29;E11;2;8;6;5,44;1,299781;9,19812;25,91359;0,08508487;12,00594;0,051211;0,90013
WITHOZ;29;E11;2;8;5;5,34;1,319373;9,62035;26,71862;0,0865229;6,26149;0,032809;0,889525
WITHOZ;29;E11;2;8;5;4,94;1,390073;11,25128;30,47445;0,09611146;6,78991;0,156336;0,949704
WITHOZ;29;E11;2;8;6;5,12;1,328451;9,82031;27,26236;0,08782875;11,91179;0,079539;0,943237
WITHOZ;29;E11;2;8;5;4,83;1,362659;10,59863;29,37828;0,09384408;6,31165;0,153597;0,975919
WIYCEP;30;E12;2;4;6;5,53;1,298293;9,16657;26,15455;0,08380858;11,98392;0,019142;0,97874
WIYCEP;30;E12;2;4;5;4,6;1,369676;10,76321;29,61765;0,08991731;7,2198;0,086977;0,932545
WIZMAV13;40;E4;4;24;8;7,79;1,278196;8,74743;24,15203;0,08288378;17,69454;0,089775;1
WOBHIF04;30;E12;2;18;5;4,46;1,624052;17,94274;46,32327;0,21375015;5,74112;1,253022;0,957945
WOCGAZ;57;Ln;3;2;10;8,17;1,474494;13,42819;31,04655;0,07953158;38,05438;0,010712;1
WOCVUI;48;E12;2;2;6;6,17;1,434328;12,36045;31,80411;0,08617523;15,01976;0;0,906839
WOCWAP;48;E12;2;4;6;6,02;1,419966;11,99284;31,46105;0,0853303;14,16192;0,021005;0,9674
WOCXOE;28;E10;2;2;6;5,67;1,27737;8,73049;25,34338;0,08419798;11,25911;0,04708;0,989047
WODDEB;27;E9;2;4;6;5,55;1,322603;9,69118;27,10394;0,08603559;11,45766;0,059875;0,97146
WODDEB;27;E9;2;4;5;5,29;1,329324;9,83969;27,30892;0,08670864;7,05724;0,029081;0,896816
WODDOL;27;E9;2;4;5;5,33;1,317734;9,58456;27,04291;0,0850616;6,11203;0,074506;0,890942
WODFAZ;24;E6;2;2;5;5,57;1,306925;9,35062;26,5428;0,08403362;6,33475;0,021357;0,85541
WODFON;49;E13;3;48;8;7,8;1,330954;9,87593;26,11556;0,08169415;20,72746;0,016169;1
WODFUT;49;E13;3;8;8;7,01;1,330614;9,86835;26,09033;0,08112572;20,99816;0,01697;1
WODGEE;49;E13;3;16;8;7,77;1,332379;9,90768;26,16488;0,08164986;20,38886;0,001788;1
WOFQEQ;13;E13;3;18;6;5,26;1,173269;6,76522;21,53311;0,08384838;8,874;0,029713;1
WOFQEQ;13;E13;3;36;6;5,21;1,180523;6,89147;21,78335;0,08392738;9,01511;0,038433;1
WOFQIU;31;E13;3;18;6;5,22;1,216998;7,5502;23,14614;0,08379043;9,92644;0,02793;1
WOFQIU;31;E13;3;36;6;5,17;1,222957;7,66166;23,35419;0,08384639;10,05693;0,031983;1
WOFQOA;49;E13;3;36;6;5,29;1,333498;9,93267;27,77233;0,08360114;13,15491;0,011077;1
WOFQOA;49;E13;3;18;6;5,34;1,325898;9,76381;27,45183;0,08352365;12,95809;0,010767;1
WOGNOY;90;An;4;4;9;8,58;1,401714;11,5363;28,27268;0,07988682;29,78964;0,059545;1
WOGNOY;90;An;4;8;8;6,66;1,405167;11,62178;29,12973;0,08210093;24,11259;0,116827;1
WOGPAM;92;An;4;4;9;8,39;1,390921;11,27187;27,8602;0,08003459;29,13433;0,069569;1
WOGPAM;92;An;4;8;8;6,65;1,376849;10,9332;27,97497;0,08233919;22,60631;0,116312;1
WOGPAM01;92;An;4;8;8;7,8;1,395092;11,37358;28,72755;0,08293003;23,32743;0,137228;1
WOGPAM01;92;An;4;4;10;8,41;1,386318;11,16033;27,57834;0,07995222;29,95245;0,06391;1
WOGPIU;90;An;4;8;9;8,48;1,392636;11,31361;27,91996;0,07986215;29,15147;0,041244;1
WOGPIU;90;An;4;4;9;8,46;1,397665;11,43662;28,12729;0,0798633;29,45787;0,041302;1
WOGPUG01;90;An;4;8;9;8,47;1,40927;11,72389;28,58322;0,08004631;30,253;0,064019;1
WOGPUG01;90;An;4;4;10;8,19;1,394852;11,3677;27,96368;0,07984826;29,88031;0,032119;1
WOHVEX;56;E2;2;2;9;7,88;1,621214;17,84883;37,74115;0,080036;45,39616;0,03647;0,980602
WOHXOJ;48;E12;2;2;7;6,09;1,423358;12,079;30,54369;0,08378527;18,33393;0,021667;0,944487
WOHXOJ;48;E12;2;2;8;6,52;1,42714;12,17554;30,14574;0,08237506;22,72652;0,025126;0,963337
WOJZAZ;22;E4;4;8;6;5,37;1,218163;7,57191;23,19161;0,08393602;10,01985;0,056371;1
WOJZAZ;22;E4;4;8;5;4,11;1,269791;8,57601;26,61027;0,09137574;5,40173;0,01697;0,988461
WOJZAZ;22;E4;4;8;6;4,63;1,232364;7,8398;24,00301;0,08504669;10,05266;0,03049;0,998444
WOJZAZ;22;E4;4;8;5;4,15;1,271352;8,60768;26,77269;0,09163805;5,44214;0,023509;0,985758
WOJZAZ;22;E4;4;8;6;4,49;1,246255;8,10792;24,88391;0,08663458;10,02192;0,031645;0,99887
WOJZAZ;22;E4;4;8;6;4,65;1,230124;7,79715;23,96035;0,08506168;9,98461;0,022161;1
WOJZAZ;22;E4;4;8;6;4,54;1,24174;8,02012;24,60934;0,08615519;9,96165;0,046194;1
WOJZAZ;22;E4;4;8;6;4,67;1,226274;7,72416;23,82694;0,08516295;9,9233;0,013599;1
WOJZAZ;22;E4;4;8;6;4,74;1,221611;7,63638;23,56711;0,08478436;9,83464;0,021218;1
WOJZED;22;E4;4;2;6;4,73;1,225621;7,71183;23,79781;0,08532254;9,82147;0,015101;1
WOJZED;22;E4;4;2;6;4,71;1,224951;7,69918;23,73622;0,08510425;9,8345;0,01691;0,999999
WOJZED;22;E4;4;2;6;4,73;1,22525;7,70483;23,76617;0,08526213;9,84213;0,014562;0,999951
WOJZON;22;E4;4;4;6;4,73;1,224524;7,69115;23,56313;0,08529368;9,6523;0,034091;0,990353
WOJZON;22;E4;4;4;6;4,73;1,223094;7,66422;23,51153;0,08526368;9,64873;0,037788;0,990192
WOJZON;22;E4;4;4;6;4,87;1,218905;7,58574;23,30338;0,08450973;9,80794;0,019366;0,995605
WOJZON;22;E4;4;4;6;4,86;1,219437;7,59568;23,28822;0,08445131;9,81866;0,022649;0,993409
WOJZUT;22;E4;4;8;6;4,84;1,215287;7,5184;23,20632;0,08461217;9,72021;0,024162;0,997067
WOJZUT;22;E4;4;8;6;4,73;1,220194;7,60983;23,40105;0,08520399;9,60634;0,038807;0,9913
WOKBEG;22;E4;4;8;6;4,67;1,225608;7,71159;23,7045;0,08500335;9,83601;0,034135;0,999181
WOKBEG;22;E4;4;8;6;4,64;1,226676;7,73176;23,75169;0,08497666;9,86207;0,030153;0,999162
WOKBEG;22;E4;4;8;6;4,65;1,22511;7,70217;23,69101;0,08491361;9,85685;0,038813;1
WOKBEG;22;E4;4;8;6;4,67;1,223249;7,66713;23,59688;0,08479903;9,8483;0,0413;0,999995
WOKBIK;22;E4;4;2;6;4,72;1,23178;7,82867;24,05349;0,08547927;9,95191;0,022483;0,9999
WOKBIK;22;E4;4;2;6;4,72;1,232411;7,84072;24,07879;0,0854412;9,98957;0,017307;1
WOKBIK;22;E4;4;2;6;4,7;1,23167;7,82657;24,0597;0,08548412;9,9537;0,019809;1
WOKBIK;22;E4;4;2;6;4,72;1,231591;7,82506;24,03041;0,08537371;9,97496;0,016753;1
WOKBIK;22;E4;4;2;6;4,7;1,227561;7,74851;23,87257;0,08532441;9,86969;0,017236;1
WOKBIK;22;E4;4;2;6;4,72;1,232684;7,84593;24,09243;0,08545773;9,97661;0,017901;1
WOKBOQ;22;E4;4;2;6;4,97;1,226964;7,7372;23,69971;0,08454711;9,93947;0,037659;1
WOKBOQ;22;E4;4;2;6;4,96;1,227102;7,73982;23,71223;0,08457837;9,93843;0,036954;1
WOKBOQ;22;E4;4;2;6;4,62;1,230931;7,81249;23,9261;0,08500496;9,99375;0,014869;1
WOKBOQ;22;E4;4;2;6;4,95;1,226555;7,72947;23,63092;0,08456516;10,04605;0,051881;1
WOKBOQ;22;E4;4;2;6;5,77;1,211965;7,4569;22,93717;0,08365221;9,83636;0,027625;1
WOKBOQ;22;E4;4;2;6;4,63;1,229913;7,79313;23,88021;0,08495955;9,97749;0,014982;1
WOKBOQ;22;E4;4;2;6;4,94;1,230324;7,80094;23,76674;0,08454402;10,15288;0,054995;1
WOKBOQ;22;E4;4;2;6;4,93;1,221048;7,62582;23,38892;0,08426735;10,01536;0,039372;1
WOKBOQ;22;E4;4;2;6;4,9;1,214186;7,49798;23,1063;0,08407796;9,89626;0,030486;1
WOKBOQ;22;E4;4;2;6;4,96;1,217703;7,56332;23,26886;0,08420832;9,90895;0,02702;1
WOKBOQ;22;E4;4;2;6;4,91;1,219656;7,59978;23,31565;0,08413909;10,02873;0,040669;1
WOKBUW;22;E4;4;2;6;5,25;1,224424;7,68924;23,57364;0,08435539;9,99221;0,010203;1
WOKBUW;22;E4;4;2;6;4,85;1,222283;7,64898;23,53594;0,0844786;9,90663;0,020512;1
WOKBUW;22;E4;4;2;6;5,12;1,221641;7,63693;23,46092;0,08429368;9,96383;0,015353;1
WOKBUW;22;E4;4;2;6;4,93;1,22404;7,68202;23,59258;0,08445285;9,95044;0,022808;1
WOKBUW;22;E4;4;2;6;4,76;1,226994;7,73777;23,67235;0,08458422;9,94117;0,03455;1
WOKBUW;22;E4;4;2;6;4,76;1,224443;7,68961;23,53073;0,08427039;10,08549;0,039786;1
WOKBUW;22;E4;4;2;6;5,32;1,222159;7,64667;23,43203;0,08432491;9,95742;0,054685;1
WOKBUW;22;E4;4;2;6;4,73;1,224668;7,69386;23,55538;0,08440829;10,03279;0,049414;1
WOKBUW;22;E4;4;2;6;4,76;1,22812;7,75909;23,73504;0,08464268;9,92285;0,022773;1
WOKBUW;22;E4;4;2;6;5,26;1,221579;7,63577;23,37904;0,08430236;9,94444;0,055734;1
WOKBUW;22;E4;4;2;6;4,76;1,222418;7,65152;23,45853;0,0843349;9,99864;0,044951;1
WOKBUW;22;E4;4;2;6;4,73;1,223432;7,67058;23,4863;0,08428205;10,06504;0,042054;1
WOKBUW;22;E4;4;2;6;5,22;1,222155;7,64658;23,42746;0,08437991;9,99059;0,060921;1
WOKBUW;22;E4;4;2;6;5,21;1,222059;7,64478;23,42958;0,08445046;9,89726;0,054813;1
WOKBUW;22;E4;4;2;6;4,81;1,214949;7,51213;23,13551;0,08403056;9,92723;0,034075;1
WOKBUW;22;E4;4;2;6;4,83;1,215897;7,52973;23,17342;0,08404307;9,92514;0,035027;0,999706
WOKDOS;22;E4;4;2;6;4,73;1,23325;7,85673;24,02075;0,0849014;10,13776;0,023419;0,995589
WOKDOS;22;E4;4;2;6;4,86;1,228537;7,767;23,77037;0,08494981;9,91689;0,06162;0,999784
WOKDOS;22;E4;4;2;6;5,05;1,224903;7,69827;23,60811;0,08488874;9,70033;0,044429;0,999824
WOKDOS;22;E4;4;2;6;5,07;1,218155;7,57175;23,35284;0,08439213;9,82466;0,00756;1
WOKDOS;22;E4;4;2;6;4,97;1,229854;7,792;23,85475;0,08467483;10,10933;0,027313;1
WOKDOS;22;E4;4;2;6;5,09;1,222932;7,66119;23,54296;0,08442786;9,97315;0,024146;1
WOKDOS;22;E4;4;2;6;4,97;1,223605;7,67383;23,48217;0,08409884;10,14757;0,042279;1
WOKDOS;22;E4;4;2;6;5,12;1,220963;7,62423;23,45004;0,08443121;9,8991;0,036088;1
WOKDOS;22;E4;4;2;6;5,14;1,220267;7,6112;23,33638;0,08423031;9,87476;0,047409;1
WOKDOS;22;E4;4;2;6;5,04;1,225465;7,70887;23,52331;0,08483708;9,77305;0,063498;1
WOKDOS;22;E4;4;2;6;5,12;1,212417;7,46525;23,02494;0,08408812;9,78394;0,043656;1
WOKDOS;22;E4;4;2;6;5,08;1,222683;7,65649;23,46618;0,08429423;9,92325;0,033358;1
WOKDOS;22;E4;4;2;6;5,3;1,218977;7,58709;23,28107;0,08404118;9,96237;0,021052;1
WOKDOS;22;E4;4;2;6;4,96;1,221351;7,63151;23,38787;0,08408156;9,95017;0,013265;1
WOKDOS;22;E4;4;2;6;5,05;1,225501;7,70957;23,66831;0,08483396;9,86478;0,046969;1
WOKDOS;22;E4;4;2;6;5,13;1,218356;7,57549;23,17601;0,0840663;9,86817;0,035529;1
WOKDOS;22;E4;4;2;6;4,84;1,220549;7,61648;23,40733;0,08425514;9,90721;0,022266;0,999934
WOKDOS;22;E4;4;2;6;4,76;1,220605;7,61753;23,40926;0,08434977;9,96143;0,038154;1
WOKDOS;22;E4;4;2;6;5,19;1,218248;7,57349;23,16182;0,08392343;9,9434;0,035518;1
WOKDOS;22;E4;4;2;6;4,84;1,222742;7,6576;23,49544;0,08424007;9,99241;0,024339;1
WOKDOS;22;E4;4;2;6;4,95;1,221875;7,64133;23,44429;0,08424847;10,0807;0,027837;1
