AtNum;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen;Topology;CP composition
29;2;1;6;5,75;1,296979;9,13875;25,50054;0,08372211;25,93905;0;0,943986;{12/30/20-11};O6
56;2;2;10;9,21;1,618184;17,74893;36,85444;0,07955552;71,42945;0,047755;0,95658;{19/51/34-22};O10
25;2;2;6;5,86;1,35096;10,32799;28,41768;0,08386007;24,69372;0;0,989564;{12/30/20-11};O6
26;2;2;6;5,87;1,321624;9,66969;27,26239;0,08397595;28,30714;0;0,994744;{14/36/24-9};O6
22;4;2;4;4,35;1,283177;8,85011;27,23827;0,09150051;25,01228;0,014206;0,910174;{12/30/20-54};O4
11;1;2;6;6,18;1,468927;13,27667;32,05583;0,08233794;45,20047;0,052329;0,788133;{18/48/32-30};O6
57;3;2;10;8,08;1,457679;12,97401;30,19968;0,07944188;43,03171;0,009584;0,999044;{12/30/20-55};O10
27;2;4;6;5,58;1,302779;9,26192;26,27176;0,08372614;30,50147;0,034923;0,973898;{16/42/28-31};O6
27;2;4;6;5,61;1,3047;9,30295;26,38365;0,0839159;26,00309;0,046487;0,97641;{14/36/24-53};O6
27;2;4;6;5,59;1,307448;9,36185;26,46231;0,08394467;25,96758;0,051381;0,975545;{14/36/24-53};O6
27;2;4;6;5,49;1,304934;9,30796;26,34164;0,08375652;26,98561;0,038959;0,969378;{14/36/24-54};O6
4;2;2;4;4,02;1,198342;7,20827;25,98094;0,10120622;12,46927;0,024267;0,983297;{8/18/12-8};O4
4;2;2;4;3,99;1,198971;7,21963;26,0094;0,10150914;18,08795;0,027711;0,9839;{14/36/24-55};O4
58;4;4;8;7,54;1,367874;10,72079;27,55398;0,0812532;22,71155;0,016176;1;{8/18/12-2};O8
27;2;2;6;5,41;1,295216;9,10155;26,26311;0,08438791;20,22082;0,019156;0,99531;{10/24/16-31};O6
27;2;2;6;5,47;1,321397;9,6647;26,95127;0,08539896;22,98182;0,079905;0,960604;{10/24/16-32};O6
24;3;4;6;5,93;1,211998;7,45752;22,90452;0,0833482;9,93744;0,004872;1;{6/12/8-1};O6
24;3;4;6;5,96;1,211371;7,44595;22,88065;0,08334689;9,92217;0,00465;1;{6/12/8-1};O6
24;3;4;6;5,94;1,213969;7,49396;22,97906;0,08334926;9,98563;0,00611;1;{6/12/8-1};O6
24;3;4;6;5,95;1,21658;7,54242;23,08112;0,08337457;10,04022;0,011398;1;{6/12/8-1};O6
24;3;4;6;5,94;1,216622;7,54321;23,08212;0,08336521;10,04395;0,007749;1;{6/12/8-1};O6
24;3;4;6;5,97;1,218348;7,57535;23,14543;0,08335048;10,09336;0,005672;1;{6/12/8-1};O6
24;3;4;6;5,95;1,218679;7,58152;23,15992;0,08336544;10,09524;0,009238;1;{6/12/8-1};O6
24;3;4;6;5,95;1,217466;7,55891;23,11235;0,08335291;10,07053;0,005443;1;{6/12/8-1};O6
24;3;4;6;5,94;1,217835;7,56579;23,12599;0,0833529;10,08092;0,007665;1;{6/12/8-1};O6
29;2;2;4;5,09;1,366328;10,68447;28,72338;0,08995461;38,11474;0;0,784976;{16/42/28-32};O4
29;2;2;4;5,09;1,367472;10,71135;28,79764;0,08996225;38,35717;0;0,785604;{16/42/28-32};O4
29;2;2;4;5,09;1,368955;10,74622;28,83501;0,0899136;38,40567;0;0,784738;{16/42/28-32};O4
29;2;2;4;5,05;1,375262;10,89545;29,1908;0,090355;39,14525;0;0,789742;{16/42/28-32};O4
29;2;4;5;5,36;1,299404;9,19012;26,27608;0,0852137;25,54492;0,020341;0,892808;{11/27/18-44};O5
29;2;4;5;5,37;1,297858;9,15736;26,14418;0,08505178;28,03721;0,020846;0,890456;{13/33/22-35};O5
31;3;4;6;5,92;1,215137;7,51561;23,03278;0,08341485;9,99092;0,003268;1;{6/12/8-1};O6
49;3;4;6;5,91;1,321317;9,66294;27,25115;0,08349353;12,77673;0,008783;1;{6/12/8-1};O6
25;3;4;6;5,93;1,163699;6,60102;21,15554;0,08365201;8,6838;0,005867;1;{6/12/8-1};O6
25;3;4;6;5,75;1,228703;7,77015;23,54333;0,08338672;10,35345;0,006578;1;{6/12/8-1};O6
25;3;4;6;5,62;1,23615;7,91228;23,85488;0,08369652;10,52225;0,014615;1;{6/12/8-1};O6
25;3;4;6;5,59;1,241067;8,00708;24,04087;0,08366534;10,65488;0,016726;1;{6/12/8-1};O6
25;3;4;6;5,62;1,237904;7,94601;23,90959;0,08355942;10,58409;0,011221;1;{6/12/8-1};O6
25;3;2;6;5,58;1,232233;7,83731;23,68892;0,08351296;10,42997;0,017619;1;{6/12/8-1};O6
25;3;2;6;5,72;1,237889;7,94573;23,90518;0,08346673;10,56676;0,012123;1;{6/12/8-1};O6
25;3;2;6;5,79;1,236749;7,92379;23,86291;0,08346115;10,53268;0,012065;1;{6/12/8-1};O6
25;3;2;6;5,87;1,237521;7,93864;23,87893;0,0833669;10,582;0,013669;1;{6/12/8-1};O6
25;3;2;6;5,65;1,235759;7,90479;23,8238;0,08349505;10,51895;0,012819;1;{6/12/8-1};O6
25;3;2;6;5,85;1,235966;7,90875;23,82257;0,08338305;10,53521;0,00861;1;{6/12/8-1};O6
25;3;2;6;5,78;1,239463;7,97609;23,95818;0,08339991;10,62713;0,007364;1;{6/12/8-1};O6
25;3;2;6;5,63;1,237507;7,93838;23,89123;0,08350825;10,56972;0,012572;1;{6/12/8-1};O6
42;3;4;6;5,95;1,286337;8,91565;25,80814;0,08345327;14,73593;0,015836;0,999745;{7/15/10-2};O6
42;3;4;6;5,93;1,286229;8,91341;25,79688;0,08342236;17,64191;0,007415;0,999633;{8/18/12-3};O6
42;3;4;6;5,94;1,286061;8,90991;25,79005;0,08346291;14,66946;0,010192;0,999316;{7/15/10-2};O6
46;2;2;4;5,08;1,423973;12,09467;31,2089;0,09070515;42,22135;0;0,787704;{14/36/24-56};O4
46;2;2;4;5,01;1,43526;12,38455;31,75795;0,09150841;39,27018;0;0,794906;{14/36/24-57};O4
44;3;8;6;5,96;1,240556;7,99719;24,01228;0,08345557;10,61448;0,004174;1;{6/12/8-1};O6
44;3;4;6;5,96;1,240706;8,00009;24,00795;0,08338566;10,64281;0,006748;1;{6/12/8-1};O6
23;4;2;5;3,96;1,268667;8,55326;26,35143;0,09325611;22,6448;0,168556;0,976778;{10/24/16-23};O5
23;4;2;5;3,98;1,270267;8,58566;26,30923;0,09264614;24,99733;0,163255;0,973104;{11/27/18-41};O5
23;4;2;5;4;1,271257;8,60574;26,31387;0,09239015;24,90157;0,161008;0,971775;{11/27/18-41};O5
23;4;2;5;3,96;1,268171;8,54323;26,30243;0,09316063;22,45925;0,167739;0,975949;{10/24/16-33};O5
23;4;2;5;3,98;1,272577;8,63259;26,39602;0,09234807;24,9015;0,159114;0,972157;{11/27/18-41};O5
23;4;2;5;3,98;1,273949;8,66054;26,45492;0,09240621;25,1598;0,160554;0,972387;{11/27/18-45};O5
23;4;2;5;3,98;1,272804;8,6372;26,40504;0,09236989;25,03474;0,159814;0,972254;{11/27/18-45};O5
23;4;2;5;3,98;1,274788;8,67766;26,48432;0,09238582;25,16128;0,160423;0,972196;{11/27/18-45};O5
23;4;2;5;3,98;1,2711;8,60256;26,33008;0,09231382;24,92176;0,158934;0,972051;{11/27/18-45};O5
23;4;2;5;3,98;1,273337;8,64806;26,42256;0,09231275;25,06066;0,159229;0,972017;{11/27/18-45};O5
23;4;2;5;3,99;1,269967;8,57958;26,27022;0,09221692;24,67803;0,157585;0,971463;{11/27/18-41};O5
23;4;2;5;3,99;1,273076;8,64274;26,40443;0,09227294;24,99857;0,158999;0,971764;{11/27/18-45};O5
23;4;2;5;3,98;1,269242;8,56489;26,2581;0,09238141;22,09841;0,159888;0,972386;{10/24/16-23};O5
23;4;2;5;3,99;1,272407;8,62913;26,38832;0,09242317;22,3962;0,160849;0,972438;{10/24/16-33};O5
30;2;2;5;5,14;1,337978;10,0331;28,09467;0,08652149;30,08477;0,025872;0,913394;{13/33/22-36};O5
40;4;4;8;7,77;1,285339;8,89492;24,38841;0,08202538;18,31085;0,000942;1;{8/18/12-2};O8
40;4;4;8;7,76;1,286475;8,91852;24,43185;0,08203973;18,3506;0,003628;1;{8/18/12-2};O8
64;3;2;9;7,4;1,406057;11,64388;28,63403;0,08011767;29,76921;0,013772;0,999875;{10/24/16-6};O9
64;3;2;9;7,39;1,40352;11,58095;28,51113;0,08010483;30,75171;0,017795;0,998402;{11/27/18-3};O9
48;2;18;7;6,11;1,417583;11,93257;30,16996;0,08229205;25,78974;0,031743;0,946519;{10/24/16-27};O7
3;1;2;3;5,21;1,340069;10,08023;27,78912;0,09092914;39,93088;0,104111;0,558201;{16/42/28-33};O3
3;1;2;3;5,18;1,360106;10,53918;27,94364;0,08928634;47,56932;0,148328;0,554304;{16/42/28-34};O3
3;1;2;3;4,8;1,388343;11,20932;28,83581;0,08893125;48,21206;0,038523;0,582821;{19/51/34-23};O3
3;1;2;3;4,68;1,399647;11,48536;29,67051;0,08990131;50,62966;0,047761;0,584546;{20/54/36-25};O3
3;1;2;3;4,75;1,42202;12,04496;30,42743;0,0905791;59,56059;0,140516;0,593352;{20/54/36-26};O3
3;1;2;3;4,83;1,389653;11,24107;29,2124;0,08924098;48,75212;0,042112;0,581147;{20/54/36-27};O3
3;1;2;3;5,28;1,340404;10,08777;27,32488;0,08865308;41,56315;0,100469;0,542358;{16/42/28-35};O3
3;1;2;3;5,34;1,325963;9,76523;26,54643;0,08742281;41,70349;0,092846;0,543401;{15/39/26-21};O3
3;1;2;3;5,7;1,320136;9,63706;25,70747;0,08644252;36,48005;0,155976;0,521526;{13/33/22-37};O3
3;1;2;4;5,09;1,373269;10,84814;28,26591;0,09144979;49,80345;0,221539;0,713411;{17/45/30-24};O4
3;1;2;4;5,04;1,36725;10,70613;28,0289;0,08912969;43,69245;0,144746;0,707368;{15/39/26-22};O4
3;1;2;4;4,88;1,372581;10,83184;28,3446;0,0898883;54,17329;0,149108;0,724956;{18/48/32-31};O4
11;1;4;6;6,21;1,498695;14,10029;33,75225;0,08390185;49,42354;0,077205;0,894427;{14/36/24-58};O6
42;2;8;4;5,65;1,355568;10,43403;28,44491;0,0845844;27,16662;0,102767;0,810317;{11/27/18-46};O4
28;2;1;6;5,74;1,274127;8,66416;25,29662;0,08354099;20,49433;0;0,99842;{10/24/16-1};O6
28;2;1;6;5,79;1,272786;8,63685;25,13122;0,08341832;18,03878;0;0,987744;{10/24/16-1};O6
28;2;4;6;5,54;1,275692;8,69613;25,22151;0,08396556;21,74281;0,033639;0,974539;{11/27/18-41};O6
65;3;8;9;8,14;1,400659;11,51027;28,19962;0,07990461;31,3443;0,01847;0,990591;{11/27/18-4};O9
27;2;4;6;5,83;1,299389;9,18981;25,92599;0,08329561;24,43734;0,011845;0,943582;{12/30/20-17};O6
27;2;2;6;5,41;1,305964;9,33;26,59784;0,08421275;21,22213;0,006292;0,989248;{11/27/18-47};O6
42;6;2;6;4,7;1,191077;7,07796;22,3875;0,0848004;11,20948;0,045847;0,999994;{7/15/10-2};O6
42;6;2;6;4,72;1,185422;6,97762;22,1379;0,08469464;9,17622;0,036277;1;{6/12/8-1};O6
42;6;8;6;4,56;1,21503;7,51363;23,41129;0,08566994;18,82095;0,056208;0,998565;{10/24/16-15};O6
28;2;4;4;4,86;1,351812;10,34756;28,51737;0,09369748;22,30152;0;0,813994;{10/24/16-22};O4
28;2;4;6;5,27;1,278454;8,75274;25,60601;0,08453702;17,82985;0,043094;0,993205;{10/24/16-34};O6
28;2;2;6;5,77;1,268206;8,54394;25,16429;0,08498582;18,74639;0;0,98972;{10/24/16-1};O6
30;2;2;4;4,2;1,415062;11,86903;33,43199;0,09446578;33,89252;0,081283;0,907613;{15/39/26-23};O4
30;2;8;5;4,85;1,376713;10,92997;30,42904;0,09469066;30,07401;0,169143;0,954381;{12/30/20-56};O5
29;2;2;4;4,9;1,319471;9,6225;27,45131;0,08787642;26,3509;0,026246;0,994122;{13/33/22-38};O4
29;2;2;4;4,73;1,37449;10,87712;29,58399;0,09291901;33,4422;0,129381;0,909497;{14/36/24-59};O4
48;2;2;7;5,91;1,435751;12,39727;30,98444;0,08306345;37,12026;0,027055;0,932041;{16/42/28-36};O7
28;2;2;6;6,26;1,272543;8,63188;24,61583;0,08270541;20,71165;0;0,918314;{14/36/24-60};O6
26;2;8;6;5,65;1,231277;7,81908;23,6815;0,08356562;10,32938;0,008868;1;{6/12/8-1};O6
26;2;8;6;5,76;1,23651;7,91921;23,87754;0,08360384;10,45169;0,024388;1;{6/12/8-1};O6
56;2;4;11;9,98;1,609994;17,4808;36,17619;0,0788633;68,25745;0,016462;0,980565;{15/39/26-24};O11
92;6;4;6;4,72;1,308087;9,37559;26,86147;0,08552975;18,50212;0,013627;0,999468;{8/18/12-1};O6
19;1;4;8;8,06;1,684383;20,01757;39,52855;0,08082641;92,20971;0,073026;0,785333;{20/54/36-2};O8
19;1;4;5;7,4;1,755522;22,66248;44,35373;0,08538209;86,73566;0,21895;0,652927;{19/51/34-24};O5
92;6;4;6;4,58;1,310363;9,42462;26,98109;0,08554029;19,52268;0,015746;1;{8/18/12-1};O6
27;2;8;5;5,08;1,345126;10,19478;28,11223;0,08867157;24,2086;0,100713;0,884895;{11/27/18-48};O5
27;2;8;5;4,92;1,358846;10,50992;28,86071;0,08970422;25,00245;0,106435;0,893865;{11/27/18-17};O5
27;2;32;5;5,02;1,354862;10,41775;28,6341;0,08927014;23,45004;0,101789;0,891549;{11/27/18-49};O5
56;2;4;9;7,99;1,584601;16,66665;35,76109;0,07945779;60,68481;0,020199;0,965159;{17/45/30-25};O9
29;2;4;5;5,28;1,305238;9,31446;26,57549;0,08602927;23,67072;0,031516;0,8916;{10/24/16-35};O5
12;2;2;6;5,9;1,284253;8,87239;25,55366;0,08320845;20,77117;0;0,98098;{14/36/24-37};O6
50;4;2;6;5,77;1,272651;8,63408;25,29338;0,08395496;14,14806;0;0,99563;{8/18/12-3};O6
12;2;2;6;6,19;1,285376;8,89569;25,36916;0,08298414;23,56863;0;0,962742;{16/42/28-4};O6
32;4;2;6;5,72;1,169649;6,70279;21,27919;0,08347418;11,55708;0;0,994729;{8/18/12-3};O6
27;2;2;6;6,3;1,290582;9,00421;25,2772;0,08263212;22,83863;0;0,923159;{16/42/28-4};O6
32;4;2;6;5,69;1,167854;6,67197;21,22759;0,08351724;11,51205;0;0,995654;{8/18/12-3};O6
28;2;2;6;6,13;1,272606;8,63318;24,74027;0,08292458;23,32575;0;0,944255;{18/48/32-32};O6
50;4;2;6;5,76;1,273417;8,64969;25,32223;0,08395036;14,19027;0;0,995626;{8/18/12-3};O6
27;2;8;6;5,63;1,297536;9,15055;25,77674;0,08336756;26,91739;0,033719;0,930092;{15/39/26-25};O6
48;2;4;6;5,72;1,418963;11,96746;30,43087;0,08288345;33,43378;0,042034;0,875747;{15/39/26-26};O6
48;2;4;5;5,2;1,465409;13,1815;33,00125;0,08607657;43,44915;0,036181;0,932687;{15/39/26-27};O5
60;3;2;9;7,34;1,441072;12,53562;30,067;0,08024282;30,90162;0,020121;1;{9/21/14-2};O9
64;3;2;9;7,4;1,414515;11,85527;28,98827;0,08017903;31,31082;0,026698;0,999426;{11/27/18-6};O9
48;2;2;6;6,09;1,406375;11,65177;30,29479;0,08313925;28,40953;0;0,963865;{12/30/20-11};O6
48;2;2;6;5,85;1,419845;11,98978;31,34576;0,08337642;23,69464;0;0,994435;{10/24/16-1};O6
63;3;4;8;6,85;1,412586;11,80682;29,23369;0,08115401;30,5358;0,030071;0,980506;{10/24/16-21};O8
62;3;4;8;6,96;1,422613;12,06003;29,64849;0,0811776;31,16499;0,039889;0,980131;{10/24/16-21};O8
57;3;4;8;6,94;1,473243;13,39403;31,82174;0,08125081;36,88815;0,036774;0,979381;{11/27/18-36};O8
58;3;4;8;6,97;1,459267;13,01646;31,20012;0,08117157;36,07968;0,035672;0,979241;{11/27/18-36};O8
64;3;4;8;7,05;1,402098;11,54579;28,79463;0,08117438;29,96684;0,043346;0,980207;{10/24/16-21};O8
60;3;4;8;7;1,434728;12,37078;30,17773;0,08123515;34,57053;0,042497;0,981151;{11/27/18-36};O8
27;2;2;6;6,26;1,289581;8,98326;25,04468;0,08259065;25,25309;0,012466;0,894088;{14/36/24-5};O6
27;2;2;6;6,07;1,302653;9,25923;25,98019;0,08312775;29,43503;0,010742;0,951665;{16/42/28-37};O6
27;2;4;6;6,1;1,298613;9,17334;25,60381;0,08284909;28,49714;0,015881;0,913704;{16/42/28-38};O6
27;2;4;6;6,13;1,296076;9,11969;25,426;0,08277102;23,30853;0,00978;0,898599;{14/36/24-7};O6
27;2;4;6;6,19;1,295818;9,11425;25,40396;0,08275358;25,07531;0,001722;0,896381;{14/36/24-5};O6
12;2;4;6;5,44;1,280961;8,80434;25,57513;0,08405961;18,46544;0,026171;0,985985;{12/30/20-57};O6
26;3;2;6;6;1,24661;8,11485;24,41053;0,08521825;14,03434;0,005396;0,992642;{8/18/12-3};O6
26;3;2;6;5,95;1,243632;8,05683;24,20832;0,08407452;14,38145;0,002808;0,998521;{8/18/12-3};O6
26;3;2;6;5,9;1,243272;8,04984;24,18568;0,08405378;14,29672;0,012146;0,998258;{8/18/12-3};O6
26;3;2;6;5,94;1,244313;8,07008;24,25549;0,08417031;14,35318;0,006553;0,998992;{8/18/12-3};O6
50;2;1;4;5,78;1,533121;15,09448;33,23312;0,08888117;62,30948;0,382086;0,580944;{15/39/26-28};O4
50;2;1;4;5,92;1,5707;16,23187;35,04557;0,08991359;73,74744;0,412358;0,599387;{18/48/32-33};O4
50;2;2;4;5,89;1,553725;15,71125;34,15838;0,08948208;58,84441;0,404625;0,587981;{15/39/26-29};O4
50;2;2;4;5,46;1,522143;14,77254;33,54394;0,08829883;61,2905;0,344743;0,572642;{15/39/26-30};O4
50;2;2;4;5,66;1,623157;17,91308;37,53675;0,09574294;81,8809;0,530404;0,591897;{18/48/32-34};O4
50;2;2;4;5,5;1,552077;15,66133;34,79881;0,08999567;65,02802;0,395593;0,597789;{15/39/26-31};O4
50;2;2;4;5,56;1,608809;17,44222;37,2933;0,09517672;77,19965;0,513182;0,600889;{17/45/30-26};O4
50;2;2;4;5,39;1,685065;20,0419;40,63891;0,09949221;92,56339;0,626916;0,574598;{19/51/34-25};O4
50;2;4;3;5,27;1,673069;19,6169;40,4317;0,09545997;92,95496;0,513896;0,608568;{17/45/30-27};O3
50;2;4;3;5,42;1,648742;18,77358;38,95588;0,09759697;89,09235;0,576513;0,58025;{17/45/30-28};O3
50;2;4;3;5,27;1,654648;18,97603;39,60866;0,09584327;94,02135;0,507031;0,600712;{18/48/32-35};O3
50;2;4;4;5,54;1,652905;18,91612;38,82126;0,09682793;84,21454;0,573997;0,601694;{16/42/28-39};O4
50;2;4;4;5,4;1,719122;21,28183;42,22699;0,10509819;114,55911;0,713104;0,617303;{18/48/32-36};O4
50;2;4;3;5,45;1,586432;16,72448;35,72826;0,08954213;60,8212;0,430731;0,566515;{13/33/22-39};O3
50;2;4;4;5,39;1,618535;17,76049;37,69211;0,0942612;64,34177;0,507557;0,58968;{13/33/22-40};O4
50;2;4;4;5,47;1,695166;20,40446;41,35345;0,10131908;94,33735;0,656753;0,608104;{16/42/28-40};O4
50;2;4;4;5,3;1,6601;19,16423;39,70402;0,09704299;80,3373;0,540705;0,607267;{14/36/24-61};O4
50;2;4;4;5,43;1,636294;18,35155;38,24075;0,09392419;73,36406;0,522632;0,602271;{15/39/26-32};O4
50;2;4;4;5,25;1,643945;18,61016;39,09029;0,09504829;83,83636;0,492231;0,603699;{17/45/30-29};O4
50;2;4;3;5,32;1,632137;18,21202;38,20768;0,09350833;62,91945;0,498064;0,578133;{12/30/20-58};O3
30;2;2;4;4,33;1,417174;11,92224;32,9673;0,09269892;41,39676;0,045759;0,946097;{17/45/30-30};O4
29;2;4;4;5,14;1,352831;10,37098;28,19907;0,0886628;35,40567;0,037143;0,896226;{17/45/30-31};O4
29;2;4;5;4,53;1,372264;10,82434;29,64895;0,09193031;29,74627;0,164912;0,889057;{14/36/24-62};O5
48;2;4;6;6,07;1,411301;11,77464;30,17822;0,08277502;28,90198;0,019641;0,864859;{16/42/28-41};O6
25;2;4;6;5,63;1,354104;10,40026;28,52575;0,08426289;21,65567;0,026244;0,966013;{12/30/20-59};O6
25;2;4;6;5,9;1,357101;10,46947;28,6569;0,08433189;21,48516;0,026972;0,972254;{12/30/20-59};O6
30;2;4;6;5,62;1,300898;9,22186;26,30389;0,08386023;19,89323;0,014408;0,976025;{12/30/20-59};O6
29;2;8;5;5,4;1,317834;9,58673;26,65448;0,08578485;28,13409;0,003631;0,89981;{14/36/24-63};O5
29;2;4;5;5,3;1,34204;10,12477;27,47808;0,09141678;33,61283;0,203384;0,803587;{16/42/28-42};O5
29;2;2;5;5,49;1,323657;9,71438;26,52324;0,08814976;30,06558;0,146954;0,873857;{14/36/24-64};O5
29;2;4;6;5,38;1,304894;9,30709;25,97475;0,08564533;27,49292;0,000423;0,897583;{14/36/24-65};O6
29;2;4;6;5,55;1,299997;9,20271;26,11736;0,08494221;24,51818;0;0,958033;{14/36/24-37};O6
29;2;2;4;4,85;1,427436;12,18312;31,93271;0,09696774;31,6284;0;0,824755;{12/30/20-32};O4
29;2;1;4;4,83;1,438341;12,46447;31,87391;0,09741357;57,10405;0;0,823238;{20/54/36-28};O4
29;2;2;4;4,94;1,396633;11,4113;30,05552;0,09228563;28,79956;0;0,802964;{12/30/20-26};O4
29;2;1;4;4,87;1,433825;12,34743;31,53754;0,09652109;56,42478;0;0,817576;{20/54/36-29};O4
29;2;1;4;4,89;1,407015;11,66769;30,82273;0,09376829;33,08184;0;0,814169;{14/36/24-66};O4
58;3;4;9;7,34;1,452598;12,83883;30,37905;0,07990292;41,93922;0,016897;0,989285;{15/39/26-3};O9
58;3;4;9;7,32;1,451754;12,81645;30,35478;0,07991353;44,20713;0,017394;0,991855;{16/42/28-43};O9
3;1;4;4;4,37;1,43928;12,4889;34,05189;0,09561106;48,53405;0,104581;0,86778;{17/45/30-32};O4
82;2;4;8;6,78;1,571882;16,26853;35,02342;0,08101805;56,45246;0,124627;0,893083;{14/36/24-67};O8
82;2;4;9;7,44;1,559648;15,89161;34,33128;0,0809832;56,44514;0,155761;0,879883;{15/39/26-33};O9
26;2;4;6;6,19;1,295786;9,11357;25,53978;0,08276214;28,14057;0,008286;0,913;{15/39/26-34};O6
11;1;4;6;4,92;1,592325;16,91157;39,1851;0,09128486;67,38983;0,107852;0,942892;{17/45/30-33};O6
30;2;4;5;4,65;1,37812;10,9635;31,05867;0,09290666;34,62381;0,092497;0,97465;{13/33/22-41};O5
25;2;1;6;5,84;1,330232;9,85986;26,73206;0,083652;25,4646;0;0,930854;{14/36/24-9};O6
25;2;1;6;6,03;1,354195;10,40238;28,03007;0,08325758;27,36433;0;0,952166;{16/42/28-4};O6
20;2;4;6;5,71;1,474527;13,42909;32,48687;0,08363561;54,02687;0,025861;0,886816;{17/45/30-34};O6
20;2;4;6;5,69;1,476999;13,49676;32,58937;0,08366899;48,85881;0,023606;0,884909;{14/36/24-69};O6
38;2;4;6;5,91;1,546337;15,48822;35,35276;0,08319193;65,05716;0,023348;0,854518;{17/45/30-35};O6
38;2;4;6;5,85;1,547372;15,51932;35,44456;0,08331946;64,36423;0,024635;0,858129;{17/45/30-36};O6
38;2;1;6;7,01;1,588278;16,78294;36,45356;0,08324828;68,60699;0;0,817851;{14/36/24-70};O6
38;2;2;6;7,17;1,490723;13,87648;32,11084;0,08042049;44,62699;0,057577;0,745947;{13/33/22-42};O6
56;2;2;7;7,9;1,61196;17,54492;36,8033;0,08059615;74,02357;0,10474;0,790724;{18/48/32-37};O7
56;2;2;6;5,86;1,583245;16,62391;36,22842;0,08224953;61,37125;0,075092;0,702129;{13/33/22-43};O6
56;2;2;7;7,74;1,614551;17,62966;36,87009;0,08110575;80,25216;0,119823;0,786279;{18/48/32-38};O7
56;2;2;7;7,32;1,613695;17,60163;37,14794;0,08099465;64,5369;0,105292;0,828633;{15/39/26-35};O7
56;2;2;7;8,46;1,594513;16,98138;35,72603;0,08084328;73,81255;0,140317;0,73213;{18/48/32-39};O7
56;2;1;6;7,58;1,646765;18,70612;38,47984;0,0814512;77,60966;0;0,760029;{16/42/28-44};O6
56;2;2;6;7,2;1,591166;16,87466;36,1401;0,08048122;66,78333;0,073525;0,750159;{17/45/30-37};O6
12;2;4;7;6,34;1,493744;13,96103;32,96159;0,08301539;43,15855;0,082446;0,917902;{13/33/22-44};O7
68;3;2;9;7,88;1,375684;10,90548;27,31576;0,0799197;27,58937;0,012713;1;{9/21/14-2};O9
48;2;2;6;5,69;1,420618;12,00938;30,89036;0,08418057;32,09509;0,055255;0,948746;{12/30/20-60};O6
48;2;2;8;5,81;1,428327;12,20595;30,30602;0,08200361;27,1209;0,033715;0,96722;{10/24/16-21};O8
19;1;4;10;7,57;1,683761;19,99538;40,27198;0,08105538;80,81523;0,099425;0,89406;{17/45/30-38};O10
19;1;4;8;6,86;1,666963;19,40291;39,63167;0,08219342;84,53395;0,100888;0,899163;{19/51/34-26};O8
19;1;4;12;8,35;1,690177;20,22484;40,25907;0,08057396;86,79499;0,064808;0,962835;{16/42/28-6};O12
42;6;4;7;4,67;1,196219;7,17003;22,26101;0,08458501;10,83071;0,03911;1;{7/15/10-1};O7
42;6;4;7;4,61;1,197454;7,19225;22,30859;0,08465632;13,46796;0,041117;0,999588;{8/18/12-7};O7
22;4;2;6;4,77;1,225103;7,70205;23,60401;0,08456084;11,91268;0,036796;0,998087;{7/15/10-2};O6
22;4;2;6;4,79;1,22319;7,66603;23,51331;0,08447166;15,73329;0,00719;1;{8/18/12-6};O6
22;4;2;6;4,78;1,220796;7,62111;23,40742;0,08423564;12,39896;0,032497;1;{7/15/10-2};O6
27;2;2;6;5,66;1,30052;9,21382;25,91651;0,08314894;23,60368;0,018837;0,948781;{11/27/18-41};O6
27;2;2;4;4,39;1,390085;11,25157;31,50099;0,09300285;30,42814;0,140301;0,92075;{15/39/26-36};O4
27;2;2;5;4,53;1,374453;10,87624;30,37514;0,09107505;32,46062;0,066958;0,917077;{13/33/22-45};O5
50;2;4;4;5,45;1,609728;17,47213;37,14713;0,09119187;62,89149;0,460371;0,84851;{16/39/25-1};O4
50;2;4;4;5,68;1,685461;20,05602;41,2363;0,09732045;86,51718;0,583703;0,872922;{15/39/26-37};O4
24;4;2;4;4,63;1,247673;8,13562;24,98681;0,08957044;16,54189;0,029768;0,845119;{10/24/16-8};O4
24;2;4;3;4,71;1,415602;11,88261;30,72421;0,09123954;51,19776;0,056736;0,607363;{15/39/26-38};O3
25;2;4;4;5,69;1,375603;10,90355;28,61259;0,08355157;22,4903;0,017021;0,998779;{10/24/16-9};O4
30;2;4;4;5,22;1,335664;9,98115;27,56638;0,08540472;19,07118;0,005049;1;{10/24/16-37};O4
22;4;4;6;4,81;1,296514;9,12894;25,66854;0,0872849;23,59576;0,178862;0,920871;{11/27/18-8};O6
27;2;4;6;6,17;1,29202;9,03434;25,3933;0,08283476;20,96937;0,008356;0,906111;{14/36/24-10};O6
28;2;1;6;6,34;1,274434;8,67043;24,62035;0,08262582;20,24365;0;0,905147;{14/36/24-13};O6
29;2;8;4;5,54;1,355944;10,44272;27,34663;0,08822323;36,28469;0,155138;0,844997;{15/39/26-39};O4
64;3;8;9;7,01;1,396596;11,41041;28,16364;0,07985658;29,90514;0,008846;0,999118;{10/24/16-6};O9
13;3;4;6;5,97;1,167212;6,66098;21,24408;0,08335623;8,87351;0,004059;1;{6/12/8-1};O6
13;3;4;6;5,94;1,170301;6,71401;21,35651;0,08335932;8,94672;0,006106;1;{6/12/8-1};O6
