AtNum,Group,NumGroup,OxSt,Mult,CN,NZ,Rsd,V,S,G3,VCP,RCMTop,HD_PartOmega,B_PartOmega,C_PartOmega,N_PartOmega,O_PartOmega,F_PartOmega,Me_PartOmega
46,E10(Ni),10,2,2,4,4.92,1.460584,13.05175,33.09216,0.09617811,0.34382,0.156312,0.180721,0,0.030976,0.788303,0,0,0
80,E12(Zn),12,2,4,2,4.71,1.553478,15.70376,35.8173,0.08691952,0,0,0,0,0,0.424593,0,0.575407,0
28,E10(Ni),10,2,4,6,6.77,1.314865,9.52208,25.72924,0.08226762,12.85193,0.008331,0.123947,0,0,0.876053,0,0,0
30,E12(Zn),12,2,2,4,4.43,1.389589,11.23953,31.24862,0.09196345,3.57978,0.084462,0.166859,0,0,0.383658,0.449483,0,0
30,E12(Zn),12,2,2,4,4.35,1.406394,11.65225,32.33999,0.09412326,3.62582,0.133482,0.154383,0,0,0.385682,0.459935,0,0
30,E12(Zn),12,2,2,4,4.4,1.390432,11.25999,31.30112,0.09216147,3.62636,0.090639,0.162897,0,0,0.382466,0.454637,0,0
90,E20(An),20,4,4,8,7.69,1.407998,11.69217,28.86934,0.08121585,24.15849,0.010692,0,0,0,0,1,0,0
30,E12(Zn),12,2,2,4,4.32,1.491204,13.88992,37.39672,0.09458295,4.43429,0,0.073229,0,0,0.926771,0,0,0
19,E1(Li),1,1,2,8,5.95,1.703255,20.69797,43.2132,0.08349515,35.47021,0.091247,0,0,0.017549,0.187249,0.795094,0,0.000109
19,E1(Li),1,1,2,7,5.59,1.731659,21.75083,45.24387,0.08496204,30.98311,0.146787,0,0,0.002345,0.205583,0.791963,0,0.000109
19,E1(Li),1,1,2,7,5.59,1.731659,21.75083,45.24387,0.08496204,30.98311,0.146787,0,0,0.002345,0.205583,0.791963,0,0.000109
19,E1(Li),1,1,2,8,5.95,1.703255,20.69797,43.2132,0.08349515,35.47021,0.091247,0,0,0.017549,0.187249,0.795094,0,0.000109
26,E8(Fe),8,0,4,6,5.43,1.189786,7.05497,22.00294,0.08353337,9.43464,0.011813,0,0,0.981338,0,0,0,0.018662
92,E20(An),20,4,4,6,5.07,1.720113,21.31864,46.73688,0.08517849,26.6592,0.003891,0,1,0,0,0,0,0
92,E20(An),20,4,4,6,5.08,1.721822,21.38226,46.81569,0.08513416,26.7763,0.004576,0,1,0,0,0,0,0
58,E19(Ln),19,4,4,8,6.38,1.400771,11.51303,29.06129,0.08157496,24.48035,0.010786,0.000124,0,0,0.384547,0.615329,0,0
29,E11(Cu),11,2,4,4,4.72,1.43784,12.45147,32.20345,0.09498952,2.94337,0.059709,0.154415,0,0,0.814303,0.031282,0,0
75,E7(Mn),7,0,8,5,5.44,1.312293,9.46632,26.76046,0.08854782,5.46195,0.204223,0,0,0.927951,0,0,0,0.072049
13,E13(B),13,3,4,6,5.81,1.169688,6.70346,21.34678,0.08342758,8.90226,0.00958,0,0,0,0,1,0,0
29,E11(Cu),11,2,2,5,5.08,1.309826,9.41303,26.24972,0.0854478,6.37609,0.090808,0.003061,0,0,0,0.941534,0,0.055405
29,E11(Cu),11,2,2,5,5.1,1.320553,9.6462,27.22759,0.08718078,6.64374,0.042216,0.000814,0,0,0,0.94378,0,0.055405
75,E7(Mn),7,0,2,6,5.43,1.309908,9.4148,26.74338,0.08665151,12.79459,0.165325,0,0,0.908729,0,0,0,0.091271
78,E10(Ni),10,0,1,4,4.14,1.59063,16.8576,37.72144,0.08951084,0,0,0,0,0.672198,0,0.145261,0,0.182542
29,E11(Cu),11,2,4,6,6.25,1.335113,9.96879,26.7798,0.08471402,12.33377,0.047833,0.106171,0,0.005434,0.888395,0,0,0
29,E11(Cu),11,2,4,6,6.01,1.339131,10.05908,26.94297,0.08454384,12.75321,0.054362,0.123413,0,0.006376,0.870211,0,0,0
19,E1(Li),1,1,8,9,6.92,1.622581,17.89401,38.4172,0.08266757,36.16101,0.047318,0,0,0,0,0,1,0
24,E6(Cr),6,3,4,3,5.23,1.358922,10.51168,26.72499,0.08425419,0,0.011861,0.42838,0,0.00596,0.56566,0,0,0
28,E10(Ni),10,2,4,4,4.77,1.353767,10.3925,28.41373,0.09523058,0.06611,0.109728,0.194128,0,0,0.41426,0.391612,0,0
28,E10(Ni),10,2,8,4,4.21,1.852755,26.6405,60.923,0.19110313,0.05608,0.019009,0.048789,0,0.006391,0.94482,0,0,0
76,E8(Fe),8,0,2,6,5.01,1.386715,11.16992,29.67665,0.09312125,15.34838,0.343842,0,0,0.817751,0,0,0,0.182249
76,E8(Fe),8,0,2,6,5.01,1.384612,11.11919,29.51594,0.09323653,15.24353,0.345258,0,0,0.822665,0,0,0,0.177335
76,E8(Fe),8,0,2,6,5.03,1.379688,11.00098,29.25696,0.09335886,15.09038,0.35106,0,0,0.825741,0,0,0,0.174259
76,E8(Fe),8,0,2,6,4.99,1.384325,11.11228,29.46957,0.09315216,15.30872,0.352255,0,0,0.821742,0,0,0,0.178258
76,E8(Fe),8,0,2,6,5.02,1.386113,11.15539,29.65077,0.09316774,15.32922,0.344811,0,0,0.817838,0,0,0,0.182162
76,E8(Fe),8,0,2,6,5.01,1.384687,11.12098,29.51659,0.09322547,15.24636,0.345088,0,0,0.822791,0,0,0,0.177209
76,E8(Fe),8,0,2,6,5.03,1.379119,10.98738,29.2313,0.09340954,15.07214,0.352218,0,0,0.825789,0,0,0,0.174211
76,E8(Fe),8,0,2,6,4.99,1.384539,11.11742,29.47619,0.09313947,15.31427,0.352046,0,0,0.821748,0,0,0,0.178252
19,E1(Li),1,1,4,11,7.36,1.61138,17.52598,37.15025,0.0804832,52.25894,0.057541,0.002927,0.000804,0.000234,0,0,0.996035,0
19,E1(Li),1,1,8,9,7.42,1.634521,18.29196,38.23363,0.08172708,37.90797,0.124344,0.042817,0,0.04583,0,0,0.911075,0.000278
19,E1(Li),1,1,8,8,8.32,1.642758,18.56988,37.81659,0.08111301,33.04734,0.075066,0.204357,0,0.000103,0,0.298952,0.496588,0
19,E1(Li),1,1,2,8,6.87,1.597288,17.07018,36.6607,0.08185578,30.63823,0.099565,0.107073,0,0.001371,0,0.103417,0.788139,0
19,E1(Li),1,1,2,8,7.06,1.614151,17.61655,37.39294,0.08200167,30.3608,0.050417,0.097872,0.002303,0.023162,0,0.094549,0.782115,0
19,E1(Li),1,1,2,8,6.82,1.628487,18.0901,37.50504,0.08140579,30.90096,0.078636,0.230615,0,0,0,0.06872,0.700664,0
19,E1(Li),1,1,2,8,7.54,1.657901,19.08818,38.86802,0.08238455,30.38001,0.099854,0.210687,0,0,0,0.069156,0.720158,0
19,E1(Li),1,1,4,7,6.61,1.647655,18.73645,39.16731,0.08335805,21.32772,0.165605,0.15743,0.001542,0.019495,0,0,0.821534,0
19,E1(Li),1,1,2,10,7.86,1.64598,18.67936,37.93678,0.08054546,50.22833,0.073144,0.138323,0,0.00021,0,0.084399,0.7766,0.000468
19,E1(Li),1,1,2,9,6.45,1.65389,18.94998,39.40105,0.08394388,40.73631,0.123095,0.142379,0.000219,0.01626,0,0.089896,0.751246,0
19,E1(Li),1,1,4,11,7.35,1.610288,17.49037,37.05914,0.08042379,52.15969,0.052762,0.005399,0.000513,0.000099,0,0,0.993989,0
27,E9(Co),9,3,2,4,4.83,1.38269,11.07293,29.77349,0.09968222,0.30235,0.125867,0.180311,0,0.000113,0.414123,0.405453,0,0
57,E19(Ln),19,3,2,7,5.71,1.546291,15.48682,36.33236,0.08447414,23.15766,0.101958,0.035874,0,0,0.439016,0.52511,0,0
62,E19(Ln),19,3,4,7,5.67,1.466921,13.22236,32.48723,0.08368914,20.86331,0.097346,0.026578,0,0,0.449109,0.524313,0,0
28,E10(Ni),10,2,4,6,5.72,1.311764,9.45487,26.7833,0.08507962,11.62827,0.062152,0.011435,0,0.001962,0.986603,0,0,0
65,E19(Ln),19,3,4,7,5.76,1.447258,12.69774,31.51328,0.08351543,20.20159,0.104339,0.028452,0,0,0.456041,0.515507,0,0
39,E3(Sc),3,3,4,7,5.75,1.428858,12.21958,30.73678,0.0836528,19.49752,0.111974,0.026206,0,0,0.45519,0.518605,0,0
71,E19(Ln),19,3,4,7,5.9,1.393035,11.32335,29.09542,0.08330195,18.16904,0.103286,0.028307,0,0,0.472069,0.499624,0,0
58,E19(Ln),19,3,4,7,5.56,1.509563,14.40928,34.43034,0.08376651,22.32018,0.093766,0.034228,0,0,0.439334,0.526438,0,0
29,E11(Cu),11,2,4,5,5.08,1.391069,11.27546,30.9575,0.09139432,7.63334,0.047578,0.045818,0,0.001585,0.939108,0.013489,0,0
29,E11(Cu),11,2,4,5,5.01,1.395166,11.37538,30.95484,0.09094942,7.70054,0.061582,0.053407,0,0.002217,0.929154,0.015222,0,0
29,E11(Cu),11,2,4,5,5.02,1.387095,11.17911,30.55001,0.09084376,7.59046,0.059085,0.055218,0,0.001371,0.927264,0.016147,0,0
44,E8(Fe),8,2,2,6,5.62,1.256245,8.30447,24.64318,0.08368083,10.9244,0.007881,0.00087,0,0,0.679127,0.320003,0,0
22,E4(Ti),4,3,4,6,5.36,1.370486,10.78234,28.46239,0.08530947,12.00471,0.048655,0.085865,0,0.003827,0.906084,0,0,0
68,E19(Ln),19,3,2,7,5.81,1.380245,11.01431,28.88568,0.08219115,18.74882,0.019681,0,0,0.002519,0,0.997481,0,0
68,E19(Ln),19,3,2,7,5.85,1.382171,11.06048,28.95864,0.08218244,18.83136,0.01905,0.000256,0,0.002828,0,0.996916,0,0
68,E19(Ln),19,3,2,7,5.9,1.378726,10.97798,28.82194,0.0822029,18.68032,0.02285,0.000205,0,0.002628,0,0.997167,0,0
11,E1(Li),1,1,4,7,5.73,1.482959,13.6608,33.48168,0.08428292,21.65142,0.074912,0.002674,0,0.000095,0,0.976613,0,0.020618
3,E1(Li),1,1,8,6,5.84,1.365662,10.66887,27.07541,0.08697264,7.24389,0.148258,0.176611,0,0.201858,0.441592,0,0,0.179939
3,E1(Li),1,1,8,5,6.13,1.433691,12.34397,29.1888,0.08686648,7.79122,0.206411,0.255499,0,0.353763,0.163066,0,0,0.227671
3,E1(Li),1,1,8,6,5.83,1.378491,10.97237,27.51592,0.08700039,7.40388,0.162468,0.19045,0,0.204997,0.425888,0,0,0.178665
3,E1(Li),1,1,8,5,6.32,1.437069,12.43145,29.29495,0.08698021,7.72839,0.212063,0.262444,0,0.340057,0.158129,0,0,0.23937
3,E1(Li),1,1,8,6,5.92,1.353067,10.37639,26.44669,0.0859323,7.09524,0.126453,0.185037,0,0.209652,0.43122,0,0,0.174091
3,E1(Li),1,1,8,5,6.17,1.413581,11.8318,28.41652,0.08552515,7.76107,0.177141,0.245028,0,0.348986,0.162053,0,0,0.243933
3,E1(Li),1,1,8,6,5.86,1.369846,10.76722,27.19056,0.08644907,7.33777,0.124956,0.191754,0,0.209225,0.44006,0,0,0.158961
3,E1(Li),1,1,8,6,6.21,1.443087,12.58826,29.67607,0.08893425,9.6799,0.246001,0.264286,0,0.347153,0.160991,0,0,0.22757
42,E6(Cr),6,2,2,5,5.17,1.408245,11.69832,31.33018,0.08863038,7.35109,0.046451,0.058621,0,0,0.366548,0.381384,0,0.193447
70,E19(Ln),19,3,2,7,5.71,1.416104,11.89526,30.20321,0.0832421,19.04299,0.07211,0.037596,0,0,0.436733,0.525671,0,0
68,E19(Ln),19,3,2,7,5.72,1.424042,12.09641,30.53377,0.08325351,19.2638,0.068062,0.038434,0,0,0.436746,0.524819,0,0
12,E2(Be),2,2,4,6,5.98,1.296791,9.1348,25.95798,0.0831988,12.14613,0.001326,0.015306,0,0,0,0.984694,0,0
37,E1(Li),1,1,2,8,6.73,1.784451,23.8014,46.00879,0.081217,49.56773,0.114881,0,0,0.069345,0.454295,0.473405,0,0.002955
37,E1(Li),1,1,2,8,6.81,1.813244,24.97223,47.67869,0.08111431,51.73854,0.077165,0,0,0.060875,0.666301,0.266919,0,0.005905
55,E1(Li),1,1,2,8,7.85,1.901922,28.81819,51.69728,0.08182903,56.01855,0.158615,0,0,0.103642,0.429926,0.466432,0,0
55,E1(Li),1,1,2,11,7.26,1.913874,29.3649,52.08101,0.08014691,81.09419,0.057077,0,0,0.15745,0.631304,0.211246,0,0
29,E11(Cu),11,2,8,4,4.83,1.345216,10.19682,28.66194,0.08758378,0.19073,0.056767,0,0,0.00024,0.413068,0.586692,0,0
29,E11(Cu),11,2,8,4,4.49,1.374325,10.87319,30.09558,0.09170702,0.07243,0.131293,0,0,0.00324,0.426391,0.570369,0,0
28,E10(Ni),10,2,4,6,5.3,1.290976,9.01246,26.3112,0.0853578,11.21225,0.020977,0.001355,0,0.00001,0.343287,0.655348,0,0
48,E12(Zn),12,2,2,6,5.95,1.452368,12.83271,32.56544,0.08353005,16.93699,0.029305,0.017208,0,0,0.982792,0,0,0
79,E11(Cu),11,1,2,3,4.25,1.697358,20.48372,42.5932,0.09201968,0,0.18893,0.288361,0,0,0.487308,0,0,0.224331
79,E11(Cu),11,1,2,2,4.49,1.675323,19.6963,40.76015,0.08999645,0,0.170661,0.306506,0,0,0.480288,0,0,0.213206
79,E11(Cu),11,1,2,2,4.39,1.699714,20.56915,42.48604,0.09017519,0,0.147986,0.30551,0,0,0.483531,0,0,0.210959
79,E11(Cu),11,1,2,2,4.7,1.66189,19.22628,40.1083,0.09010724,0,0.209757,0.321413,0,0,0.468652,0,0,0.209935
79,E11(Cu),11,1,2,3,4.57,1.658249,19.10018,40.16999,0.09019307,0,0.198531,0.312774,0,0,0.468626,0,0,0.2186
79,E11(Cu),11,1,2,2,4.52,1.664105,19.30327,40.35993,0.09035715,0,0.207144,0.321152,0,0,0.463031,0,0,0.215817
79,E11(Cu),11,1,16,4,4.52,1.637873,18.40473,40.7611,0.09268437,5.16343,0.236806,0.365099,0,0,0.4477,0,0,0.187201
79,E11(Cu),11,1,2,4,4.63,1.618066,17.74507,39.71691,0.09124629,5.44553,0.22973,0.38347,0,0,0.430736,0,0,0.184351
79,E11(Cu),11,1,2,4,4.63,1.624647,17.96245,39.43934,0.09091762,5.34973,0.219351,0.389522,0,0,0.429882,0,0,0.180435
79,E11(Cu),11,1,2,4,4.42,1.624638,17.96215,40.48577,0.09175858,5.42236,0.224022,0.369914,0,0,0.44324,0,0,0.186823
79,E11(Cu),11,1,2,4,4.57,1.627546,18.05877,40.33445,0.0927462,5.20614,0.266464,0.374251,0,0,0.441963,0,0,0.181278
30,E12(Zn),12,2,4,5,4.94,1.400212,11.49926,31.5933,0.09242446,6.86514,0.099342,0,0,0.016569,0.982131,0,0,0
29,E11(Cu),11,2,4,4,4.85,1.444104,12.6149,33.21063,0.09438765,0.05885,0.02798,0,0,0.017774,0.982226,0,0,0
29,E11(Cu),11,2,4,4,4.69,1.507943,14.36295,35.98928,0.10059327,0.08474,0.04984,0,0,0,0.924797,0,0,0
29,E11(Cu),11,2,4,4,4.69,1.501649,14.18383,35.68158,0.1008105,0.0372,0.043539,0,0,0,0.907551,0,0,0
29,E11(Cu),11,2,4,4,4.63,1.51348,14.52174,36.27144,0.102424,0.05683,0.03713,0,0,0,0.935885,0,0,0
29,E11(Cu),11,2,2,4,4.77,1.500573,14.15336,35.5157,0.10054008,0,0,0,0,0,0.904855,0,0,0
29,E11(Cu),11,2,2,4,4.72,1.517382,14.63435,36.60059,0.1034633,0,0,0,0,0,0.93683,0,0,0
26,E8(Fe),8,2,4,5,5.04,1.365078,10.6552,29.37558,0.09183159,6.26672,0.16972,0,0,0.02632,0.973112,0,0,0
28,E10(Ni),10,2,4,4,4.82,1.423555,12.08402,32.30929,0.09525849,0.04097,0.035794,0,0,0.019027,0.980973,0,0,0
28,E10(Ni),10,2,2,4,4.67,1.496625,14.04196,35.68133,0.10480832,0,0,0,0,0,0.907982,0,0,0
64,E19(Ln),19,3,3,9,8.1,1.420092,11.99605,28.63916,0.08013701,29.35784,0.002333,0.044887,0,0,0,0.955113,0,0
29,E11(Cu),11,2,8,4,5.23,1.355894,10.44157,27.61298,0.08550899,1.17073,0.074349,0.019228,0,0,0.724855,0.177162,0,0.078755
29,E11(Cu),11,2,4,4,5.15,1.356735,10.46101,27.75953,0.08744786,1.04792,0.110152,0.02741,0,0,0.746701,0.150521,0,0.075369
29,E11(Cu),11,2,4,4,5.44,1.351944,10.35057,27.53151,0.0872991,1.02972,0.102236,0.026568,0,0.000006,0.744754,0.153258,0,0.075369
29,E11(Cu),11,2,2,5,5.31,1.352247,10.35753,27.47638,0.08590534,7.18872,0.099849,0.024326,0,0,0.722691,0.162994,0,0.089989
29,E11(Cu),11,2,2,5,5.31,1.36236,10.59166,27.91775,0.08671591,7.25794,0.128353,0.026566,0,0,0.72309,0.160355,0,0.089989
82,E14(C),14,2,2,9,6.51,1.580995,16.55312,36.4444,0.08312377,37.40319,0.171391,0.010235,0,0.002741,0,0.987023,0,0
82,E14(C),14,2,2,8,6.21,1.589517,16.82224,36.89654,0.08426525,28.13456,0.219915,0.010689,0,0.020623,0,0.968688,0,0
82,E14(C),14,2,2,9,6.92,1.542997,15.38805,34.65667,0.08061027,36.66518,0.051737,0,0,0,0,1,0,0
82,E14(C),14,2,2,8,6.53,1.584405,16.66047,36.57793,0.08326658,28.70888,0.179942,0.010171,0,0.004358,0,0.985471,0,0
82,E14(C),14,2,2,8,6.25,1.588868,16.80166,36.87759,0.08422142,28.10186,0.217242,0.008662,0,0.021551,0,0.969787,0,0
82,E14(C),14,2,2,9,6.96,1.54236,15.36902,34.63148,0.08054186,36.70911,0.044888,0,0,0,0,1,0,0
26,E8(Fe),8,2,4,6,5.71,1.209414,7.40993,23.0051,0.08491303,9.1808,0.030411,0.001441,0,0,0.998559,0,0,0
29,E11(Cu),11,2,8,5,4.92,1.432015,12.30075,32.36108,0.09336918,6.63438,0.219758,0,0,0.063656,0.882968,0,0,0
30,E12(Zn),12,2,2,5,5.05,1.356966,10.46634,29.09589,0.08831592,6.4908,0.076136,0.074496,0,0.002409,0.534949,0.388145,0,0
29,E11(Cu),11,2,4,4,4.83,1.410122,11.74514,31.27135,0.09527288,0.0787,0.09027,0.183535,0,0.005139,0.811325,0,0,0
30,E12(Zn),12,2,4,5,5.17,1.342116,10.12649,28.15629,0.08673051,6.59028,0.056788,0.018387,0,0.000039,0.193338,0.755825,0,0.032411
28,E10(Ni),10,2,2,4,5.36,1.354546,10.41045,27.73404,0.09218461,0,0,0.14179,0,0.027303,0.743735,0.087171,0,0
11,E1(Li),1,1,4,6,6.26,1.509174,14.39816,34.28714,0.0847937,17.76677,0.120248,0.117566,0,0,0,0.882434,0,0
29,E11(Cu),11,1,2,4,4.78,1.489967,13.8554,35.10979,0.09557578,3.45276,0.133125,0.100513,0,0.096869,0.802617,0,0,0
31,E13(B),13,3,4,6,5.9,1.22894,7.77465,23.72894,0.08445354,9.78431,0.007384,0,0,0,0,1,0,0
44,E8(Fe),8,3,4,6,5.9,1.259811,8.37538,24.51324,0.08334506,11.09226,0.033888,0.015519,0,0.000047,0.486389,0.498045,0,0
72,E4(Ti),4,4,4,4,4.53,1.352323,10.35928,29.69084,0.08971422,3.56807,0.009029,0.124358,0,0,0,0.875642,0,0
30,E12(Zn),12,2,4,4,4.38,1.462387,13.10013,34.06038,0.09291561,3.41348,0.120738,0.077914,0,0.016219,0.86333,0,0,0.042537
78,E10(Ni),10,2,8,4,4.92,1.492246,13.91905,34.25879,0.09386571,0.49425,0.118518,0.218263,0,0.400269,0.381468,0,0,0
26,E8(Fe),8,3,4,6,5.59,1.283161,8.84977,26.08072,0.08606046,10.4573,0.045096,0,0,0,0.313599,0.686401,0,0
30,E12(Zn),12,2,4,4,4.51,1.418897,11.9658,32.59918,0.09171447,3.9218,0.093656,0.057939,0,0.000257,0.434258,0.507546,0,0
28,E10(Ni),10,2,4,4,4.89,1.378951,10.98335,29.60072,0.09515179,0.28334,0.102411,0.121863,0,0,0.795865,0.082273,0,0
29,E11(Cu),11,2,2,4,5,1.402613,11.55853,31.08272,0.09437763,0.45027,0.085774,0.042541,0,0.000176,0.735485,0.221798,0,0
19,E1(Li),1,1,2,6,7.56,1.653133,18.92395,38.79192,0.08090996,21.73582,0.052644,0.316747,0,0,0,0.683253,0,0
19,E1(Li),1,1,2,6,6.69,1.688197,20.15384,40.66065,0.08181553,17.36605,0.07606,0.301416,0,0,0,0.698584,0,0
47,E11(Cu),11,1,2,4,4.83,1.599922,17.15477,39.04697,0.08744819,5.58245,0.090245,0.247488,0,0.017567,0.724546,0.002212,0,0.008187
47,E11(Cu),11,1,2,4,4.92,1.598662,17.11428,38.84594,0.08705934,5.50346,0.09899,0.250798,0,0.017974,0.72464,0.000512,0,0.006076
47,E11(Cu),11,1,2,4,4.77,1.593144,16.93767,38.64193,0.08700582,5.4989,0.082484,0.241086,0,0.018383,0.72693,0.006268,0,0.007334
47,E11(Cu),11,1,2,4,4.91,1.607286,17.39275,39.13742,0.08762477,5.60832,0.108664,0.25644,0,0.016368,0.714924,0.005338,0,0.006929
26,E8(Fe),8,2,2,10,10.12,1.297494,9.14965,25.89585,0.09121266,11.84644,0.034573,0.046971,0,0.953029,0,0,0,0
26,E8(Fe),8,2,8,10,9.88,1.292338,9.04101,25.8576,0.09147481,11.61249,0.039104,0.030791,0,0.969209,0,0,0,0
26,E8(Fe),8,2,4,10,10.04,1.291768,9.02904,25.79145,0.09143368,11.52857,0.009554,0.043578,0,0.956422,0,0,0,0
57,E19(Ln),19,3,2,9,7.33,1.503705,14.24219,32.70741,0.08091886,35.51686,0.095543,0.002307,0,0,0.598859,0.398834,0,0
26,E8(Fe),8,0,4,5,4.39,1.319905,9.63201,27.19253,0.09233089,6.65657,0.277908,0,0,0.672677,0,0,0,0.327323
26,E8(Fe),8,0,4,5,4.46,1.304826,9.30566,26.16504,0.08983329,6.84925,0.251041,0,0,0.689669,0,0,0,0.310331
26,E8(Fe),8,0,4,5,4.4,1.311224,9.44319,26.74917,0.09196049,6.57245,0.276013,0,0,0.67049,0,0.00099,0,0.32852
50,E14(C),14,0,4,10,9.13,1.680694,19.88634,40.60542,0.08536879,36.1407,0.183809,0,0,0.556768,0,0.040419,0,0.402814
50,E14(C),14,0,4,11,8.77,1.649323,18.79343,39.05204,0.08451633,43.45908,0.20588,0,0,0.618471,0,0.001638,0,0.379891
75,E7(Mn),7,0,4,6,5.44,1.280263,8.78994,25.67066,0.08706224,11.83081,0.173032,0,0,0.897781,0,0,0,0.102219
75,E7(Mn),7,0,4,6,5.4,1.275308,8.68829,25.47944,0.08658927,11.72911,0.154338,0,0,0.8991,0,0,0,0.1009
63,E19(Ln),19,3,2,9,7.33,1.449739,12.76316,30.3891,0.08081266,32.21242,0.092443,0.000235,0,0,0.602465,0.3973,0,0
3,E1(Li),1,1,8,4,4.77,1.409021,11.71765,30.8051,0.09007718,3.53053,0.082167,0.176406,0,0.000021,0.160054,0.625579,0,0.037939
3,E1(Li),1,1,8,4,4.68,1.409787,11.73679,30.93882,0.09006627,3.54825,0.092545,0.171669,0,0.001732,0.164204,0.627211,0,0.035184
3,E1(Li),1,1,8,4,4.7,1.398823,11.46508,30.35369,0.08885052,3.57084,0.097612,0.183643,0,0.003211,0.15892,0.620798,0,0.033427
41,E5(V),5,5,1,5,5.39,1.325979,9.76559,26.75216,0.0860206,7.17038,0.031354,0.144278,0,0,0.855722,0,0,0
41,E5(V),5,5,1,5,5.31,1.322722,9.6938,26.72716,0.08621633,7.08242,0.038981,0.137284,0,0,0.862716,0,0,0
41,E5(V),5,5,1,5,5.34,1.326908,9.78613,26.92707,0.0864411,7.13454,0.035037,0.132387,0,0,0.867613,0,0,0
28,E10(Ni),10,2,4,4,4.66,1.407434,11.67811,31.87956,0.10629775,0.14105,0.262293,0.116949,0,0.000174,0.426605,0.408655,0,0
51,E15(N),15,1,4,4,5.11,1.759523,22.81779,43.92926,0.08548594,9.14637,0.316596,0.417778,0,0.209785,0.074079,0,0,0.298358
51,E15(N),15,1,4,4,4.94,1.78764,23.92924,45.14943,0.08625186,8.86893,0.347498,0.385275,0,0.229463,0.090918,0,0,0.294344
51,E15(N),15,1,4,4,5.15,1.808519,24.77752,45.92547,0.08796461,9.31499,0.425997,0.406555,0,0.217934,0.077714,0,0,0.297796
51,E15(N),15,1,4,4,5.1,1.729901,21.68465,42.89985,0.08405992,8.77037,0.237049,0.400699,0,0.219543,0.084731,0,0,0.295026
30,E12(Zn),12,2,4,4,4.54,1.392817,11.31803,31.68132,0.0920388,3.72167,0.010805,0.056212,0,0,0,0.943788,0,0
3,E1(Li),1,1,8,3,5.12,1.433173,12.33061,30.74364,0.08892768,0,0.11596,0.378014,0,0.024455,0.540739,0,0,0.054492
29,E11(Cu),11,2,4,4,4.43,1.429964,12.24798,32.11892,0.09463726,0.21296,0.060477,0.005978,0,0.03091,0.639515,0.310149,0,0.013449
27,E9(Co),9,2,2,6,5.91,1.182264,6.92201,21.8046,0.08347992,9.18295,0.017812,0,0,0,0.50392,0.495826,0,0
29,E11(Cu),11,2,2,4,4.75,1.469485,13.2918,33.04563,0.1008031,0,0,0.197055,0,0,0.38204,0.420905,0,0
11,E1(Li),1,1,4,6,6.95,1.522897,14.79449,33.66452,0.08445182,14.72061,0.09209,0.192763,0.001536,0,0,0.805701,0,0
12,E2(Be),2,2,2,6,5.96,1.281411,8.81362,25.60303,0.08334812,11.74569,0,0,0,0,0,1,0,0
26,E8(Fe),8,2,4,6,6,1.182282,6.92233,21.79311,0.08333333,9.22977,0,0,0,0,1,0,0,0
78,E10(Ni),10,4,4,6,6,1.238851,7.96426,23.92846,0.08333333,10.61901,0,0,0,1,0,0,0,0
47,E11(Cu),11,1,2,5,5.65,1.572134,16.27637,36.45523,0.08457141,9.49908,0.040192,0.191531,0,0.168291,0,0.640178,0,0
29,E11(Cu),11,2,1,4,5.4,1.34581,10.21032,27.9678,0.08501506,0,0,0.025233,0,0,0.731202,0.243565,0,0
29,E11(Cu),11,2,1,4,5.43,1.345109,10.1944,28.01159,0.08494781,0,0,0.018104,0,0,0.73192,0.249976,0,0
3,E1(Li),1,1,2,5,5.5,1.419387,11.97817,29.3002,0.08733533,4.3948,0.203438,0.295223,0,0.03693,0.614893,0,0,0.052953
3,E1(Li),1,1,2,3,6.24,1.373135,10.84498,26.99389,0.08223007,0,0.042461,0.451112,0,0.010855,0.485081,0,0,0.052953
81,E13(B),13,1,4,5,6.99,1.823487,25.39783,46.73394,0.08539225,11.45121,0.355319,0,0,0.021118,0.28476,0.52312,0,0.171001
81,E13(B),13,1,4,6,6.96,1.907085,29.05353,51.42111,0.08958883,14.31957,0.521458,0,0,0.171642,0.363437,0.354004,0,0.110918
28,E10(Ni),10,2,2,4,4.95,1.366279,10.68333,28.03901,0.09002934,0.30925,0.026154,0.246804,0,0.00074,0.700624,0.051832,0,0
29,E11(Cu),11,2,8,2,4.03,1.637573,18.39463,41.11328,0.09729133,0,0.21092,0.208939,0,0.012768,0.567774,0,0,0.210519
29,E11(Cu),11,2,8,2,3.92,1.670147,19.5143,42.90249,0.10471955,0,0.352082,0.213915,0,0.000025,0.579259,0.009697,0,0.197104
29,E11(Cu),11,2,8,2,3.92,1.737551,21.9736,47.47462,0.11900395,0,0.577954,0.177138,0,0.054884,0.529074,0.117133,0,0.121771
30,E12(Zn),12,2,4,4,4.75,1.3775,10.94872,29.9711,0.08896582,3.87689,0.113999,0.124701,0,0,0.435677,0.439622,0,0
25,E7(Mn),7,2,4,3,6.79,1.28801,8.95047,25.29628,0.08334001,0,0.025058,0.560364,0,0,0,0.439636,0,0
3,E1(Li),1,1,4,6,6.71,1.587962,16.77294,35.91758,0.08797476,8.07022,0.240663,0.308427,0,0.588642,0,0,0,0.102931
3,E1(Li),1,1,4,6,7.37,1.563809,16.01916,34.41084,0.08761174,11.29564,0.267898,0.215086,0,0.681983,0,0,0,0.102931
