AtNum,Group,NumGroup,OxSt,Mult,CN,NZ,Rsd,V,S,G3,VCP,RCMTop,HD_PartOmega,B_PartOmega,C_PartOmega,N_PartOmega,O_PartOmega,F_PartOmega,Me_PartOmega
13,E13(B),13,3,4,4,4.07,1.280724,8.79944,28.80082,0.09843441,2.69605,0.039044,0.001508,0,0,0,0.966909,0.031583,0
11,E1(Li),1,1,4,6,5.66,1.521261,14.74688,34.19022,0.08294762,18.99345,0.054527,0.081264,0,0.018917,0.111135,0.76502,0,0.023664
27,E9(Co),9,2,2,6,6.02,1.303481,9.27689,26.1147,0.08302057,12.39655,0,0.022893,0,0,0.314703,0.662404,0,0
27,E9(Co),9,2,2,6,5.84,1.305619,9.32262,26.37122,0.08353579,12.34043,0,0.014275,0,0,0.307889,0.677836,0,0
29,E11(Cu),11,2,1,4,5.18,1.318373,9.59849,27.20407,0.08703941,0,0,0.013,0,0,0.376387,0.610613,0,0
29,E11(Cu),11,2,1,4,5.17,1.317871,9.58755,27.15667,0.08705543,0,0,0.029938,0,0,0.37662,0.593441,0,0
29,E11(Cu),11,2,1,4,5.2,1.313947,9.50216,27.01228,0.08668078,0,0,0.012188,0,0,0.374759,0.613053,0,0
29,E11(Cu),11,2,4,4,4.86,1.424326,12.10367,31.71004,0.09611102,0.11864,0.001411,0.028609,0,0,0.406125,0.428112,0,0.137154
29,E11(Cu),11,2,4,4,4.82,1.420594,12.00878,31.6488,0.09642023,0.07676,0.016465,0.023423,0,0,0.40843,0.430993,0,0.137154
29,E11(Cu),11,2,4,4,5.28,1.342351,10.13181,27.25099,0.08876739,0.00842,0.003171,0.247701,0,0,0.373616,0.378683,0,0
29,E11(Cu),11,2,2,4,5.26,1.337373,10.01951,27.32189,0.08869442,0,0,0.24663,0,0,0.373002,0.380368,0,0
29,E11(Cu),11,2,1,4,4.69,1.426459,12.15811,32.46651,0.09619748,0,0,0.014051,0,0,0.401736,0.426456,0,0
29,E11(Cu),11,2,4,4,4.77,1.413438,11.8282,31.06244,0.09514708,0.07759,0.002283,0.007708,0,0,0.434756,0.447888,0,0.109648
47,E11(Cu),11,1,4,5,5.52,1.575315,16.37537,35.65538,0.08379042,9.39013,0.12059,0.092547,0,0.060033,0.242176,0.536289,0,0.068955
47,E11(Cu),11,1,4,7,5.82,1.589028,16.80674,36.24719,0.08309126,25.3229,0.033122,0.034487,0,0.004994,0.229522,0.618352,0,0.112645
29,E11(Cu),11,2,1,4,5.39,1.328661,9.82496,27.65481,0.08517916,0,0,0,0,0.00093,0.370808,0.628262,0,0
65,E19(Ln),19,3,2,8,8,1.393202,11.32742,28.71724,0.08223441,22.60397,0,0,0,0,0,1,0,0
74,E6(Cr),6,6,4,6,4.28,1.210864,7.43661,23.48045,0.08610307,9.3421,0.014003,0,0,0,0,1,0,0
74,E6(Cr),6,6,4,6,4.32,1.207772,7.37977,23.34071,0.08600949,9.28833,0.012761,0,0,0,0,1,0,0
74,E6(Cr),6,6,4,6,4.3,1.210267,7.42562,23.47778,0.08620355,9.28985,0.01757,0,0,0,0,1,0,0
3,E1(Li),1,1,2,4,5.19,1.427426,12.18288,30.50657,0.08788038,3.68705,0.056037,0.311432,0,0.118069,0.542647,0,0,0.027853
3,E1(Li),1,1,2,4,5.12,1.425938,12.1448,30.38856,0.08744119,3.33096,0.064965,0.332969,0,0.095087,0.543398,0,0,0.028546
3,E1(Li),1,1,2,3,5.15,1.432766,12.32012,30.63552,0.08763976,0,0.07318,0.334406,0,0.089088,0.543421,0,0,0.033085
3,E1(Li),1,1,2,4,5.19,1.433291,12.33366,30.65206,0.08765004,3.65837,0.059723,0.317331,0,0.110669,0.540328,0,0,0.031672
3,E1(Li),1,1,2,3,5.09,1.437463,12.44166,30.90484,0.087245,0,0.066067,0.326244,0,0.105801,0.545381,0,0,0.022573
3,E1(Li),1,1,2,3,5.37,1.424394,12.10539,30.20346,0.08788956,0,0.126811,0.361751,0,0.064368,0.538035,0,0,0.035847
3,E1(Li),1,1,8,3,4.97,1.364538,10.64254,27.94527,0.08605995,0,0.071953,0.348494,0,0.032416,0.538347,0,0,0.080743
3,E1(Li),1,1,8,3,5.26,1.34872,10.2767,26.97264,0.08534731,0,0.090956,0.376834,0,0.041087,0.501336,0,0,0.080743
23,E5(V),5,4,4,6,5.75,1.260202,8.38319,25.30846,0.09190751,8.06277,0.015869,0.009011,0,0,0.302479,0.68851,0,0
23,E5(V),5,4,4,6,5.7,1.260653,8.39218,25.39935,0.09194108,8.11274,0.011274,0.007244,0,0,0.300913,0.691844,0,0
50,E14(C),14,2,2,4,5.66,1.691483,20.27178,41.57733,0.09675308,4.8581,0.57205,0.005593,0,0.157727,0.152364,0.684316,0,0
82,E14(C),14,2,2,5,6.24,1.601442,17.20373,37.05183,0.08592574,10.45527,0.308714,0.143347,0,0.058308,0.103579,0.694766,0,0
82,E14(C),14,2,2,4,6.09,1.671428,19.55923,40.9493,0.08933922,6.19221,0.397822,0,0,0.248237,0.104766,0.646997,0,0
30,E12(Zn),12,2,2,4,4.52,1.358664,10.5057,29.22552,0.08840045,3.66914,0.080962,0.193266,0,0.001037,0.371254,0.434442,0,0
25,E7(Mn),7,2,4,4,6.23,1.372611,10.83255,27.35042,0.08248303,4.37893,0.025639,0.336167,0,0,0.633987,0,0,0.029846
25,E7(Mn),7,2,8,3,4.96,1.392618,11.31317,28.95045,0.08731721,0,0.103028,0.43019,0,0,0.554887,0,0,0.014923
28,E10(Ni),10,2,4,4,5.03,1.357224,10.47233,28.28225,0.09145376,0.23828,0.041469,0.22074,0,0.000557,0.778703,0,0,0
47,E11(Cu),11,1,2,3,5.58,1.571212,16.24773,36.16935,0.08634871,0,0.226073,0.407646,0,0,0.568986,0.023369,0,0
47,E11(Cu),11,1,4,2,4.78,1.672521,19.59762,40.60412,0.08776706,0,0.111782,0.385358,0,0.503074,0,0,0.111568,0
47,E11(Cu),11,1,4,2,4.74,1.644845,18.64075,39.55814,0.08610916,0,0,0.280094,0,0.567683,0.152223,0,0,0
47,E11(Cu),11,1,4,2,4.57,1.701758,20.64344,42.9651,0.08834996,0,0,0.163356,0,0.522293,0.13608,0,0.176873,0.001399
47,E11(Cu),11,1,4,2,5.38,1.585126,16.68322,36.66865,0.08455149,0,0.078666,0.077182,0,0.182985,0.535188,0,0.203246,0.001399
26,E8(Fe),8,2,8,10,10.18,1.291947,9.03281,25.58663,0.09108265,11.8096,0.057682,0.044698,0,0.955302,0,0,0,0
28,E10(Ni),10,2,2,4,4.81,1.39899,11.46917,30.48308,0.09941814,1.18602,0.012541,0.17311,0,0.01083,0.402339,0.413721,0,0
30,E12(Zn),12,2,4,4,4.6,1.398089,11.44704,31.88378,0.09386471,3.50931,0.135741,0.018833,0,0.010105,0.409378,0.561683,0,0
30,E12(Zn),12,2,4,4,4.63,1.406006,11.6426,32.01672,0.0938059,3.50972,0.164295,0.013864,0,0.01565,0.404229,0.566258,0,0
26,E8(Fe),8,2,2,10,10.14,1.296663,9.13209,26.08399,0.09151646,11.74005,0.031795,0.036386,0,0.963614,0,0,0,0
26,E8(Fe),8,2,2,10,9.82,1.30564,9.32306,26.79559,0.09268055,11.39921,0.040784,0.026035,0,0.973965,0,0,0,0
81,E13(B),13,3,2,7,6.41,1.406791,11.66213,29.71247,0.08308318,18.7306,0.094075,0.0222,0,0,0.520934,0.456866,0,0
49,E13(B),13,3,2,6,6.21,1.36205,10.58444,27.94879,0.08343472,13.54948,0.116192,0.018266,0,0,0.508309,0.473425,0,0
31,E13(B),13,3,2,6,5.75,1.258868,8.35659,24.36627,0.08432373,10.91699,0.111765,0.015489,0,0.000001,0.47097,0.51354,0,0
46,E10(Ni),10,2,4,4,5.16,1.464161,13.14787,32.56318,0.09155684,1.48118,0.030402,0.091738,0,0,0.76185,0.146412,0,0
29,E11(Cu),11,2,2,4,5.16,1.391222,11.2792,30.23033,0.0881215,0,0,0.022537,0,0,0.770187,0,0.207276,0
29,E11(Cu),11,2,2,4,5.28,1.364511,10.64192,29.2236,0.0857101,0,0,0,0,0.000485,0.749471,0.250044,0,0
29,E11(Cu),11,2,2,4,5.26,1.380881,11.02955,29.88372,0.08647518,0,0,0,0,0.006033,0.757816,0.23615,0,0
49,E13(B),13,3,8,8,6.68,1.349426,10.29286,26.81692,0.08146981,21.55863,0.053059,0.001233,0,0.000523,0.335019,0.663225,0,0
22,E4(Ti),4,4,2,4,4.35,1.283177,8.85011,27.23827,0.09150051,2.9423,0.014206,0.089826,0,0,0,0.910174,0,0
78,E10(Ni),10,2,4,4,4.99,1.462751,13.10991,32.93029,0.09461767,0.03231,0.010632,0.040063,0,0.172218,0.787719,0,0,0
78,E10(Ni),10,2,4,4,4.87,1.462506,13.10334,32.91697,0.09452131,0.05629,0.015442,0.042588,0,0.17382,0.783592,0,0,0
78,E10(Ni),10,2,4,4,5.09,1.448809,12.7386,32.09312,0.09297103,0.06994,0.007446,0.047294,0,0.180123,0.772583,0,0,0
78,E10(Ni),10,2,4,4,4.77,1.438852,12.47777,31.80827,0.09279305,0.05423,0.019163,0.03435,0,0.18742,0.77823,0.000001,0,0
22,E4(Ti),4,4,4,5,4.94,1.265548,8.49034,25.73356,0.09068691,5.77482,0.043555,0.045888,0,0,0,0.954112,0,0
37,E1(Li),1,1,4,14,9.88,1.815791,25.07762,45.01457,0.08066441,46.04183,0.12208,0.351968,0,0.587845,0,0.060187,0,0
28,E10(Ni),10,2,1,4,4.65,1.412382,11.80171,31.06944,0.09970134,0,0,0.172314,0,0,0.397716,0.42997,0,0
29,E11(Cu),11,2,1,4,4.83,1.40546,11.62904,30.56306,0.09281369,0,0,0.077203,0,0,0.379711,0.543087,0,0
27,E9(Co),9,2,4,4,4.43,1.340744,10.09546,28.80829,0.08867913,3.42566,0.006234,0.165498,0,0.000088,0.383423,0.450992,0,0
28,E10(Ni),10,2,8,4,4.54,1.464394,13.15415,33.63214,0.10610491,0.2096,0.050893,0.150858,0,0.05184,0.797251,0.000051,0,0
82,E14(C),14,2,4,6,7.38,1.668683,19.46302,39.70743,0.08958906,10.98742,0.444414,0,0,0.111468,0.156988,0.731544,0,0
29,E11(Cu),11,2,4,4,4.83,1.429268,12.2301,31.66894,0.10236083,0.38753,0.292625,0.227833,0,0.006711,0.765456,0,0,0
4,E2(Be),2,2,2,4,4.02,1.198342,7.20827,25.98094,0.10120622,2.17015,0.024267,0.016703,0,0,0,0.983297,0,0
4,E2(Be),2,2,2,4,3.99,1.198971,7.21963,26.0094,0.10150914,2.16343,0.027711,0.011714,0,0.004386,0,0.9839,0,0
4,E2(Be),2,2,2,4,4.02,1.200407,7.2456,25.84523,0.10068509,2.1966,0.048821,0.023741,0,0,0,0.976259,0,0
4,E2(Be),2,2,2,4,4.06,1.199811,7.23481,25.98081,0.10111508,2.17473,0.019525,0.012117,0,0.007221,0,0.980662,0,0
48,E12(Zn),12,2,4,6,5.94,1.440795,12.52838,31.75945,0.0848832,15.01656,0.104064,0,0,0.049404,0,0.950596,0,0
58,E19(Ln),19,4,4,8,7.35,1.408532,11.70547,29.31795,0.08241212,23.91405,0.050869,0,0,0.000595,0,0.999405,0,0
58,E19(Ln),19,4,4,8,7.6,1.358978,10.51297,27.20963,0.08149749,21.96209,0.005363,0,0,0,0,1,0,0
58,E19(Ln),19,4,4,8,7.76,1.364443,10.64033,27.41361,0.08129748,22.54998,0.007964,0,0,0,0,1,0,0
58,E19(Ln),19,4,4,8,7.54,1.367874,10.72079,27.55398,0.0812532,22.71155,0.016176,0,0,0,0,1,0,0
27,E9(Co),9,2,2,6,5.23,1.31768,9.58337,27.40732,0.086552,11.25257,0.081264,0,0,0.009397,0,0.990603,0,0
27,E9(Co),9,2,2,6,5.52,1.335421,9.97569,27.63551,0.08666567,10.89041,0.116988,0,0,0.051017,0,0.948983,0,0
27,E9(Co),9,2,2,6,5.41,1.295216,9.10155,26.26311,0.08438791,11.62381,0.019156,0.004391,0,0,0,0.99531,0,0.000299
27,E9(Co),9,2,2,6,5.47,1.321397,9.6647,26.95127,0.08539896,11.56609,0.079905,0.039097,0,0,0,0.960604,0,0.000299
24,E6(Cr),6,3,4,6,5.93,1.213234,7.48035,22.95119,0.08334592,9.96852,0.002256,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.93,1.211998,7.45752,22.90452,0.0833482,9.93744,0.004872,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.96,1.211371,7.44595,22.88065,0.08334689,9.92217,0.00465,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.94,1.213969,7.49396,22.97906,0.08334926,9.98563,0.00611,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.95,1.21658,7.54242,23.08112,0.08337457,10.04022,0.011398,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.94,1.216622,7.54321,23.08212,0.08336521,10.04395,0.007749,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.97,1.218348,7.57535,23.14543,0.08335048,10.09336,0.005672,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.95,1.218679,7.58152,23.15992,0.08336544,10.09524,0.009238,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.95,1.217466,7.55891,23.11235,0.08335291,10.07053,0.005443,0,0,0,0,1,0,0
24,E6(Cr),6,3,4,6,5.94,1.217835,7.56579,23.12599,0.0833529,10.08092,0.007665,0,0,0,0,1,0,0
24,E6(Cr),6,2,2,4,4.97,1.417564,11.93208,31.62042,0.09079357,0,0,0,0,0.197909,0,0.802091,0,0
24,E6(Cr),6,2,2,4,5.2,1.38933,11.23323,29.45278,0.08820651,0,0,0.115899,0,0.116478,0,0.767623,0,0
24,E6(Cr),6,3,2,6,5.92,1.216597,7.54273,23.08088,0.08336159,10.0445,0.003664,0,0,0,0,1,0,0
24,E6(Cr),6,3,2,6,5.94,1.217548,7.56044,23.1187,0.0833806,10.06469,0.011053,0,0,0,0,1,0,0
29,E11(Cu),11,2,2,4,4.87,1.383654,11.09613,30.39702,0.09197388,0,0,0,0,0.188243,0,0.811757,0,0
29,E11(Cu),11,2,2,4,5.05,1.365892,10.67427,28.85256,0.09036057,0,0,0.110655,0,0.099079,0,0.790266,0,0
29,E11(Cu),11,2,2,4,5.09,1.366328,10.68447,28.72338,0.08995461,0,0,0.098603,0,0.116421,0,0.784976,0,0
29,E11(Cu),11,2,2,4,5.09,1.367472,10.71135,28.79764,0.08996225,0,0,0.093602,0,0.120793,0,0.785604,0,0
29,E11(Cu),11,2,2,4,5.09,1.368955,10.74622,28.83501,0.0899136,0,0,0.095303,0,0.119959,0,0.784738,0,0
29,E11(Cu),11,2,2,4,5.05,1.375262,10.89545,29.1908,0.090355,0,0,0.095387,0,0.114871,0,0.789742,0,0
29,E11(Cu),11,2,2,4,5.08,1.370036,10.7717,28.90302,0.08988192,0,0,0.096635,0,0.118451,0,0.784914,0,0
29,E11(Cu),11,2,2,4,5.05,1.361089,10.56204,28.51374,0.08962579,0,0,0.114415,0,0.102559,0,0.783027,0,0
29,E11(Cu),11,2,2,4,5.09,1.358862,10.51028,28.38658,0.08994716,0,0,0.110083,0,0.105289,0,0.784629,0,0
29,E11(Cu),11,2,2,4,5.07,1.35988,10.53392,28.44419,0.08999893,0,0,0.110085,0,0.104928,0,0.784987,0,0
29,E11(Cu),11,2,2,4,5.06,1.362771,10.60125,28.57629,0.09003612,0,0,0.106898,0,0.107659,0,0.785443,0,0
29,E11(Cu),11,2,2,4,5.06,1.363231,10.61198,28.6142,0.09015993,0,0,0.102305,0,0.11095,0,0.786745,0,0
29,E11(Cu),11,2,2,4,5.05,1.362351,10.59146,28.58149,0.0900368,0,0,0.10395,0,0.110262,0,0.785788,0,0
29,E11(Cu),11,2,2,4,5.08,1.361938,10.58183,28.53078,0.08986848,0,0,0.105725,0,0.110423,0,0.783852,0,0
29,E11(Cu),11,2,2,4,5.07,1.363029,10.60727,28.59542,0.0899681,0,0,0.10158,0,0.113504,0,0.784916,0,0
29,E11(Cu),11,2,2,4,5.07,1.36678,10.6951,28.74468,0.09013332,0,0,0.094447,0,0.119373,0,0.78618,0,0
29,E11(Cu),11,2,2,4,5.06,1.366341,10.68478,28.72478,0.09011036,0,0,0.093203,0,0.120804,0,0.785992,0,0
29,E11(Cu),11,2,2,4,5.06,1.36592,10.67491,28.74363,0.09025558,0,0,0.087944,0,0.124116,0,0.78794,0,0
29,E11(Cu),11,2,2,4,5.09,1.365591,10.6672,28.66105,0.08992407,0,0,0.095133,0,0.121243,0,0.783624,0,0
29,E11(Cu),11,2,2,4,5.07,1.3643,10.63697,28.65707,0.0901386,0,0,0.086223,0,0.127008,0,0.786769,0,0
29,E11(Cu),11,2,2,4,5.03,1.363112,10.60921,28.63679,0.09036315,0,0,0.08166,0,0.12925,0,0.78909,0,0
29,E11(Cu),11,2,2,4,5.08,1.361939,10.58186,28.54415,0.09000537,0,0,0.088333,0,0.126209,0,0.785458,0,0
29,E11(Cu),11,2,2,4,5.07,1.375082,10.89117,29.00115,0.09010717,0,0,0.090375,0,0.127129,0,0.782496,0,0
29,E11(Cu),11,2,2,4,5.09,1.37068,10.7869,28.89594,0.08973185,0,0,0.100226,0,0.116558,0,0.783217,0,0
29,E11(Cu),11,2,2,4,5.05,1.372916,10.83978,29.05883,0.08994669,0,0,0.09564,0,0.118199,0,0.786161,0,0
29,E11(Cu),11,2,2,4,5.04,1.372641,10.83326,28.99501,0.08994308,0,0,0.098176,0,0.116625,0,0.785199,0,0
29,E11(Cu),11,2,2,4,5.06,1.370791,10.78952,28.88783,0.08979275,0,0,0.10211,0,0.11475,0,0.78314,0,0
29,E11(Cu),11,2,2,4,5.07,1.369975,10.77028,28.88217,0.08984451,0,0,0.100657,0,0.115193,0,0.78415,0,0
29,E11(Cu),11,2,2,4,5.05,1.371281,10.8011,28.93774,0.08997595,0,0,0.09577,0,0.119099,0,0.785131,0,0
29,E11(Cu),11,2,2,4,5.06,1.370601,10.78504,28.95183,0.09000789,0,0,0.094577,0,0.119279,0,0.786145,0,0
29,E11(Cu),11,2,2,4,5.06,1.370314,10.77827,28.98288,0.08988924,0,0,0.095695,0,0.118192,0,0.786113,0,0
29,E11(Cu),11,2,2,4,5.05,1.374266,10.87178,29.14013,0.09002355,0,0,0.089551,0,0.123319,0,0.78713,0,0
29,E11(Cu),11,2,2,4,5.05,1.3737,10.85836,29.1396,0.09009594,0,0,0.086976,0,0.12483,0,0.788193,0,0
29,E11(Cu),11,2,2,4,5.04,1.372831,10.83778,29.10522,0.09006894,0,0,0.087324,0,0.124746,0,0.78793,0,0
29,E11(Cu),11,2,2,4,5.04,1.372991,10.84156,29.10476,0.09006965,0,0,0.086579,0,0.125652,0,0.787769,0,0
29,E11(Cu),11,2,2,4,5.05,1.373018,10.84219,29.11162,0.09011837,0,0,0.084358,0,0.127292,0,0.78835,0,0
29,E11(Cu),11,2,2,4,5.06,1.371576,10.80806,29.04919,0.09010283,0,0,0.0857,0,0.126147,0,0.788153,0,0
29,E11(Cu),11,2,2,4,5.06,1.371682,10.81058,29.0634,0.09012487,0,0,0.084087,0,0.127328,0,0.788585,0,0
29,E11(Cu),11,2,2,4,5.05,1.371056,10.7958,29.04127,0.09006744,0,0,0.085345,0,0.126484,0,0.788172,0,0
29,E11(Cu),11,2,2,4,5.02,1.37274,10.83561,29.09886,0.09003932,0,0,0.084565,0,0.127762,0,0.787673,0,0
29,E11(Cu),11,2,2,4,5.01,1.370245,10.77663,29.00752,0.0902298,0,0,0.082045,0,0.128452,0,0.789503,0,0
29,E11(Cu),11,2,2,4,5.09,1.362113,10.58591,28.54732,0.08986027,0,0,0.098301,0,0.117515,0,0.784184,0,0
29,E11(Cu),11,2,2,4,5.08,1.370237,10.77646,28.89272,0.0899879,0,0,0.097175,0,0.117628,0,0.785196,0,0
29,E11(Cu),11,2,2,4,5.07,1.365191,10.65783,28.7464,0.09005129,0,0,0.094437,0,0.118689,0,0.786874,0,0
29,E11(Cu),11,2,2,4,5.06,1.363959,10.629,28.69881,0.0900489,0,0,0.095064,0,0.117793,0,0.787143,0,0
29,E11(Cu),11,2,2,4,5.07,1.366478,10.68799,28.77738,0.09004253,0,0,0.096392,0,0.117028,0,0.78658,0,0
29,E11(Cu),11,2,2,4,5.06,1.369145,10.75071,28.89456,0.09012022,0,0,0.096022,0,0.116782,0,0.787196,0,0
29,E11(Cu),11,2,2,4,5.07,1.36907,10.74893,28.89161,0.09013448,0,0,0.097084,0,0.115642,0,0.787274,0,0
29,E11(Cu),11,2,2,4,5.07,1.370976,10.79389,28.95925,0.09010938,0,0,0.099123,0,0.114184,0,0.786694,0,0
29,E11(Cu),11,2,2,4,5.08,1.367687,10.71639,28.80033,0.09009479,0,0,0.101288,0,0.112444,0,0.786268,0,0
29,E11(Cu),11,2,2,4,5.06,1.370451,10.78151,28.95166,0.09021493,0,0,0.099357,0,0.112835,0,0.787809,0,0
29,E11(Cu),11,2,2,4,5.06,1.370975,10.79387,28.96346,0.09022405,0,0,0.100977,0,0.111385,0,0.787638,0,0
29,E11(Cu),11,2,2,4,5.06,1.370434,10.7811,28.93602,0.09021402,0,0,0.102596,0,0.109924,0,0.787479,0,0
29,E11(Cu),11,2,2,4,5.06,1.37184,10.81432,28.9858,0.09024245,0,0,0.102657,0,0.109778,0,0.787565,0,0
29,E11(Cu),11,2,2,4,5.06,1.37168,10.81053,28.98139,0.09028057,0,0,0.102784,0,0.109374,0,0.787842,0,0
29,E11(Cu),11,2,2,4,5.06,1.372206,10.82298,29.00793,0.09030336,0,0,0.103878,0,0.108175,0,0.787947,0,0
29,E11(Cu),11,2,2,4,5.06,1.373742,10.85936,29.08749,0.09038828,0,0,0.102042,0,0.108975,0,0.788983,0,0
29,E11(Cu),11,2,2,4,5.06,1.372637,10.83317,29.02592,0.09036888,0,0,0.104511,0,0.106979,0,0.788511,0,0
29,E11(Cu),11,2,2,4,5.06,1.373576,10.85542,29.08016,0.09045195,0,0,0.102802,0,0.107855,0,0.789343,0,0
29,E11(Cu),11,2,2,4,5.04,1.375586,10.90315,29.19088,0.09057756,0,0,0.100804,0,0.108481,0,0.790715,0,0
29,E11(Cu),11,2,2,4,5.03,1.375654,10.90476,29.29268,0.09069939,0,0,0.096833,0,0.109812,0,0.793355,0,0
29,E11(Cu),11,2,2,4,5.05,1.375795,10.90813,29.1871,0.0905511,0,0,0.104759,0,0.10506,0,0.790181,0,0
31,E13(B),13,3,4,6,5.92,1.213777,7.49041,22.97552,0.08337365,9.97232,0.002538,0,0,0,0,1,0,0
31,E13(B),13,3,4,6,5.92,1.215137,7.51561,23.03278,0.08341485,9.99092,0.003268,0,0,0,0,1,0,0
31,E13(B),13,3,4,6,5.93,1.216559,7.54202,23.084,0.08339635,10.03318,0.003688,0,0,0,0,1,0,0
31,E13(B),13,3,4,6,5.95,1.213546,7.48612,22.97029,0.08340163,9.9564,0.005679,0,0,0,0,1,0,0
31,E13(B),13,3,4,6,5.93,1.21211,7.45958,22.91509,0.08339391,9.92458,0.004285,0,0,0,0,1,0,0
31,E13(B),13,3,4,6,5.92,1.212716,7.47078,22.94049,0.08340912,9.93318,0.004347,0,0,0,0,1,0,0
31,E13(B),13,3,4,6,5.94,1.213191,7.47955,22.9555,0.08339018,9.95149,0.005938,0,0,0,0,1,0,0
49,E13(B),13,3,4,6,5.91,1.321317,9.66294,27.25115,0.08349353,12.77673,0.008783,0,0,0,0,1,0,0
49,E13(B),13,3,8,6,5.94,1.319292,9.61859,27.17478,0.0835357,12.69423,0.00641,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.93,1.163699,6.60102,21.15554,0.08365201,8.6838,0.005867,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.75,1.228703,7.77015,23.54333,0.08338672,10.35345,0.006578,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.62,1.23615,7.91228,23.85488,0.08369652,10.52225,0.014615,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.59,1.241067,8.00708,24.04087,0.08366534,10.65488,0.016726,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.62,1.237904,7.94601,23.90959,0.08355942,10.58409,0.011221,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.58,1.232233,7.83731,23.68892,0.08351296,10.42997,0.017619,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.72,1.237889,7.94573,23.90518,0.08346673,10.56676,0.012123,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.79,1.236749,7.92379,23.86291,0.08346115,10.53268,0.012065,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.87,1.237521,7.93864,23.87893,0.0833669,10.582,0.013669,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.65,1.235759,7.90479,23.8238,0.08349505,10.51895,0.012819,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.85,1.235966,7.90875,23.82257,0.08338305,10.53521,0.00861,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.78,1.239463,7.97609,23.95818,0.08339991,10.62713,0.007364,0,0,0,0,1,0,0
25,E7(Mn),7,3,2,6,5.63,1.237507,7.93838,23.89123,0.08350825,10.56972,0.012572,0,0,0,0,1,0,0
25,E7(Mn),7,3,8,6,5.59,1.239132,7.96969,23.9794,0.08382408,10.59387,0.011271,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.59,1.238636,7.96012,23.94551,0.08365734,10.5944,0.017041,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.65,1.23783,7.9446,23.90284,0.08350693,10.58144,0.013163,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.58,1.238503,7.95756,23.94146,0.0836719,10.59075,0.01736,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.64,1.237577,7.93973,23.89462,0.08352739,10.57538,0.011989,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.59,1.239235,7.97167,23.97075,0.08368056,10.60736,0.017373,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.65,1.237933,7.94657,23.90813,0.08352313,10.58451,0.011762,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.57,1.237838,7.94475,23.91523,0.0836654,10.57426,0.016712,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.66,1.238063,7.94908,23.91153,0.08350236,10.58732,0.013131,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.58,1.238161,7.95097,23.92887,0.08367762,10.58061,0.017319,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.65,1.237438,7.93704,23.88834,0.08351447,10.57164,0.012065,0,0,0,0,1,0,0
25,E7(Mn),7,3,8,6,5.83,1.234548,7.88157,23.77049,0.08340239,10.49262,0.004188,0,0,0,0,1,0,0
25,E7(Mn),7,3,4,6,5.55,1.237719,7.94245,23.9297,0.08389042,10.55721,0.016701,0,0,0,0,1,0,0
42,E6(Cr),6,3,4,6,5.95,1.284833,8.88442,25.74507,0.08337921,11.82431,0.006253,0,0,0,0,1,0,0
42,E6(Cr),6,3,4,6,5.95,1.286337,8.91565,25.80814,0.08345327,11.83697,0.015836,0.000255,0,0,0,0.999745,0,0
42,E6(Cr),6,3,4,6,5.93,1.286229,8.91341,25.79688,0.08342236,11.84638,0.007415,0.000367,0,0,0,0.999633,0,0
42,E6(Cr),6,3,4,6,5.94,1.286061,8.90991,25.79005,0.08346291,11.82357,0.010192,0.000684,0,0,0,0.999316,0,0
28,E10(Ni),10,2,4,6,5.22,1.315459,9.535,27.12276,0.08535491,11.85744,0.07196,0,0,0.015911,0,0.982419,0,0.00167
