RefCode;Element;Name;AtNum;Group;Period;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen;
434361;Cs;Cs2;55;E1;6;1;2;16;12,48;1,91775;29,5437;50,38129;0,07901024;120,261;0,00;1;
434361;Np;Np1;93;An;7;6;4;7;4,43;1,297328;9,14614;25,75926;0,08423301;15,67014;0,02;1;
434362;Cs;Cs1;55;E1;6;1;2;10;7,24;1,842813;26,21395;48,80769;0,08003317;69,752;0,00;1;
434362;Cs;Cs2;55;E1;6;1;2;16;12,59;1,921664;29,72492;50,59057;0,07901018;120,712;0,00;1;
434362;Np;Np1;93;An;7;6;4;7;4,45;1,297855;9,15729;25,78019;0,08425218;15,69114;0,02;1;
434363;Cs;Cs1;55;E1;6;1;2;10;7,25;1,84441;26,28218;48,89086;0,08004102;69,941;0,00;1;
434363;Cs;Cs2;55;E1;6;1;2;16;12,58;1,921493;29,71699;50,58868;0,07902839;120,637;0,00;1;
434363;Np;Np1;93;An;7;6;4;7;4,45;1,297562;9,15108;25,7667;0,08422154;15,67274;0,02;1;
434364;Cs;Cs1;55;E1;6;1;2;10;7,2;1,828465;25,60638;48,02912;0,07996477;68,335;0,00;1;
434364;Cs;Cs2;55;E1;6;1;2;16;12,13;1,907994;29,09508;49,86623;0,07902048;119,496;0,00;1;
434364;Np;Np1;93;An;7;6;4;7;4,46;1,296553;9,12977;25,72381;0,08422635;15,65545;0,02;1;
434365;Cs;Cs1;55;E1;6;1;2;10;7,18;1,830672;25,69922;48,14982;0,0799656;68,563;0,00;1;
434365;Cs;Cs2;55;E1;6;1;2;16;12,17;1,91123;29,24337;50,03216;0,07901146;120,059;0,00;1;
434365;Np;Np1;93;An;7;6;4;7;4,45;1,29559;9,10944;25,68721;0,08423424;15,61487;0,02;1;
434366;Cs;Cs1;55;E1;6;1;2;10;7,21;1,835091;25,88579;48,37821;0,07997551;69,039;0,00;1;
434366;Cs;Cs2;55;E1;6;1;2;16;12,22;1,914792;29,40719;50,22538;0,07901569;120,467;0,00;1;
434366;Np;Np1;93;An;7;6;4;7;4,45;1,295003;9,09706;25,66935;0,08428937;15,59647;0,02;1;
434367;Cs;Cs1;55;E1;6;1;2;10;7,17;1,836676;25,95293;48,46616;0,0799667;69,228;0,00;1;
434367;Cs;Cs2;55;E1;6;1;2;16;12,25;1,916625;29,49172;50,32254;0,07901973;120,774;0,00;1;
434367;Np;Np1;93;An;7;6;4;7;4,43;1,295678;9,11129;25,69876;0,08430883;15,62516;0,02;1;
434368;Cs;Cs1;55;E1;6;1;2;10;7,18;1,839934;26,09127;48,64351;0,07998882;69,541;0,00;1;
434368;Cs;Cs2;55;E1;6;1;2;16;12,3;1,920008;29,64817;50,4992;0,07901805;121,233;0,00;1;
434368;Np;Np1;93;An;7;6;4;7;4,44;1,296926;9,13765;25,74643;0,08429305;15,67167;0,02;1;
434369;Cs;Cs1;55;E1;6;1;2;10;7,22;1,84067;26,1226;48,67952;0,07998416;69,594;0,00;1;
434369;Cs;Cs2;55;E1;6;1;2;16;12,32;1,920449;29,66861;50,52205;0,07901672;121,355;0,00;1;
434369;Np;Np1;93;An;7;6;4;7;4,43;1,296039;9,1189;25,71718;0,08434124;15,63341;0,02;1;
434370;Cs;Cs1;55;E1;6;1;2;10;7,19;1,841724;26,16752;48,73966;0,07998783;69,72;0,00;1;
434370;Cs;Cs2;55;E1;6;1;2;16;12,32;1,921899;29,73585;50,59936;0,07901514;121,503;0,00;1;
434370;Np;Np1;93;An;7;6;4;7;4,43;1,297548;9,15079;25,7728;0,08430528;15,6996;0,02;1;
434371;Cs;Cs1;55;E1;6;1;2;10;7,17;1,825019;25,46189;47,8131;0,07989692;68,159;0,01;1;
434371;Cs;Cs2;55;E1;6;1;2;16;11,89;1,902755;28,85609;49,59523;0,07906048;119,551;0,00;1;
434371;Np;Np1;93;An;7;6;4;7;4,48;1,293955;9,07498;25,60131;0,08405378;15,60397;0,02;1;
434372;Cs;Cs1;55;E1;6;1;2;10;7,17;1,827519;25,56668;47,93995;0,07987259;68,446;0,00;1;
434372;Cs;Cs2;55;E1;6;1;2;16;11,84;1,905414;28,97724;49,73157;0,07904363;120,107;0,00;1;
434372;Np;Np1;93;An;7;6;4;7;4,44;1,292315;9,04053;25,55254;0,08419054;15,54172;0,02;1;
434373;Cs;Cs1;55;E1;6;1;2;10;7,17;1,831733;25,74397;48,15842;0,07987093;68,95;0,00;1;
434373;Cs;Cs2;55;E1;6;1;2;16;11,84;1,907928;29,09209;49,87685;0,07906707;120,445;0,00;1;
434373;Np;Np1;93;An;7;6;4;7;4,42;1,292096;9,03593;25,55356;0,08427658;15,52632;0,02;1;
434374;Cs;Cs1;55;E1;6;1;2;10;7,18;1,833088;25,8011;48,23257;0,07987349;69,067;0,00;1;
434374;Cs;Cs2;55;E1;6;1;2;16;11,87;1,910612;29,21503;50,00611;0,07904084;120,86;0,00;1;
434374;Np;Np1;93;An;7;6;4;7;4,42;1,29281;9,05092;25,57693;0,08422864;15,55981;0,02;1;
759994;Mo;Mo1;42;E6;5;6;4;6;4,4;1,21309;7,4777;23,40146;0,08571452;9,72676;0,05;0,999822;
759994;Mo;Mo10;42;E6;5;6;4;6;4,39;1,210699;7,43357;23,33178;0,08604806;9,68873;0,05;0,999027;
759994;Mo;Mo11;42;E6;5;6;4;6;4,37;1,216489;7,54074;23,59313;0,0859426;9,77906;0,05;0,999997;
759994;Mo;Mo12;42;E6;5;6;4;6;4,41;1,213898;7,49265;23,42697;0,08592859;9,73056;0,05;0,998006;
759994;Mo;Mo13;42;E6;5;6;4;6;4,4;1,211974;7,45708;23,43881;0,08611176;9,67153;0,05;0,999963;
759994;Mo;Mo14;42;E6;5;5;4;6;4,42;1,214604;7,50573;23,51291;0,08606331;9,72871;0,04;0,999429;
759994;Mo;Mo15;42;E6;5;5;4;6;4,39;1,211481;7,44798;23,4104;0,08613892;9,67792;0,05;0,999948;
759994;Mo;Mo16;42;E6;5;5;4;6;4,38;1,212181;7,4609;23,43929;0,08611135;9,68146;0,05;0,999673;
759994;Mo;Mo17;42;E6;5;5;4;6;4,44;1,209893;7,41872;23,28534;0,08574925;9,65107;0,04;0,999757;
759994;Mo;Mo18;42;E6;5;5;4;6;4,44;1,213765;7,49018;23,44309;0,08588735;9,72287;0,04;0,99908;
759994;Mo;Mo2;42;E6;5;6;4;6;4,4;1,215032;7,51366;23,49381;0,08588572;9,78161;0,05;0,999729;
759994;Mo;Mo3;42;E6;5;6;4;6;4,39;1,215827;7,52841;23,54107;0,08594126;9,7861;0,05;0,999506;
759994;Mo;Mo4;42;E6;5;6;4;6;4,42;1,213383;7,48312;23,43314;0,08578996;9,69922;0,05;0,999859;
759994;Mo;Mo5;42;E6;5;6;4;6;4,39;1,215204;7,51685;23,48428;0,08576667;9,73636;0,04;0,998856;
759994;Mo;Mo6;42;E6;5;6;4;6;4,43;1,212891;7,47402;23,3648;0,08578506;9,66702;0,04;0,997643;
759994;Mo;Mo7;42;E6;5;6;4;6;4,44;1,210515;7,43018;23,24878;0,08593197;9,69878;0,06;0,996959;
759994;Mo;Mo8;42;E6;5;6;4;6;4,39;1,213749;7,48989;23,41014;0,08568807;9,75515;0,05;0,999307;
759994;Mo;Mo9;42;E6;5;6;4;6;4,39;1,214688;7,50728;23,52884;0,08608886;9,76475;0,05;0,999986;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
