RefCode;Element;Name;AtNum;Group;Period;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen;
171631;Cu;Cu2;29;E11;4;2;2;4;4,86;1,387234;11,18246;29,86197;0,09250536;0,274;0,16;0,968344;
171631;Na;Na1;11;E1;3;1;2;7;5,92;1,496264;14,03181;33,34099;0,08352137;21,124;0,05;0,959514;
171632;Cu;Cu1;29;E11;4;2;1;4;4,12;1,225581;7,71107;25,89083;0,09583985;0;0,02;0,996719;
171632;Cu;Cu2;29;E11;4;2;2;4;5,08;1,353599;10,38863;28,90696;0,0879836;0,293;0,00;0,998238;
171632;Na;Na1;11;E1;3;1;2;7;6;1,491546;13,89949;33,07536;0,08341285;20,727;0,05;0,957821;
171799;Ca;Ca1;20;E2;4;2;4;7;4,13;1,255372;8,28717;27,13932;0,09688691;18,941;0,10;1;
171799;Ti;Ti1;22;E4;4;4;4;6;6,5;1,470512;13,31968;31,52102;0,08295767;10,07303;0,08;1;
171880;Dy;Dy1;66;Ln;6;3;2;8;6,78;1,414914;11,86531;29,69756;0,08200768;24,062;0,02;1;
171880;Dy;Dy2;66;Ln;6;3;2;9;7,29;1,429732;12,24202;29,83893;0,08298779;31,215;0,10;1;
171880;Dy;Dy3;66;Ln;6;3;2;8;6,5;1,414871;11,86422;29,44408;0,08209544;24,717;0,10;1;
171880;Dy;Dy4;66;Ln;6;3;2;9;5,98;1,424519;12,10859;30,3012;0,08312181;30,112;0,04;1;
171880;Dy;Dy5;66;Ln;6;3;2;8;6,26;1,40353;11,58119;29,20909;0,08164131;23,949;0,02;1;
171880;Dy;Dy6;66;Ln;6;3;2;8;6,95;1,415694;11,88494;29,44732;0,08200035;24,215;0,07;1;
172363;Gd;Gd1;64;Ln;6;3;2;9;7,48;1,401143;11,52222;28,42749;0,08027112;29,21419;0,04;1;
172385;Co;Co3;27;E9;4;2;2;6;5,27;1,224714;7,69471;23,0466;0,08406463;10,2105;0,00;0,960816;
172385;Co;Co1;27;E9;4;2;4;6;3,97;1,352423;10,36159;27,49091;0,08615775;13,953;0,18;0,839707;
172385;Co;Co2;27;E9;4;2;4;5;4,66;1,219198;7,59121;22,61251;0,08562525;5,213;0,09;0,758092;
172422;Mn;Mn1;25;E7;4;4;8;6;5,74;1,186339;6,99384;22,04913;0,0841851;9,055;0,04;1;
172422;Mn;Mn2;25;E7;4;3;8;6;5,19;1,249409;8,16964;24,47299;0,08431485;10,672;0,03;1;
172422;Mn;Mn3;25;E7;4;3;8;6;5,57;1,250328;8,18768;24,47869;0,08444349;10,759;0,03;1;
172566;Sm;Sm1;62;Ln;6;3;4;10;7,2;1,430977;12,27401;29,1979;0,07966905;34,16315;0,01;0,989971;
172583;Ti;Ti1;22;E4;4;4;4;6;4,45;1,229992;7,79463;23,99253;0,08521685;9,98554;0,03;0,998054;
172583;Li;Li1;3;E1;2;1;4;6;5,45;1,337688;10,02658;27,97369;0,08670516;11,711;0,00;0,994441;
172808;Nd;Nd1;60;Ln;6;3;2;9;5,99;1,460847;13,0588;30,97686;0,08115142;32,58715;0,06;0,999986;
172808;Ti;Ti1;22;E4;4;4;2;5;4,49;1,241753;8,02037;24,70936;0,08709876;5,24048;0,02;0,992456;
172985;K;K1;19;E1;4;1;1;12;8,55;1,689019;20,18329;40,17001;0,08015236;67,75455;0,00;0,978123;
172989;Rb;Rb1;37;E1;5;1;1;12;8,42;1,738231;21,99942;42,72256;0,08013985;72,31081;0,00;0,990513;
173806;K;K1;19;E1;4;1;4;8;8,76;1,677457;19,77164;40,55429;0,0806508;40,56211;0,00;0,829022;
173807;K;K1;19;E1;4;1;4;8;10,37;1,659993;19,16054;39,43343;0,0801839;40,4921;0,00;0,733683;
174300;Tl;Tl1;81;E13;6;1;4;8;7,4;1,765451;23,0492;44,1495;0,08119972;45,96104;0,08;0,76842;
180793;Al;Al1;13;E13;3;3;4;4;4,03;1,246;8,10294;27,0705;0,09775121;2,49768;0,03;0,961103;
183130;Gd;Gd1;64;Ln;6;3;4;10;6,91;1,419919;11,99165;28,77539;0,07971994;33,32586;0,02;0,988614;
183435;Ga;Ga1;31;E13;4;3;2;4;4,38;1,312271;9,46583;28,37533;0,09184159;3,107;0,02;0,959098;
183436;Ga;Ga1;31;E13;4;3;2;4;4,4;1,314186;9,50735;28,40749;0,09166266;3,126;0,02;0,960054;
183816;U;U1;92;An;7;6;6;8;4,52;1,307899;9,37154;25,8497;0,08380599;18,31907;0,00;1;
183822;Zr;Zr1;40;E4;5;4;12;6;5,57;1,255901;8,29764;24,67549;0,08370574;10,92241;0,02;1;
183822;Na;Na1;11;E1;3;1;6;6;7,01;1,651383;18,86392;40,70247;0,08756984;17,181;0,00;1;
184612;Pb;Pb1;82;E14;6;2;3;10;8,04;1,611563;17,53196;36,7255;0,08419399;47,77458;0,29;0,966488;
184612;Pt;Pt1;78;E10;6;4;3;6;5,91;1,239421;7,97526;23,95716;0,08337857;10,61856;0,01;1;
187004;K;K1;19;E1;4;1;4;8;8,67;1,669693;19,49838;40,224;0,08065215;40,07716;0,00;0,85557;
187005;K;K1;19;E1;4;1;4;8;8,7;1,653808;18,94714;39,46012;0,08059198;39,03019;0,00;0,852563;
187007;K;K1;19;E1;4;1;4;8;8,69;1,641645;18,53218;38,88186;0,08054216;38,32523;0,00;0,851605;
187009;K;K1;19;E1;4;1;4;8;8,65;1,639461;18,4583;38,77307;0,08055814;38,10743;0,00;0,850197;
187010;K;K1;19;E1;4;1;4;8;8,68;1,643643;18,59992;38,96727;0,0806095;38,25077;0,00;0,84976;
187011;K;K1;19;E1;4;1;4;8;8,62;1,63498;18,30736;38,5653;0,08055833;37,81743;0,00;0,852259;
187012;K;K1;19;E1;4;1;4;8;8,68;1,625682;17,99679;38,12962;0,08053372;37,26706;0,00;0,854325;
187760;K;K1;19;E1;4;1;2;8;9,29;1,732663;21,78869;42,98846;0,08104366;38,91283;0,00;0,861027;
187760;Sr;Sr1;38;E2;5;2;8;7;7,53;1,522167;14,77322;33,61126;0,082358;23,36975;0,10;0,800693;
188087;Al;Al1;13;E13;3;3;4;6;5,52;1,185433;6,97781;21,79331;0,0839481;9,10428;0,02;0,97467;
188087;Al;Al2;13;E13;3;3;4;6;5,46;1,184056;6,95352;21,84799;0,08408298;9,08133;0,01;0,986417;
188087;Al;Al3;13;E13;3;3;4;6;5,74;1,186299;6,99311;21,72333;0,08360055;9,12932;0,02;0,966222;
188087;Na;Na1;11;E1;3;1;4;9;7,55;1,521643;14,75799;32,85568;0,08123645;33,55653;0,09;0,884749;
188681;Co;Co1;27;E9;4;2;4;6;5,97;1,289441;8,98035;25,29765;0,08278703;12,10728;0,01;0,929543;
189146;Bi;Bi1;83;E15;6;3;16;5;5,8;1,53233;15,07112;34,43198;0,08871899;7,68934;0,34;0,829342;
189146;Fe;Fe1;26;E8;4;3;8;6;5,7;1,253338;8,24694;24,56918;0,08381111;10,81557;0,00;1;
189146;Fe;Fe2;26;E8;4;3;8;4;4,03;1,367806;10,71919;31,80358;0,09502953;3,4089;0,04;0,984238;
189146;Fe;Fe3;26;E8;4;3;4;6;5,92;1,265509;8,48954;25,22322;0,08482587;10,55355;0,00;1;
190655;Zr;Zr2;40;E4;5;4;4;6;5,54;1,294182;9,07977;26,56076;0,08648193;10,82194;0,06;1;
190655;Li;Li1;3;E1;2;1;4;2;4,12;1,516317;14,60356;34,69026;0,10053976;0;0,46;0,904711;
190655;Zr;Zr1;40;E4;5;4;4;6;5,1;1,355989;10,44376;28,6964;0,08813738;13,307;0,21;0,938266;
190657;Zr;Zr1;40;E4;5;4;12;6;5,31;1,259756;8,37428;24,9848;0,08438346;10,71553;0,01;1;
190657;Li;Li1;3;E1;2;1;6;6;6,28;1,510791;14,44448;36,03444;0,09007315;13,646;0,00;1;
194797;K;K1;19;E1;4;1;6;6;8,07;1,680955;19,89558;40,91259;0,08465695;17,589;0,00;1;
194797;Zr;Zr1;40;E4;5;4;12;6;5,65;1,33876;10,05072;28,16055;0,08456444;12,76305;0,06;1;
194799;Rb;Rb1;37;E1;5;1;6;12;9,58;1,800764;24,46013;46,06965;0,08197424;75,676;0,00;0,998862;
194799;Zr;Zr1;40;E4;5;4;12;6;6;1,283894;8,86494;25,75516;0,08388462;11,62885;0,06;1;
194801;Zr;Zr1;40;E4;5;4;12;6;5,98;1,286797;8,92522;25,91358;0,0840869;11,56323;0,05;1;
194801;Cs;Cs1;55;E1;6;1;6;12;10,83;1,825789;25,49413;46,93139;0,08064312;78,623;0,00;0,998571;
195409;Al;Al1;13;E13;3;3;1;6;6;1,184555;6,96233;21,9423;0,08372663;9,08941;0,00;1;
195409;Pb;Pb1;82;E14;6;2;2;3;5,56;1,756205;22,68893;44,00531;0,08800976;0;0,43;0,614879;
196171;Sc;Sc1;21;E3;4;3;6;6;6;1,27954;8,77507;25,53947;0,08342244;11,66344;0,00;1;
196433;Mg;Mg1;12;E2;3;2;8;6;4,51;1,218356;7,5755;23,03992;0,08818291;8,561;0,17;0,999942;
196433;Mg;Mg2;12;E2;3;2;8;7;4,89;1,427605;12,18746;31,28462;0,09213457;20,27;0,28;0,917215;
196434;Mg;Mg1;12;E2;3;2;8;7;4,55;1,218744;7,58274;23,05599;0,0880781;12,206;0,16;0,999977;
196434;Mg;Mg2;12;E2;3;2;8;7;4,91;1,431082;12,27671;31,43995;0,09211079;20,399;0,28;0,917272;
196435;Mg;Mg1;12;E2;3;2;8;6;5,67;1,296606;9,13089;26,07333;0,08373417;11,948;0,03;0,999992;
196435;Mg;Mg2;12;E2;3;2;8;6;5,12;1,346167;10,21845;28,15016;0,08675023;12,328;0,13;0,999992;
196436;Mg;Mg1;12;E2;3;2;4;6;5,46;1,29769;9,1538;26,2417;0,08400627;11,926;0,03;0,999699;
196436;Mg;Mg2;12;E2;3;2;4;6;5,34;1,342517;10,13557;28,12119;0,08665909;12,196;0,13;0,999882;
196437;Mg;Mg1;12;E2;3;2;4;6;5,44;1,299874;9,2001;26,32475;0,08397834;12,001;0,03;0,999667;
196437;Mg;Mg2;12;E2;3;2;4;6;5,33;1,344038;10,17005;28,18139;0,08663765;12,251;0,13;0,999843;
196438;Mg;Mg1;12;E2;3;2;4;6;5,33;1,297283;9,1452;26,19299;0,08424416;11,951;0,01;1;
196438;Mg;Mg2;12;E2;3;2;4;6;5,07;1,322574;9,69054;26,91086;0,08524866;12,533;0,11;1;
200515;Rb;Rb1;37;E1;5;1;4;8;9,53;1,748543;22,39325;43,81193;0,08063998;45,62608;0,00;0,738595;
200812;Zn;Zn1;30;E12;4;2;2;6;6,14;1,296545;9,1296;25,68126;0,0829724;12,26018;0,00;0,941869;
200812;Na;Na1;11;E1;3;1;4;6;5,79;1,512966;14,50696;33,94897;0,08409855;18,122;0,13;0,865387;
200888;Rb;Rb1;37;E1;5;1;4;8;8,29;1,761855;22,90865;44,55357;0,08080081;45,72086;0,00;0,864262;
200889;Rb;Rb1;37;E1;5;1;4;8;8,28;1,748434;22,38908;43,88111;0,0807369;44,94952;0,00;0,866038;
201118;K;K1;19;E1;4;1;4;8;8,08;1,657024;19,05791;39,48821;0,08058273;38,95681;0,00;0,881312;
201119;K;K1;19;E1;4;1;4;8;8,24;1,679645;19,8491;40,57216;0,08065892;40,5029;0,00;0,883676;
201166;Cs;Cs1;55;E1;6;1;4;8;8,04;1,865361;27,18799;50,06797;0,08087506;54,20582;0,00;0,865521;
201167;Cs;Cs1;55;E1;6;1;4;8;8,02;1,864252;27,13955;50,02441;0,08088889;54,10357;0,00;0,867454;
201370;K;K1;19;E1;4;1;4;8;8,22;1,66626;19,37835;39,95471;0,0806494;39,68568;0,00;0,889002;
201371;K;K1;19;E1;4;1;4;8;8,24;1,67769;19,77989;40,49131;0,08066507;40,38987;0,00;0,885865;
201372;K;K1;19;E1;4;1;4;8;8,52;1,669664;19,49737;40,09248;0,08055488;40,0986;0,00;0,862959;
201373;K;K1;19;E1;4;1;4;8;8,53;1,680212;19,86924;40,59498;0,08058669;40,73136;0,00;0,860388;
201374;K;K1;19;E1;4;1;4;8;8,26;1,676878;19,75119;40,44052;0,08064352;40,36469;0,00;0,884548;
201375;K;K1;19;E1;4;1;4;8;8,11;1,638526;18,42675;38,63342;0,08057129;37,89753;0,00;0,889512;
201376;K;K1;19;E1;4;1;4;8;8,53;1,673479;19,63132;40,28268;0,08057055;40,32674;0,00;0,86375;
201377;K;K1;19;E1;4;1;4;8;8,39;1,634782;18,30071;38,4322;0,08046746;37,85745;0,00;0,867963;
202419;Pb;Pb1;82;E14;6;2;2;6;7,29;1,588965;16,80472;36,34169;0,08494103;16,8496;0,30;0,88216;
202556;K;K1;19;E1;4;1;4;8;8,24;1,677611;19,7771;40,48706;0,08066389;40,38656;0,00;0,885823;
203212;Mg;Mg1;12;E2;3;2;1;6;6,24;1,307332;9,35936;26,32898;0,08393168;11,95982;0,00;0,961938;
203213;Mg;Mg1;12;E2;3;2;1;6;6,24;1,305088;9,31125;26,23657;0,08396409;11,87752;0,00;0,961501;
230262;Al;Al1;13;E13;3;3;16;6;6,32;1,186268;6,99258;21,52124;0,08310151;9,2647;0,00;0,949213;
230262;Ca;Ca1;20;E2;4;2;24;8;7,82;1,46506;13,17209;31,26873;0,08140987;26,046;0,00;0,934685;
230263;Al;Al1;13;E13;3;3;16;6;6,31;1,18609;6,98943;21,52774;0,08314742;9,24832;0,00;0,951268;
230263;Ca;Ca1;20;E2;4;2;24;8;7,84;1,459903;13,03349;31,03514;0,08138661;25,4791;0,00;0,931968;
230264;Al;Al1;13;E13;3;3;16;6;6,28;1,186021;6,9882;21,55478;0,0831933;9,24064;0,00;0,955168;
230264;Ca;Ca1;20;E2;4;2;24;8;7,84;1,459333;13,01823;31,01739;0,08138418;25,76;0,00;0,93055;
237517;Ba;Ba1;56;E2;6;2;4;12;10,36;1,617204;17,71672;36,36041;0,07917989;62,83465;0,07;0,998933;
237517;Ba;Ba2;56;E2;6;2;4;10;7,87;1,652446;18,90038;38,00695;0,0799558;47,49584;0,09;0,946385;
237517;Ta;Ta1;73;E5;6;5;4;7;4,67;1,241298;8,01155;23,44567;0,08253757;13,77642;0,04;1;
237770;Mn;Mn1;25;E7;4;2;3;4;4,56;1,456685;12,94749;33,62727;0,09158659;4,15786;0,14;0,982842;
237770;Mn;Mn2;25;E7;4;2;3;4;4,54;1,470531;13,32021;34,73692;0,0930449;3,96339;0,08;0,962742;
237770;Mn;Mn3;25;E7;4;2;3;4;4,53;1,400023;11,49461;31,60723;0,08970246;3,9482;0,07;0,993237;
237770;Mn;Mn4;25;E7;4;2;3;4;4,49;1,455145;12,90647;34,33043;0,09133978;4,19642;0,15;0,994086;
237770;Mn;Mn5;25;E7;4;2;3;4;4,5;1,410909;11,76483;31,94345;0,08975061;3,92744;0,06;0,997692;
237770;Mn;Mn6;25;E7;4;2;3;4;4,22;1,439216;12,48723;33,47366;0,09191575;3,99317;0,10;0,979531;
237770;Mn;Mn7;25;E7;4;2;3;4;4,71;1,409373;11,72645;31,93495;0,08862422;4,20076;0,09;0,998288;
237770;Pb;Pb1;82;E14;6;2;3;8;6,99;1,635628;18,32915;38,80395;0,08622316;35,81755;0,32;0,983729;
237770;Pb;Pb2;82;E14;6;2;3;9;5,65;1,693961;20,36098;41,79761;0,08429658;45,26466;0,17;0,964911;
237770;Pb;Pb3;82;E14;6;2;3;8;5,99;1,594839;16,99179;37,12336;0,08486441;32,16655;0,25;0,999154;
237770;Pb;Pb4;82;E14;6;2;3;8;6,05;1,651536;18,86918;39,86716;0,0857602;32,0168;0,26;0,994087;
237770;Pb;Pb5;82;E14;6;2;3;8;6,24;1,587471;16,75737;37,09783;0,08539482;33,46675;0,27;1;
237770;Pb;Pb6;82;E14;6;2;3;8;6,62;1,668059;19,4412;40,02235;0,08582698;36,5746;0,31;0,978816;
237770;Pb;Pb7;82;E14;6;2;3;9;6,09;1,649981;18,81591;39,81329;0,08423918;41,25082;0,22;0,998412;
237771;Mn;Mn1;25;E7;4;2;3;4;4,56;1,456685;12,94749;33,62727;0,09158659;4,15786;0,14;0,982842;
237771;Mn;Mn2;25;E7;4;2;3;4;4,54;1,470531;13,32021;34,73692;0,0930449;3,96339;0,08;0,962742;
237771;Mn;Mn3;25;E7;4;2;3;4;4,53;1,400023;11,49461;31,60723;0,08970246;3,9482;0,07;0,993237;
237771;Mn;Mn4;25;E7;4;2;3;4;4,49;1,455145;12,90647;34,33043;0,09133978;4,19642;0,15;0,994086;
237771;Mn;Mn5;25;E7;4;2;3;4;4,5;1,410909;11,76483;31,94345;0,08975061;3,92744;0,06;0,997692;
237771;Mn;Mn6;25;E7;4;2;3;4;4,22;1,439216;12,48723;33,47366;0,09191575;3,99317;0,10;0,979531;
237771;Mn;Mn7;25;E7;4;2;3;4;4,71;1,409373;11,72645;31,93495;0,08862422;4,20076;0,09;0,998288;
237771;Pb;Pb1;82;E14;6;2;3;8;6,99;1,635628;18,32915;38,80395;0,08622316;35,81755;0,32;0,983729;
237771;Pb;Pb2;82;E14;6;2;3;9;5,65;1,693961;20,36098;41,79761;0,08429658;45,26466;0,17;0,964911;
237771;Pb;Pb3;82;E14;6;2;3;8;5,99;1,594839;16,99179;37,12336;0,08486441;32,16655;0,25;0,999154;
237771;Pb;Pb4;82;E14;6;2;3;8;6,05;1,651536;18,86918;39,86716;0,0857602;32,0168;0,26;0,994087;
237771;Pb;Pb5;82;E14;6;2;3;8;6,24;1,587471;16,75737;37,09783;0,08539482;33,46675;0,27;1;
237771;Pb;Pb6;82;E14;6;2;3;8;6,62;1,668059;19,4412;40,02235;0,08582698;36,5746;0,31;0,978816;
237771;Pb;Pb7;82;E14;6;2;3;9;6,09;1,649981;18,81591;39,81329;0,08423918;41,25082;0,22;0,998412;
237772;Mn;Mn1;25;E7;4;2;3;4;4,56;1,456685;12,94749;33,62727;0,09158659;4,15786;0,14;0,982842;
237772;Mn;Mn2;25;E7;4;2;3;4;4,54;1,470531;13,32021;34,73692;0,0930449;3,96339;0,08;0,962742;
237772;Mn;Mn3;25;E7;4;2;3;4;4,53;1,400023;11,49461;31,60723;0,08970246;3,9482;0,07;0,993237;
237772;Mn;Mn4;25;E7;4;2;3;4;4,49;1,455145;12,90647;34,33043;0,09133978;4,19642;0,15;0,994086;
237772;Mn;Mn5;25;E7;4;2;3;4;4,5;1,410909;11,76483;31,94345;0,08975061;3,92744;0,06;0,997692;
237772;Mn;Mn6;25;E7;4;2;3;4;4,22;1,439216;12,48723;33,47366;0,09191575;3,99317;0,10;0,979531;
237772;Mn;Mn7;25;E7;4;2;3;4;4,71;1,409373;11,72645;31,93495;0,08862422;4,20076;0,09;0,998288;
237772;Pb;Pb1;82;E14;6;2;3;8;6,99;1,635628;18,32915;38,80395;0,08622316;35,81755;0,32;0,983729;
237772;Pb;Pb2;82;E14;6;2;3;9;5,65;1,693961;20,36098;41,79761;0,08429658;45,26466;0,17;0,964911;
237772;Pb;Pb3;82;E14;6;2;3;8;5,99;1,594839;16,99179;37,12336;0,08486441;32,16655;0,25;0,999154;
237772;Pb;Pb4;82;E14;6;2;3;8;6,05;1,651536;18,86918;39,86716;0,0857602;32,0168;0,26;0,994087;
237772;Pb;Pb5;82;E14;6;2;3;8;6,24;1,587471;16,75737;37,09783;0,08539482;33,46675;0,27;1;
237772;Pb;Pb6;82;E14;6;2;3;8;6,62;1,668059;19,4412;40,02235;0,08582698;36,5746;0,31;0,978816;
237772;Pb;Pb7;82;E14;6;2;3;9;6,09;1,649981;18,81591;39,81329;0,08423918;41,25082;0,22;0,998412;
237783;Cr;Cr1;24;E6;4;5;2;8;7,58;1,150726;6,3827;20,0743;0,08301869;11,13022;0,00;1;
239047;Ca;Ca1;20;E2;4;2;4;6;6,2;1,466851;13,22047;32,36087;0,08335195;16,98738;0,07;0,980824;
239047;Ca;Ca2;20;E2;4;2;2;6;6,04;1,438984;12,4812;31,43056;0,08320154;16,12974;0,00;0,938624;
239794;Sc;Sc1;21;E3;4;3;8;6;5,88;1,299926;9,20119;26,36395;0,08358391;12,13945;0,03;0,99902;
239794;Li;Li1;3;E1;2;1;8;4;4,86;1,455254;12,90936;34,1711;0,09677879;3,464;0,11;0,99902;
240473;Zn;Zn1;30;E12;4;2;36;4;4,29;1,401483;11,53061;32,6976;0,0936946;3,82075;0,07;0,923779;
240491;Fe;Fe1;26;E8;4;3;4;6;4,91;1,272751;8,63614;25,33024;0,08516768;10,796;0,05;1;
240491;Fe;Fe2;26;E8;4;3;4;6;5,12;1,260758;8,39429;25,02711;0,08524275;10,595;0,05;1;
240896;Nd;Nd1;60;Ln;6;3;4;10;7,21;1,442175;12,56442;29,66254;0,07965375;34,94009;0,01;0,991976;
240977;Na;Na1;11;E1;3;1;2;6;7,06;1,479051;13,55309;31,9201;0,08262188;16,37478;0,00;0,849367;
241832;Fe;Fe1;26;E8;4;3;6;6;5,29;1,28218;8,82948;25,86901;0,0846864;11,34979;0,05;0,998517;
241832;In;In1;49;E13;5;3;6;6;5,32;1,374077;10,8673;28,84892;0,08636278;12,73114;0,15;0,998517;
241833;Fe;Fe1;26;E8;4;3;6;6;5,35;1,273006;8,64131;25,45465;0,08437652;11,20085;0,04;0,998545;
241833;In;In1;49;E13;5;3;6;6;5,31;1,373603;10,85605;28,73229;0,08617913;12,68615;0,14;0,998545;
241834;Fe;Fe1;26;E8;4;3;6;6;5,28;1,273724;8,65595;25,54913;0,08477682;11,09026;0,05;0,998873;
241834;In;In1;49;E13;5;3;6;6;5,44;1,376473;10,92426;28,79052;0,08638163;12,67088;0,16;0,998873;
241866;Ge;Ge1;32;E14;4;4;6;4;4,2;1,253835;8,25676;27,12669;0,09506448;2,63531;0,02;0,998065;
241866;Ge;Ge2;32;E14;4;4;2;6;6;1,161031;6,55571;21,02155;0,08337091;8,72863;0,00;1;
241866;Li;Li1;3;E1;2;1;3;4;5,15;1,369374;10,75611;29,2508;0,08842907;0;0,00;0,997668;
241866;Rb;Rb1;37;E1;5;1;1;6;7,03;1,847376;26,40914;49,86148;0,0819431;36,46725;0,00;0,990244;
242125;Mg;Mg1;12;E2;3;2;4;6;5,99;1,274342;8,66855;24,9808;0,08307992;11,61477;0,00;0,964666;
242125;Na;Na1;11;E1;3;1;4;6;5,91;1,449119;12,74679;33,13045;0,08546058;15,42975;0,02;0,997578;
242125;U;U1;92;An;7;6;8;8;4,58;1,309231;9,4002;25,85713;0,08348477;18,47876;0,01;1;
242125;U;U2;92;An;7;6;4;8;4,59;1,305717;9,32473;25,72485;0,08354842;18,26961;0,00;1;
242127;Co;Co1;27;E9;4;2;4;6;6,26;1,280494;8,79471;24,68652;0,08240496;12,02577;0,00;0,88855;
242127;Na;Na1;11;E1;3;1;4;6;5,9;1,462816;13,11168;33,87355;0,08556328;15,83453;0,01;0,999977;
242127;U;U1;92;An;7;6;8;8;4,54;1,306788;9,34769;25,78467;0,08365533;18,35332;0,00;1;
242127;U;U2;92;An;7;6;4;8;4,54;1,304081;9,28971;25,68774;0,08374044;18,17806;0,00;1;
242128;Na;Na1;11;E1;3;1;4;6;5,92;1,45998;13,03556;33,7199;0,08543864;15,80439;0,02;1;
242128;Ni;Ni1;28;E10;4;2;4;6;6,34;1,264547;8,4702;24,34867;0,08274211;11,42867;0,00;0,931733;
242128;U;U1;92;An;7;6;8;8;4,55;1,307834;9,37015;25,82366;0,08363329;18,38878;0,00;1;
242128;U;U2;92;An;7;6;4;8;4,57;1,308179;9,37758;25,83656;0,08363121;18,33917;0,00;1;
242129;Na;Na1;11;E1;3;1;4;6;5,92;1,461414;13,07399;33,77195;0,08549509;15,82012;0,02;0,999394;
242129;U;U1;92;An;7;6;8;8;4,54;1,308378;9,38184;25,8475;0,08364956;18,40963;0,00;1;
242129;U;U2;92;An;7;6;4;8;4,55;1,305861;9,3278;25,75109;0,08369128;18,25279;0,00;1;
242129;Zn;Zn1;30;E12;4;2;4;6;6,46;1,282952;8,84545;24,84119;0,0825512;12,00416;0,00;0,903096;
243434;Mg;Mg1;12;E2;3;2;4;6;5,76;1,284506;8,87764;25,49431;0,08324489;11,84059;0,01;0,976081;
243441;Mg;Mg1;12;E2;3;2;4;6;5,74;1,285906;8,90669;25,46071;0,08305154;11,93046;0,01;0,962186;
243622;Th;Th1;90;An;7;4;4;8;6,7;1,41073;11,76034;29,40944;0,08169906;24,494;0,01;1;
243652;U;U1;92;An;7;6;4;7;4,58;1,292106;9,03613;25,4787;0,08371777;15,73482;0,01;1;
243754;Pr;Pr1;59;Ln;6;3;4;9;8,6;1,42143;12,02998;28,71402;0,07948075;31,25852;0,00;0,942659;
243754;Pr;Pr2;59;Ln;6;3;4;9;9,02;1,41261;11,80742;28,1117;0,07921632;30,93762;0,00;0,891004;
243961;Rb;Rb1;37;E1;5;1;4;8;6,89;1,74911;22,41506;43,77522;0,08097132;42,16216;0,02;0,863415;
244009;Li;Li1;3;E1;2;1;4;5;4,73;1,357465;10,47791;28,76794;0,08864549;6,94908;0,09;0,965896;
244009;V;V1;23;E5;4;3;2;6;5,85;1,248347;8,14881;24,30124;0,08375062;10,70482;0,00;0,997903;
244137;Co;Co1;27;E9;4;2;4;6;6,25;1,302598;9,25806;25,84073;0,08289574;12,41374;0,00;0,955589;
244139;Co;Co1;27;E9;4;2;4;6;6,26;1,302179;9,24912;25,82361;0,0829128;12,39563;0,00;0,955218;
244248;Al;Al1;13;E13;3;3;4;6;5,9;1,174569;6,78772;21,50379;0,08335034;9,04704;0,00;0,999624;
245581;Ca;Ca1;20;E2;4;2;1;6;6,87;1,470789;13,32723;32,43008;0,08296319;17,1953;0,00;0,873887;
245582;Ca;Ca1;20;E2;4;2;1;6;6,89;1,47058;13,32153;32,4295;0,08293224;17,20123;0,00;0,870892;
245583;Ca;Ca1;20;E2;4;2;1;6;6,91;1,470537;13,32039;32,42889;0,08290566;17,21285;0,00;0,868654;
245584;Ca;Ca1;20;E2;4;2;1;6;6,92;1,470707;13,32501;32,44294;0,08288729;17,22973;0,00;0,867052;
245585;Ca;Ca1;20;E2;4;2;1;6;6,93;1,471097;13,3356;32,4627;0,08286837;17,25796;0,00;0,865831;
245586;Ca;Ca1;20;E2;4;2;1;6;6,94;1,471296;13,34101;32,47543;0,08286164;17,26674;0,00;0,86508;
245587;Ca;Ca1;20;E2;4;2;1;6;7,07;1,469216;13,28451;32,34977;0,0827429;17,27031;0,00;0,849175;
245588;Ca;Ca1;20;E2;4;2;1;6;6,97;1,471249;13,33973;32,46721;0,08282371;17,28282;0,00;0,861205;
245589;Ca;Ca1;20;E2;4;2;1;6;6,97;1,471676;13,35134;32,48708;0,08281823;17,30103;0,00;0,86079;
245590;Ca;Ca1;20;E2;4;2;1;6;6,96;1,471945;13,35867;32,50217;0,08282894;17,29783;0,00;0,861517;
245591;Ca;Ca1;20;E2;4;2;1;6;7;1,471568;13,3484;32,45952;0,0827823;17,31069;0,00;0,856553;
245592;Ca;Ca1;20;E2;4;2;1;6;7,03;1,471703;13,35208;32,44678;0,08275666;17,33065;0,00;0,854091;
245789;Cr;Cr1;24;E6;4;3;2;6;5,99;1,223647;7,67463;23,30715;0,08366615;10,08633;0,00;0,992426;
246802;Ca;Ca1;20;E2;4;2;4;8;7,37;1,429921;12,24686;30,11727;0,08104767;26,11557;0,02;0,999811;
248084;Co;Co1;27;E9;4;2;4;6;6,05;1,321132;9,65888;26,26243;0,08297167;12,6568;0,02;0,935352;
248960;Mg;Mg1;12;E2;3;2;1;6;6,23;1,304394;9,29641;26,22107;0,08404586;11,82545;0,00;0,9632;
248977;Mg;Mg1;12;E2;3;2;1;6;6,23;1,302018;9,2457;26,123;0,08407804;11,74;0,00;0,962668;
